gene/TE	../../STAR_v252_mapping/CGND_12893/HRA-00334-b38_PE.bam
"ADAM1A"	102
"ADAM2"	0
"ADAM20"	170
"ADAM20P1"	161
"ADAM21"	2
"ADAM21P1"	0
"ADAM22"	4835
"ADAM23"	3161
"ADAM28"	369
"ADAM29"	3
"ADAM30"	0
"ADAM32"	223
"ADAM33"	12
"ADAM3A"	0
"ADAM3B"	4
"ADAM5"	6
"ADAM6"	0
"ADAM7"	0
"ADAM8"	39
"ADAM9"	1385
"ADAMDEC1"	0
"ADAMTS1"	736
"ADAMTS10"	171
"ADAMTS12"	7
"ADAMTS13"	123
"ADAMTS14"	399
"ADAMTS15"	8
"ADAMTS16"	21
"ADAMTS17"	113
"ADAMTS18"	396
"ADAMTS19"	174
"ADAMTS19-AS1"	9
"ADAMTS2"	57
"ADAMTS20"	10
"ADAMTS3"	130
"ADAMTS4"	1146
"ADAMTS5"	25
"ADAMTS6"	57
"ADAMTS7"	22
"ADAMTS7P1"	26
"ADAMTS8"	253
"ADAMTS9"	609
"ADAMTS9-AS1"	1
"ADAMTS9-AS2"	95
"ADAMTSL1"	120
"ADAMTSL2"	277
"ADAMTSL3"	313
"ADAMTSL4"	25
"ADAMTSL4-AS1"	17
"ADAMTSL5"	14
"ADAP1"	1539
"ADAP2"	60
"ADAR"	6021
"ADARB1"	961
"ADARB2"	892
"ADARB2-AS1"	11
"ADAT1"	521
"ADAT2"	89
"ADAT3"	34
"ADCK1"	130
"ADCK2"	425
"ADCK5"	49
"ADCY1"	7875
"ADCY10"	68
"ADCY10P1"	385
"ADCY2"	2472
"ADCY3"	961
"ADCY4"	18
"ADCY5"	1706
"ADCY6"	560
"ADCY7"	192
"ADCY8"	507
"ADCY9"	804
"ADCYAP1"	149
"ADCYAP1R1"	3021
"ADD1"	5887
"ADD2"	2994
"ADD3"	5361
"ADD3-AS1"	26
"ADGB"	3
"ADGRA1"	545
"ADGRA1-AS1"	17
"ADGRA2"	115
"ADGRA3"	1082
"ADGRB1"	1327
"ADGRB2"	2464
"ADGRB3"	4363
"ADGRD1"	38
"ADGRD1-AS1"	0
"ADGRE1"	10
"ADGRE2"	137
"ADGRE3"	1
"ADGRE4P"	7
"ADGRE5"	114
"ADGRF1"	0
"ADGRF2"	2
"ADGRF3"	18
"ADGRF4"	6
"ADGRF5"	334
"ADGRG1"	2322
"ADGRG2"	3
"ADGRG3"	7
"ADGRG4"	0
"ADGRG5"	1
"ADGRG6"	65
"ADGRG7"	0
"ADGRL1"	3764
"ADGRL2"	2078
"ADGRL3"	4189
"ADGRL3-AS1"	1
"ADGRL4"	89
"ADGRV1"	3521
"ADH1A"	0
"ADH1B"	10
"ADH1C"	0
"ADH4"	1
"ADH5"	1266
"ADH6"	0
"ADH7"	0
"ADHFE1"	268
"ADI1"	432
"ADIG"	4
"ADIPOQ"	0
"ADIPOQ-AS1"	0
"ADIPOR1"	974
"ADIPOR2"	2757
"ADIRF"	165
"ADK"	355
"ADM"	63
"ADM2"	1
"ADM5"	3
"ADNP"	2241
"ADNP-AS1"	8
"ADNP2"	886
"ADO"	1085
"ADORA1"	1043
"ADORA2A"	16
"ADORA2A-AS1"	0
"ADORA2B"	82
"ADORA3"	56
"ADPGK"	349
"ADPGK-AS1"	9
"ADPRH"	20
"ADPRHL1"	116
"ADPRHL2"	180
"ADPRM"	129
"ADRA1A"	591
"ADRA1B"	160
"ADRA1D"	44
"ADRA2A"	104
"ADRA2B"	30
"ADRA2C"	52
"ADRB1"	195
"ADRB2"	84
"ADRB3"	3
"ADRM1"	428
"ADSL"	202
"ADSS"	1125
"ADSSL1"	88
"ADTRP"	37
"AEBP1"	647
"AEBP2"	971
"AEN"	206
"AES"	4285
"AFAP1"	712
"AFAP1-AS1"	24
"AFAP1L1"	32
"AFAP1L2"	312
"AFDN"	3635
"AFDN-DT"	16
"AFF1"	1862
"AFF1-AS1"	66
"AFF2"	696
"AFF3"	1687
"AFF4"	4670
"AFG1L"	232
"AFG3L1P"	186
"AFG3L2"	1031
"AFM"	0
"AFMID"	320
"AFP"	2
"AFTPH"	1355
"AGA"	154
"AGAP1"	6083
"AGAP1-IT1"	27
"AGAP11"	25
"AGAP12P"	48
"AGAP2"	4575
"AGAP2-AS1"	9
"AGAP3"	2230
"AGAP4"	254
"AGAP5"	77
"AGAP6"	182
"AGAP7P"	7
"AGAP9"	65
"AGBL1"	12
"AGBL1-AS1"	0
"AGBL2"	4
"AGBL3"	77
"AGBL4"	249
"AGBL4-IT1"	35
"AGBL5"	180
"AGBL5-AS1"	0
"AGER"	16
"AGFG1"	2185
"AGFG2"	414
"AGGF1"	1157
"AGK"	568
"AGL"	1200
"AGMAT"	40
"AGMO"	27
"AGO1"	1437
"AGO2"	2771
"AGO3"	868
"AGO4"	863
"AGPAT1"	926
"AGPAT2"	73
"AGPAT3"	2543
"AGPAT4"	2213
"AGPAT4-IT1"	181
"AGPAT5"	866
"AGPS"	1062
"AGR2"	0
"AGR3"	0
"AGRN"	1181
"AGRP"	1
"AGT"	2189
"AGTPBP1"	4479
"AGTR1"	0
"AGTR2"	0
"AGTRAP"	70
"AGXT"	0
"AGXT2"	0
"AHCTF1"	2731
"AHCTF1P1"	6
"AHCY"	535
"AHCYL1"	7548
"AHCYL2"	1884
"AHDC1"	1380
"AHI1"	2703
"AHNAK"	12968
"AHNAK2"	2559
"AHR"	905
"AHRR"	107
"AHSA1"	1166
"AHSA2P"	560
"AHSG"	2
"AHSP"	0
"AICDA"	0
"AIDA"	1101
"AIF1"	98
"AIF1L"	2437
"AIFM1"	295
"AIFM2"	98
"AIFM3"	688
"AIG1"	659
"AIM2"	6
"AIMP1"	355
"AIMP2"	94
"AIP"	307
"AIPL1"	0
"AIRE"	12
"AIRN"	6
"AJAP1"	587
"AJM1"	580
"AJUBA"	10
"AK1"	508
"AK2"	697
"AK3"	973
"AK4"	1588
"AK5"	5178
"AK6"	225
"AK7"	71
"AK8"	18
"AK9"	453
"AKAIN1"	22
"AKAP1"	1084
"AKAP10"	1011
"AKAP11"	11400
"AKAP12"	5916
"AKAP13"	1740
"AKAP14"	0
"AKAP17A"	155
"AKAP2"	679
"AKAP3"	29
"AKAP4"	0
"AKAP5"	729
"AKAP6"	11074
"AKAP7"	461
"AKAP8"	439
"AKAP8L"	1009
"AKAP9"	4526
"AKIP1"	146
"AKIRIN1"	1119
"AKIRIN2"	627
"AKNA"	336
"AKNAD1"	6
"AKR1A1"	315
"AKR1B1"	812
"AKR1B10"	1
"AKR1B15"	0
"AKR1C1"	122
"AKR1C2"	37
"AKR1C3"	72
"AKR1C4"	0
"AKR1C6P"	0
"AKR1C8P"	0
"AKR1D1"	0
"AKR1E2"	157
"AKR7A2"	462
"AKR7A2P1"	1
"AKR7A3"	24
"AKR7L"	11
"AKT1"	806
"AKT1S1"	319
"AKT2"	683
"AKT3"	7534
"AKTIP"	1074
"ALAD"	1305
"ALAS1"	675
"ALAS2"	30
"ALB"	13
"ALCAM"	3096
"ALDH16A1"	89
"ALDH18A1"	466
"ALDH1A1"	718
"ALDH1A2"	34
"ALDH1A3"	236
"ALDH1B1"	170
"ALDH1L1"	1134
"ALDH1L1-AS1"	1
"ALDH1L1-AS2"	38
"ALDH1L2"	384
"ALDH2"	2791
"ALDH3A1"	8
"ALDH3A2"	1406
"ALDH3B1"	60
"ALDH3B2"	0
"ALDH4A1"	727
"ALDH5A1"	1819
"ALDH6A1"	3713
"ALDH7A1"	1880
"ALDH8A1"	139
"ALDH9A1"	890
"ALDOA"	10632
"ALDOB"	7
"ALDOC"	7755
"ALG1"	128
"ALG10"	150
"ALG10B"	384
"ALG11"	255
"ALG12"	176
"ALG13"	773
"ALG14"	85
"ALG1L"	24
"ALG1L2"	1
"ALG1L9P"	67
"ALG2"	289
"ALG3"	70
"ALG5"	143
"ALG6"	129
"ALG8"	179
"ALG9"	580
"ALK"	121
"ALKAL1"	0
"ALKAL2"	13
"ALKBH1"	142
"ALKBH2"	129
"ALKBH3"	234
"ALKBH3-AS1"	0
"ALKBH4"	144
"ALKBH5"	2370
"ALKBH6"	159
"ALKBH7"	174
"ALKBH8"	208
"ALLC"	1
"ALMS1"	3097
"ALMS1-IT1"	60
"ALMS1P1"	26
"ALOX12"	5
"ALOX12-AS1"	81
"ALOX12B"	14
"ALOX12P2"	84
"ALOX15"	2
"ALOX15B"	19
"ALOX15P1"	11
"ALOX5"	178
"ALOX5AP"	80
"ALOXE3"	21
"ALPI"	0
"ALPK1"	188
"ALPK2"	1
"ALPK3"	136
"ALPL"	95
"ALPP"	0
"ALPPL2"	0
"ALS2"	1863
"ALS2CL"	73
"ALS2CR12"	127
"ALX1"	0
"ALX3"	3
"ALX4"	0
"ALYREF"	193
"AMACR"	189
"AMBN"	2
"AMBP"	1
"AMBRA1"	931
"AMD1"	2868
"AMDHD1"	8
"AMDHD2"	103
"AMELX"	0
"AMELY"	0
"AMER1"	243
"AMER2"	8429
"AMER3"	597
"AMFR"	1910
"AMH"	15
"AMHR2"	0
"AMIGO1"	1156
"AMIGO2"	53
"AMIGO3"	23
"AMMECR1"	160
"AMMECR1L"	311
"AMN"	3
"AMN1"	569
"AMOT"	1867
"AMOTL1"	763
"AMOTL2"	1183
"AMPD1"	1
"AMPD2"	855
"AMPD3"	653
"AMPH"	2788
"AMT"	92
"AMTN"	0
"AMY1A"	2
"AMY1B"	2
"AMY1C"	0
"AMY2A"	13
"AMY2B"	631
"AMZ1"	233
"AMZ2"	915
"AMZ2P1"	354
"ANAPC1"	1322
"ANAPC10"	170
"ANAPC11"	244
"ANAPC13"	565
"ANAPC15"	146
"ANAPC16"	461
"ANAPC1P1"	1
"ANAPC2"	319
"ANAPC4"	565
"ANAPC5"	1442
"ANAPC7"	598
"ANG"	13
"ANGEL1"	823
"ANGEL2"	746
"ANGPT1"	59
"ANGPT2"	132
"ANGPT4"	2
"ANGPTL1"	25
"ANGPTL2"	258
"ANGPTL3"	0
"ANGPTL4"	533
"ANGPTL5"	2
"ANGPTL6"	4
"ANGPTL7"	0
"ANGPTL8"	6
"ANHX"	0
"ANK1"	763
"ANK2"	28216
"ANK3"	15254
"ANKAR"	323
"ANKDD1A"	371
"ANKDD1B"	14
"ANKEF1"	40
"ANKFN1"	48
"ANKFY1"	1834
"ANKH"	2779
"ANKHD1"	1210
"ANKHD1-EIF4EBP3"	1191
"ANKIB1"	3229
"ANKK1"	13
"ANKLE1"	13
"ANKLE2"	783
"ANKMY1"	143
"ANKMY2"	877
"ANKRA2"	234
"ANKRD1"	0
"ANKRD10"	1138
"ANKRD11"	2577
"ANKRD12"	5351
"ANKRD13A"	799
"ANKRD13B"	432
"ANKRD13C"	1012
"ANKRD13D"	284
"ANKRD16"	243
"ANKRD17"	4986
"ANKRD18A"	629
"ANKRD18B"	125
"ANKRD18CP"	278
"ANKRD18DP"	38
"ANKRD19P"	103
"ANKRD2"	16
"ANKRD20A1"	75
"ANKRD20A11P"	23
"ANKRD20A12P"	25
"ANKRD20A19P"	1
"ANKRD20A2"	111
"ANKRD20A3"	281
"ANKRD20A4"	82
"ANKRD20A4-ANKRD20A20P"	355
"ANKRD20A5P"	125
"ANKRD20A8P"	32
"ANKRD20A9P"	11
"ANKRD22"	17
"ANKRD23"	146
"ANKRD24"	435
"ANKRD26"	1387
"ANKRD26P1"	0
"ANKRD26P3"	128
"ANKRD27"	747
"ANKRD28"	1547
"ANKRD29"	263
"ANKRD30A"	2
"ANKRD30B"	164
"ANKRD30BL"	193
"ANKRD30BP2"	0
"ANKRD30BP3"	0
"ANKRD31"	47
"ANKRD33"	0
"ANKRD33B"	1048
"ANKRD34A"	288
"ANKRD34B"	23
"ANKRD34C"	195
"ANKRD34C-AS1"	37
"ANKRD35"	130
"ANKRD36"	3909
"ANKRD36B"	1664
"ANKRD36BP1"	1
"ANKRD36BP2"	356
"ANKRD36C"	3253
"ANKRD37"	72
"ANKRD39"	113
"ANKRD40"	3733
"ANKRD42"	574
"ANKRD44"	595
"ANKRD44-IT1"	44
"ANKRD45"	129
"ANKRD46"	1181
"ANKRD49"	151
"ANKRD50"	787
"ANKRD52"	1158
"ANKRD53"	3
"ANKRD54"	196
"ANKRD55"	29
"ANKRD6"	382
"ANKRD60"	0
"ANKRD61"	0
"ANKRD62"	82
"ANKRD62P1-PARP4P3"	14
"ANKRD63"	27
"ANKRD65"	418
"ANKRD66"	0
"ANKRD7"	42
"ANKRD9"	680
"ANKS1A"	516
"ANKS1B"	4175
"ANKS3"	156
"ANKS4B"	1
"ANKS6"	435
"ANKUB1"	0
"ANKZF1"	399
"ANLN"	4838
"ANO1"	30
"ANO1-AS2"	0
"ANO10"	455
"ANO2"	95
"ANO3"	783
"ANO4"	774
"ANO5"	1700
"ANO6"	695
"ANO7"	28
"ANO8"	588
"ANO9"	0
"ANOS1"	700
"ANP32A"	1766
"ANP32A-IT1"	66
"ANP32AP1"	0
"ANP32B"	1708
"ANP32C"	16
"ANP32D"	6
"ANP32E"	1504
"ANPEP"	9
"ANTXR1"	1086
"ANTXR2"	116
"ANTXRL"	1
"ANTXRLP1"	0
"ANXA1"	186
"ANXA10"	0
"ANXA11"	1032
"ANXA13"	3
"ANXA2"	140
"ANXA2P1"	0
"ANXA2P2"	1
"ANXA2P3"	21
"ANXA2R"	6
"ANXA3"	72
"ANXA4"	355
"ANXA5"	1057
"ANXA6"	3413
"ANXA7"	1626
"ANXA8"	2
"ANXA8L1"	0
"ANXA9"	3
"AOAH"	143
"AOAH-IT1"	3
"AOC1"	0
"AOC2"	74
"AOC3"	31
"AOC4P"	1
"AOX1"	61
"AOX3P-AOX2P"	0
"AP1AR"	407
"AP1B1"	1585
"AP1B1P1"	0
"AP1G1"	2477
"AP1G2"	234
"AP1M1"	877
"AP1M2"	1
"AP1S1"	584
"AP1S2"	757
"AP1S3"	37
"AP2A1"	2134
"AP2A2"	1668
"AP2B1"	7772
"AP2M1"	4109
"AP2S1"	627
"AP3B1"	930
"AP3B2"	1375
"AP3D1"	2225
"AP3M1"	602
"AP3M2"	1475
"AP3S1"	689
"AP3S2"	581
"AP4B1"	352
"AP4B1-AS1"	1
"AP4E1"	375
"AP4M1"	82
"AP4S1"	478
"AP5B1"	394
"AP5M1"	1319
"AP5S1"	102
"AP5Z1"	208
"APAF1"	365
"APBA1"	2945
"APBA2"	2921
"APBA3"	112
"APBB1"	4195
"APBB1IP"	105
"APBB2"	3083
"APBB3"	336
"APC"	12666
"APC2"	4723
"APCDD1"	469
"APCDD1L"	0
"APCDD1L-AS1"	1
"APCS"	0
"APEH"	644
"APELA"	0
"APEX1"	538
"APEX2"	69
"APH1A"	522
"APH1B"	521
"API5"	2214
"APIP"	364
"APLF"	386
"APLN"	379
"APLNR"	1896
"APLP1"	11283
"APLP2"	7406
"APMAP"	1087
"APOA1"	1
"APOA1-AS"	0
"APOA2"	0
"APOA4"	0
"APOA5"	1
"APOB"	25
"APOBEC1"	0
"APOBEC2"	0
"APOBEC3A"	1
"APOBEC3A_B"	1
"APOBEC3B"	0
"APOBEC3B-AS1"	0
"APOBEC3C"	15
"APOBEC3D"	2
"APOBEC3F"	20
"APOBEC3G"	17
"APOBEC3H"	0
"APOBEC4"	0
"APOBR"	33
"APOC1"	121
"APOC1P1"	0
"APOC2"	16
"APOC3"	0
"APOC4"	0
"APOC4-APOC2"	16
"APOD"	3603
"APOE"	4622
"APOF"	0
"APOH"	0
"APOL1"	43
"APOL2"	693
"APOL3"	33
"APOL4"	58
"APOL5"	1
"APOL6"	617
"APOLD1"	783
"APOM"	5
"APOO"	268
"APOOL"	899
"APOOP5"	0
"APOPT1"	240
"APP"	25113
"APPBP2"	2019
"APPL1"	1834
"APPL2"	807
"APRT"	113
"APTR"	77
"APTX"	390
"AQP1"	3120
"AQP10"	0
"AQP11"	81
"AQP12A"	0
"AQP12B"	0
"AQP2"	0
"AQP3"	2
"AQP4"	16223
"AQP4-AS1"	82
"AQP5"	8
"AQP6"	20
"AQP7"	0
"AQP7P1"	19
"AQP7P3"	3
"AQP8"	3
"AQP9"	39
"AQR"	1102
"AR"	167
"ARAF"	266
"ARAP1"	758
"ARAP1-AS2"	0
"ARAP2"	5867
"ARAP3"	130
"ARC"	254
"ARCN1"	2099
"AREG"	0
"AREL1"	875
"ARF1"	3193
"ARF3"	6254
"ARF4"	736
"ARF4-AS1"	16
"ARF5"	815
"ARF6"	607
"ARFGAP1"	673
"ARFGAP2"	1075
"ARFGAP3"	541
"ARFGEF1"	2208
"ARFGEF2"	3235
"ARFGEF3"	6336
"ARFIP1"	397
"ARFIP2"	505
"ARFRP1"	270
"ARG1"	9
"ARG2"	154
"ARGFX"	0
"ARGFXP2"	0
"ARGLU1"	2013
"ARHGAP1"	982
"ARHGAP10"	278
"ARHGAP11A"	75
"ARHGAP11B"	11
"ARHGAP12"	1594
"ARHGAP15"	42
"ARHGAP17"	610
"ARHGAP18"	184
"ARHGAP19"	307
"ARHGAP19-SLIT1"	170
"ARHGAP20"	681
"ARHGAP21"	13524
"ARHGAP22"	342
"ARHGAP22-IT1"	13
"ARHGAP23"	4679
"ARHGAP24"	203
"ARHGAP25"	91
"ARHGAP26"	4542
"ARHGAP26-AS1"	0
"ARHGAP26-IT1"	43
"ARHGAP27"	140
"ARHGAP27P1"	100
"ARHGAP27P1-BPTFP1-KPNA2P3"	287
"ARHGAP27P2"	18
"ARHGAP28"	44
"ARHGAP29"	753
"ARHGAP30"	62
"ARHGAP31"	600
"ARHGAP31-AS1"	3
"ARHGAP32"	7355
"ARHGAP33"	643
"ARHGAP35"	5442
"ARHGAP36"	20
"ARHGAP39"	607
"ARHGAP4"	95
"ARHGAP40"	3
"ARHGAP42"	283
"ARHGAP44"	1348
"ARHGAP45"	97
"ARHGAP5"	9869
"ARHGAP5-AS1"	62
"ARHGAP6"	117
"ARHGAP8"	15
"ARHGAP9"	88
"ARHGDIA"	1763
"ARHGDIB"	103
"ARHGDIG"	694
"ARHGEF1"	296
"ARHGEF10"	1224
"ARHGEF10L"	524
"ARHGEF11"	2280
"ARHGEF12"	8459
"ARHGEF15"	19
"ARHGEF16"	43
"ARHGEF17"	1818
"ARHGEF18"	986
"ARHGEF19"	4
"ARHGEF2"	2262
"ARHGEF25"	1017
"ARHGEF26"	768
"ARHGEF26-AS1"	204
"ARHGEF28"	399
"ARHGEF3"	1469
"ARHGEF3-AS1"	0
"ARHGEF33"	97
"ARHGEF34P"	6
"ARHGEF35"	1
"ARHGEF37"	889
"ARHGEF38"	0
"ARHGEF38-IT1"	0
"ARHGEF39"	5
"ARHGEF4"	1981
"ARHGEF40"	541
"ARHGEF5"	29
"ARHGEF6"	1082
"ARHGEF7"	4137
"ARHGEF7-AS1"	0
"ARHGEF7-AS2"	12
"ARHGEF9"	3945
"ARHGEF9-IT1"	15
"ARID1A"	2413
"ARID1B"	2105
"ARID2"	1177
"ARID3A"	55
"ARID3B"	63
"ARID3C"	12
"ARID4A"	1316
"ARID4B"	2184
"ARID5A"	512
"ARID5B"	3009
"ARIH1"	2238
"ARIH2"	1276
"ARIH2OS"	13
"ARL1"	1398
"ARL10"	325
"ARL11"	11
"ARL13A"	0
"ARL13B"	230
"ARL14"	0
"ARL14EP"	510
"ARL14EPL"	0
"ARL15"	265
"ARL16"	166
"ARL17A"	297
"ARL17B"	151
"ARL2"	361
"ARL2-SNX15"	327
"ARL2BP"	819
"ARL3"	853
"ARL4A"	509
"ARL4C"	1070
"ARL4D"	63
"ARL5A"	754
"ARL5B"	1017
"ARL5C"	0
"ARL6"	429
"ARL6IP1"	6474
"ARL6IP4"	877
"ARL6IP5"	2240
"ARL6IP6"	212
"ARL8A"	1479
"ARL8B"	2649
"ARL9"	7
"ARMC1"	993
"ARMC10"	651
"ARMC12"	5
"ARMC2"	336
"ARMC2-AS1"	0
"ARMC3"	35
"ARMC4"	22
"ARMC4P1"	3
"ARMC5"	183
"ARMC6"	189
"ARMC7"	51
"ARMC8"	1229
"ARMC9"	459
"ARMCX1"	456
"ARMCX2"	626
"ARMCX3"	2102
"ARMCX4"	1231
"ARMCX5"	317
"ARMCX5-GPRASP2"	1982
"ARMCX6"	197
"ARMS2"	0
"ARMT1"	287
"ARNT"	813
"ARNT2"	6815
"ARNTL"	710
"ARNTL2"	472
"ARNTL2-AS1"	0
"ARPC1A"	829
"ARPC1B"	81
"ARPC2"	1259
"ARPC3"	695
"ARPC4"	547
"ARPC4-TTLL3"	397
"ARPC5"	896
"ARPC5L"	455
"ARPIN"	595
"ARPP19"	7628
"ARPP21"	2078
"ARR3"	0
"ARRB1"	3474
"ARRB2"	522
"ARRDC1"	88
"ARRDC1-AS1"	111
"ARRDC2"	970
"ARRDC3"	1212
"ARRDC3-AS1"	20
"ARRDC4"	1211
"ARRDC5"	8
"ARSA"	379
"ARSB"	259
"ARSD"	165
"ARSD-AS1"	9
"ARSE"	13
"ARSF"	15
"ARSG"	179
"ARSH"	2
"ARSI"	61
"ARSJ"	96
"ARSK"	174
"ART1"	0
"ART3"	180
"ART4"	0
"ART5"	0
"ARTN"	6
"ARV1"	254
"ARVCF"	334
"ARX"	112
"AS-PTPRE"	0
"AS3MT"	98
"ASAH1"	1859
"ASAH2"	27
"ASAH2B"	169
"ASAP1"	1824
"ASAP1-IT1"	44
"ASAP1-IT2"	28
"ASAP2"	1054
"ASAP3"	468
"ASB1"	1055
"ASB10"	0
"ASB11"	0
"ASB12"	3
"ASB13"	360
"ASB14"	2
"ASB15"	0
"ASB16"	0
"ASB16-AS1"	31
"ASB17"	0
"ASB18"	5
"ASB2"	35
"ASB3"	378
"ASB4"	49
"ASB5"	7
"ASB6"	471
"ASB7"	275
"ASB8"	493
"ASB9"	0
"ASB9P1"	0
"ASCC1"	482
"ASCC2"	236
"ASCC3"	1491
"ASCL1"	247
"ASCL2"	5
"ASCL3"	0
"ASCL4"	0
"ASCL5"	1
"ASDURF"	129
