gene/TE	../../STAR_v252_mapping/CGND_12893/HRA-00381-b38_PE.bam
"ABRAXAS2"	362
"ABT1"	143
"ABTB1"	408
"ABTB2"	375
"ACAA1"	732
"ACAA2"	771
"ACACA"	3621
"ACACB"	1193
"ACAD10"	327
"ACAD11"	598
"ACAD8"	341
"ACAD9"	618
"ACADL"	61
"ACADM"	970
"ACADS"	249
"ACADSB"	1020
"ACADVL"	1872
"ACAN"	62
"ACAP1"	14
"ACAP2"	1914
"ACAP3"	1154
"ACAT1"	693
"ACAT2"	204
"ACBD3"	923
"ACBD3-AS1"	0
"ACBD4"	199
"ACBD5"	2365
"ACBD6"	284
"ACBD7"	1861
"ACBD7-DCLRE1CP1"	105
"ACCS"	112
"ACCSL"	2
"ACD"	152
"ACE"	70
"ACE2"	4
"ACER1"	1
"ACER2"	95
"ACER3"	1797
"ACHE"	165
"ACIN1"	1686
"ACKR1"	55
"ACKR2"	19
"ACKR3"	132
"ACKR4"	3
"ACLY"	1409
"ACMSD"	0
"ACO1"	713
"ACO2"	4244
"ACOD1"	0
"ACOT1"	29
"ACOT11"	370
"ACOT12"	7
"ACOT13"	415
"ACOT2"	206
"ACOT4"	33
"ACOT6"	0
"ACOT7"	696
"ACOT8"	226
"ACOT9"	293
"ACOX1"	2429
"ACOX2"	75
"ACOX3"	359
"ACOXL"	0
"ACOXL-AS1"	11
"ACP1"	805
"ACP2"	326
"ACP4"	0
"ACP5"	80
"ACP6"	173
"ACP7"	74
"ACPP"	17
"ACR"	5
"ACRBP"	16
"ACRV1"	6
"ACSBG1"	1616
"ACSBG2"	0
"ACSF2"	155
"ACSF3"	227
"ACSL1"	2971
"ACSL3"	4121
"ACSL4"	1387
"ACSL5"	124
"ACSL6"	2624
"ACSM1"	4
"ACSM2A"	0
"ACSM2B"	0
"ACSM3"	3
"ACSM4"	0
"ACSM5"	105
"ACSM6"	0
"ACSS1"	1399
"ACSS2"	708
"ACSS3"	961
"ACTA1"	6
"ACTA2"	86
"ACTA2-AS1"	148
"ACTB"	26067
"ACTBL2"	0
"ACTC1"	11
"ACTG1"	12835
"ACTG1P17"	9
"ACTG1P20"	57
"ACTG1P4"	109
"ACTG2"	0
"ACTL10"	5
"ACTL6A"	258
"ACTL6B"	119
"ACTL7A"	0
"ACTL7B"	1
"ACTL8"	1
"ACTL9"	0
"ACTN1"	1093
"ACTN1-AS1"	1
"ACTN2"	1287
"ACTN3"	1
"ACTN4"	2515
"ACTR10"	728
"ACTR1A"	2096
"ACTR1B"	887
"ACTR2"	5345
"ACTR3"	2157
"ACTR3B"	448
"ACTR3BP2"	0
"ACTR3BP5"	0
"ACTR3C"	214
"ACTR5"	145
"ACTR6"	606
"ACTR8"	628
"ACTRT1"	2
"ACTRT2"	0
"ACTRT3"	20
"ACVR1"	400
"ACVR1B"	677
"ACVR1C"	717
"ACVR2A"	547
"ACVR2B"	1032
"ACVR2B-AS1"	18
"ACVRL1"	50
"ACY1"	49
"ACY3"	5
"ACYP1"	179
"ACYP2"	441
"ADA"	65
"ADA2"	636
"ADAD1"	0
"ADAD2"	8
"ADAL"	278
"ADAM10"	2898
"ADAM11"	467
"ADAM12"	173
"ADAM15"	701
"ADAM17"	886
"ADAM18"	0
"ADAM19"	301
"ADAM1A"	191
"ADAM2"	0
"ADAM20"	176
"ADAM20P1"	139
"ADAM21"	7
"ADAM21P1"	0
"ADAM22"	3987
"ADAM23"	1737
"ADAM28"	198
"ADAM29"	5
"ADAM30"	0
"ADAM32"	229
"ADAM33"	21
"ADAM3A"	0
"ADAM3B"	3
"ADAM5"	2
"ADAM6"	0
"ADAM7"	0
"ADAM8"	40
"ADAM9"	1550
"ADAMDEC1"	2
"ADAMTS1"	877
"ADAMTS10"	158
"ADAMTS12"	21
"ADAMTS13"	140
"ADAMTS14"	253
"ADAMTS15"	16
"ADAMTS16"	57
"ADAMTS17"	172
"ADAMTS18"	9
"ADAMTS19"	133
"ADAMTS19-AS1"	6
"ADAMTS2"	97
"ADAMTS20"	5
"ADAMTS3"	110
"ADAMTS4"	1407
"ADAMTS5"	78
"ADAMTS6"	79
"ADAMTS7"	22
"ADAMTS7P1"	16
"ADAMTS8"	112
"ADAMTS9"	293
"ADAMTS9-AS1"	6
"ADAMTS9-AS2"	159
"ADAMTSL1"	89
"ADAMTSL2"	207
"ADAMTSL3"	427
"ADAMTSL4"	27
"ADAMTSL4-AS1"	12
"ADAMTSL5"	15
"ADAP1"	1598
"ADAP2"	263
"ADAR"	6197
"ADARB1"	836
"ADARB2"	1829
"ADARB2-AS1"	5
"ADAT1"	568
"ADAT2"	121
"ADAT3"	59
"ADCK1"	121
"ADCK2"	381
"ADCK5"	61
"ADCY1"	5571
"ADCY10"	68
"ADCY10P1"	496
"ADCY2"	3264
"ADCY3"	923
"ADCY4"	25
"ADCY5"	2041
"ADCY6"	512
"ADCY7"	357
"ADCY8"	511
"ADCY9"	564
"ADCYAP1"	152
"ADCYAP1R1"	3449
"ADD1"	7011
"ADD2"	1692
"ADD3"	10125
"ADD3-AS1"	37
"ADGB"	2
"ADGRA1"	363
"ADGRA1-AS1"	8
"ADGRA2"	114
"ADGRA3"	1873
"ADGRB1"	853
"ADGRB2"	2232
"ADGRB3"	3496
"ADGRD1"	52
"ADGRD1-AS1"	0
"ADGRE1"	7
"ADGRE2"	148
"ADGRE3"	1
"ADGRE4P"	44
"ADGRE5"	174
"ADGRF1"	0
"ADGRF2"	9
"ADGRF3"	24
"ADGRF4"	2
"ADGRF5"	235
"ADGRG1"	2188
"ADGRG2"	3
"ADGRG3"	7
"ADGRG4"	1
"ADGRG5"	5
"ADGRG6"	64
"ADGRG7"	0
"ADGRL1"	2691
"ADGRL2"	1810
"ADGRL3"	3782
"ADGRL3-AS1"	0
"ADGRL4"	93
"ADGRV1"	5871
"ADH1A"	0
"ADH1B"	22
"ADH1C"	0
"ADH4"	0
"ADH5"	1560
"ADH6"	0
"ADH7"	0
"ADHFE1"	447
"ADI1"	719
"ADIG"	3
"ADIPOQ"	0
"ADIPOQ-AS1"	0
"ADIPOR1"	1343
"ADIPOR2"	4280
"ADIRF"	236
"ADK"	383
"ADM"	115
"ADM2"	3
"ADM5"	3
"ADNP"	2952
"ADNP-AS1"	12
"ADNP2"	729
"ADO"	1171
"ADORA1"	1000
"ADORA2A"	11
"ADORA2A-AS1"	1
"ADORA2B"	96
"ADORA3"	274
"ADPGK"	426
"ADPGK-AS1"	16
"ADPRH"	99
"ADPRHL1"	71
"ADPRHL2"	202
"ADPRM"	110
"ADRA1A"	878
"ADRA1B"	147
"ADRA1D"	21
"ADRA2A"	77
"ADRA2B"	18
"ADRA2C"	29
"ADRB1"	164
"ADRB2"	115
"ADRB3"	7
"ADRM1"	465
"ADSL"	232
"ADSS"	1300
"ADSSL1"	120
"ADTRP"	39
"AEBP1"	932
"AEBP2"	1086
"AEN"	162
"AES"	3127
"AFAP1"	538
"AFAP1-AS1"	18
"AFAP1L1"	31
"AFAP1L2"	292
"AFDN"	3611
"AFDN-DT"	31
"AFF1"	2246
"AFF1-AS1"	148
"AFF2"	646
"AFF3"	1345
"AFF4"	5905
"AFG1L"	357
"AFG3L1P"	214
"AFG3L2"	997
"AFM"	0
"AFMID"	502
"AFP"	0
"AFTPH"	1502
"AGA"	268
"AGAP1"	7501
"AGAP1-IT1"	31
"AGAP11"	26
"AGAP12P"	66
"AGAP2"	3794
"AGAP2-AS1"	14
"AGAP3"	1741
"AGAP4"	241
"AGAP5"	100
"AGAP6"	227
"AGAP7P"	21
"AGAP9"	117
"AGBL1"	16
"AGBL1-AS1"	0
"AGBL2"	11
"AGBL3"	127
"AGBL4"	161
"AGBL4-IT1"	45
"AGBL5"	228
"AGBL5-AS1"	2
"AGER"	7
"AGFG1"	2748
"AGFG2"	581
"AGGF1"	1513
"AGK"	550
"AGL"	1334
"AGMAT"	39
"AGMO"	10
"AGO1"	1879
"AGO2"	3042
"AGO3"	1114
"AGO4"	1068
"AGPAT1"	992
"AGPAT2"	99
"AGPAT3"	2719
"AGPAT4"	1916
"AGPAT4-IT1"	191
"AGPAT5"	1239
"AGPS"	1848
"AGR2"	0
"AGR3"	0
"AGRN"	890
"AGRP"	3
"AGT"	3870
"AGTPBP1"	5566
"AGTR1"	11
"AGTR2"	0
"AGTRAP"	127
"AGXT"	0
"AGXT2"	0
"AHCTF1"	3105
"AHCTF1P1"	11
"AHCY"	718
"AHCYL1"	15060
"AHCYL2"	3121
"AHDC1"	945
"AHI1"	3061
"AHNAK"	21399
"AHNAK2"	2358
"AHR"	1047
"AHRR"	102
"AHSA1"	1359
"AHSA2P"	905
"AHSG"	2
"AHSP"	0
"AICDA"	1
"AIDA"	1493
"AIF1"	192
"AIF1L"	3591
"AIFM1"	275
"AIFM2"	144
"AIFM3"	1058
"AIG1"	723
"AIM2"	16
"AIMP1"	661
"AIMP2"	109
"AIP"	387
"AIPL1"	0
"AIRE"	18
"AIRN"	3
"AJAP1"	575
"AJM1"	563
"AJUBA"	12
"AK1"	693
"AK2"	1273
"AK3"	1919
"AK4"	2586
"AK5"	4007
"AK6"	226
"AK7"	75
"AK8"	25
"AK9"	634
"AKAIN1"	18
"AKAP1"	843
"AKAP10"	1334
"AKAP11"	12431
"AKAP12"	4839
"AKAP13"	1847
"AKAP14"	1
"AKAP17A"	166
"AKAP2"	545
"AKAP3"	86
"AKAP4"	0
"AKAP5"	624
"AKAP6"	8986
"AKAP7"	554
"AKAP8"	340
"AKAP8L"	771
"AKAP9"	6110
"AKIP1"	167
"AKIRIN1"	1739
"AKIRIN2"	675
"AKNA"	350
"AKNAD1"	6
"AKR1A1"	462
"AKR1B1"	1038
"AKR1B10"	0
"AKR1B15"	0
"AKR1C1"	89
"AKR1C2"	69
"AKR1C3"	148
"AKR1C4"	0
"AKR1C6P"	0
"AKR1C8P"	1
"AKR1D1"	0
"AKR1E2"	136
"AKR7A2"	720
"AKR7A2P1"	0
"AKR7A3"	59
"AKR7L"	16
"AKT1"	1011
"AKT1S1"	468
"AKT2"	799
"AKT3"	6583
"AKTIP"	1132
"ALAD"	2399
"ALAS1"	609
"ALAS2"	4
"ALB"	14
"ALCAM"	4434
"ALDH16A1"	150
"ALDH18A1"	422
"ALDH1A1"	1991
"ALDH1A2"	46
"ALDH1A3"	156
"ALDH1B1"	194
"ALDH1L1"	1482
"ALDH1L1-AS1"	0
"ALDH1L1-AS2"	66
"ALDH1L2"	374
"ALDH2"	3505
"ALDH3A1"	5
"ALDH3A2"	2023
"ALDH3B1"	80
"ALDH3B2"	0
"ALDH4A1"	1543
"ALDH5A1"	2077
"ALDH6A1"	5423
"ALDH7A1"	2237
"ALDH8A1"	66
"ALDH9A1"	1592
"ALDOA"	7998
"ALDOB"	5
"ALDOC"	6491
"ALG1"	208
"ALG10"	167
"ALG10B"	563
"ALG11"	455
"ALG12"	263
"ALG13"	901
"ALG14"	153
"ALG1L"	4
"ALG1L2"	0
"ALG1L9P"	98
"ALG2"	339
"ALG3"	127
"ALG5"	227
"ALG6"	201
"ALG8"	260
"ALG9"	592
"ALK"	133
"ALKAL1"	2
"ALKAL2"	35
"ALKBH1"	171
"ALKBH2"	90
"ALKBH3"	208
"ALKBH3-AS1"	0
"ALKBH4"	137
"ALKBH5"	2085
"ALKBH6"	161
"ALKBH7"	188
"ALKBH8"	248
"ALLC"	11
"ALMS1"	4428
"ALMS1-IT1"	57
"ALMS1P1"	32
"ALOX12"	2
"ALOX12-AS1"	112
"ALOX12B"	7
"ALOX12P2"	64
"ALOX15"	1
"ALOX15B"	115
"ALOX15P1"	16
"ALOX5"	166
"ALOX5AP"	257
"ALOXE3"	9
"ALPI"	0
"ALPK1"	197
"ALPK2"	5
"ALPK3"	119
"ALPL"	45
"ALPP"	0
"ALPPL2"	0
"ALS2"	1719
"ALS2CL"	54
"ALS2CR12"	111
"ALX1"	1
"ALX3"	5
"ALX4"	5
"ALYREF"	172
"AMACR"	147
"AMBN"	0
"AMBP"	1
"AMBRA1"	880
"AMD1"	3454
"AMDHD1"	11
"AMDHD2"	190
"AMELX"	0
"AMELY"	0
"AMER1"	252
"AMER2"	12429
"AMER3"	407
"AMFR"	2379
"AMH"	6
"AMHR2"	1
"AMIGO1"	786
"AMIGO2"	103
"AMIGO3"	31
"AMMECR1"	131
"AMMECR1L"	416
"AMN"	2
"AMN1"	580
"AMOT"	2880
"AMOTL1"	1145
"AMOTL2"	1728
"AMPD1"	0
"AMPD2"	705
"AMPD3"	780
"AMPH"	1660
"AMT"	93
"AMTN"	0
"AMY1A"	3
"AMY1B"	3
"AMY1C"	0
"AMY2A"	19
"AMY2B"	746
"AMZ1"	342
"AMZ2"	1718
"AMZ2P1"	420
"ANAPC1"	1422
"ANAPC10"	235
"ANAPC11"	296
"ANAPC13"	583
"ANAPC15"	127
"ANAPC16"	670
"ANAPC1P1"	2
"ANAPC2"	292
"ANAPC4"	745
"ANAPC5"	2416
"ANAPC7"	605
"ANG"	25
"ANGEL1"	833
"ANGEL2"	1080
"ANGPT1"	293
"ANGPT2"	79
"ANGPT4"	2
"ANGPTL1"	45
"ANGPTL2"	320
"ANGPTL3"	0
"ANGPTL4"	830
"ANGPTL5"	1
"ANGPTL6"	11
"ANGPTL7"	0
"ANGPTL8"	1
"ANHX"	0
"ANK1"	741
"ANK2"	26167
"ANK3"	15734
"ANKAR"	508
"ANKDD1A"	249
"ANKDD1B"	20
"ANKEF1"	53
"ANKFN1"	95
"ANKFY1"	3025
"ANKH"	2951
"ANKHD1"	1600
"ANKHD1-EIF4EBP3"	1576
"ANKIB1"	4870
"ANKK1"	7
"ANKLE1"	13
"ANKLE2"	817
"ANKMY1"	228
"ANKMY2"	666
"ANKRA2"	279
"ANKRD1"	2
"ANKRD10"	1613
"ANKRD11"	2911
"ANKRD12"	6302
"ANKRD13A"	989
"ANKRD13B"	376
"ANKRD13C"	1127
"ANKRD13D"	358
"ANKRD16"	264
"ANKRD17"	5941
"ANKRD18A"	585
"ANKRD18B"	164
"ANKRD18CP"	453
"ANKRD18DP"	34
"ANKRD19P"	116
"ANKRD2"	20
"ANKRD20A1"	102
"ANKRD20A11P"	19
"ANKRD20A12P"	25
"ANKRD20A19P"	9
"ANKRD20A2"	138
"ANKRD20A3"	357
"ANKRD20A4"	182
"ANKRD20A4-ANKRD20A20P"	601
"ANKRD20A5P"	180
"ANKRD20A8P"	55
"ANKRD20A9P"	5
"ANKRD22"	31
"ANKRD23"	157
"ANKRD24"	362
"ANKRD26"	1694
"ANKRD26P1"	0
"ANKRD26P3"	48
"ANKRD27"	832
"ANKRD28"	2377
"ANKRD29"	247
"ANKRD30A"	3
"ANKRD30B"	177
"ANKRD30BL"	215
"ANKRD30BP2"	1
"ANKRD30BP3"	0
"ANKRD31"	67
"ANKRD33"	0
"ANKRD33B"	964
"ANKRD34A"	268
"ANKRD34B"	11
"ANKRD34C"	123
"ANKRD34C-AS1"	30
"ANKRD35"	151
"ANKRD36"	5360
"ANKRD36B"	1572
"ANKRD36BP1"	0
"ANKRD36BP2"	286
"ANKRD36C"	4116
"ANKRD37"	98
"ANKRD39"	106
"ANKRD40"	6070
"ANKRD42"	463
"ANKRD44"	836
"ANKRD44-IT1"	76
"ANKRD45"	223
"ANKRD46"	1184
"ANKRD49"	209
"ANKRD50"	955
"ANKRD52"	1161
"ANKRD53"	1
"ANKRD54"	240
"ANKRD55"	33
"ANKRD6"	377
"ANKRD60"	0
"ANKRD61"	1
"ANKRD62"	103
"ANKRD62P1-PARP4P3"	33
"ANKRD63"	15
"ANKRD65"	406
"ANKRD66"	2
"ANKRD7"	34
"ANKRD9"	635
"ANKS1A"	719
"ANKS1B"	3971
"ANKS3"	192
"ANKS4B"	0
"ANKS6"	571
"ANKUB1"	0
"ANKZF1"	318
"ANLN"	11272
"ANO1"	24
"ANO1-AS2"	0
"ANO10"	536
"ANO2"	42
"ANO3"	653
"ANO4"	1383
"ANO5"	1826
"ANO6"	1373
"ANO7"	60
"ANO8"	642
"ANO9"	1
"ANOS1"	1230
"ANP32A"	2180
"ANP32A-IT1"	97
"ANP32AP1"	0
"ANP32B"	2328
"ANP32C"	29
"ANP32D"	2
"ANP32E"	2075
"ANPEP"	3
"ANTXR1"	2414
"ANTXR2"	202
"ANTXRL"	4
"ANTXRLP1"	1
"ANXA1"	535
"ANXA10"	0
"ANXA11"	889
"ANXA13"	14
"ANXA2"	549
"ANXA2P1"	1
"ANXA2P2"	2
"ANXA2P3"	6
"ANXA2R"	15
"ANXA3"	75
"ANXA4"	607
"ANXA5"	1794
"ANXA6"	1881
"ANXA7"	1785
"ANXA8"	0
"ANXA8L1"	0
"ANXA9"	1
"AOAH"	181
"AOAH-IT1"	5
"AOC1"	0
"AOC2"	37
"AOC3"	4
"AOC4P"	0
"AOX1"	59
"AOX3P-AOX2P"	1
"AP1AR"	415
"AP1B1"	1639
"AP1B1P1"	0
"AP1G1"	2646
"AP1G2"	222
"AP1M1"	711
"AP1M2"	3
"AP1S1"	407
"AP1S2"	1066
"AP1S3"	48
"AP2A1"	1663
"AP2A2"	1403
"AP2B1"	7315
"AP2M1"	3002
"AP2S1"	468
"AP3B1"	1469
"AP3B2"	989
"AP3D1"	2107
"AP3M1"	919
"AP3M2"	1297
"AP3S1"	661
"AP3S2"	723
"AP4B1"	427
"AP4B1-AS1"	3
"AP4E1"	543
"AP4M1"	123
"AP4S1"	478
"AP5B1"	471
"AP5M1"	1418
"AP5S1"	117
"AP5Z1"	236
"APAF1"	586
"APBA1"	2351
"APBA2"	2105
"APBA3"	175
"APBB1"	3739
"APBB1IP"	262
"APBB2"	3024
"APBB3"	260
"APC"	13603
"APC2"	4023
"APCDD1"	639
"APCDD1L"	0
"APCDD1L-AS1"	4
"APCS"	0
"APEH"	592
"APELA"	0
"APEX1"	574
"APEX2"	129
"APH1A"	756
"APH1B"	713
"API5"	2127
"APIP"	367
"APLF"	460
"APLN"	838
"APLNR"	2962
"APLP1"	13265
"APLP2"	6406
"APMAP"	900
"APOA1"	3
"APOA1-AS"	0
"APOA2"	1
"APOA4"	0
"APOA5"	1
"APOB"	42
"APOBEC1"	0
"APOBEC2"	0
"APOBEC3A"	1
"APOBEC3A_B"	0
"APOBEC3B"	3
"APOBEC3B-AS1"	0
"APOBEC3C"	54
"APOBEC3D"	4
"APOBEC3F"	42
"APOBEC3G"	45
"APOBEC3H"	0
"APOBEC4"	0
"APOBR"	91
"APOC1"	774
"APOC1P1"	6
"APOC2"	48
"APOC3"	0
"APOC4"	1
"APOC4-APOC2"	49
"APOD"	3864
"APOE"	13084
"APOF"	0
"APOH"	0
"APOL1"	66
"APOL2"	605
"APOL3"	85
"APOL4"	70
"APOL5"	0
"APOL6"	759
"APOLD1"	415
"APOM"	11
"APOO"	235
"APOOL"	1121
"APOOP5"	0
"APOPT1"	299
"APP"	19954
"APPBP2"	2413
"APPL1"	2326
"APPL2"	1288
"APRT"	129
"APTR"	112
"APTX"	476
"AQP1"	4586
"AQP10"	0
"AQP11"	93
"AQP12A"	0
"AQP12B"	0
"AQP2"	0
"AQP3"	3
"AQP4"	45449
"AQP4-AS1"	184
"AQP5"	12
"AQP6"	27
"AQP7"	2
"AQP7P1"	36
"AQP7P3"	20
"AQP8"	4
"AQP9"	71
"AQR"	1423
"AR"	406
"ARAF"	359
"ARAP1"	1158
"ARAP1-AS2"	0
"ARAP2"	10337
"ARAP3"	58
"ARC"	127
"ARCN1"	2271
"AREG"	1
"AREL1"	909
"ARF1"	2643
"ARF3"	4760
"ARF4"	794
"ARF4-AS1"	26
"ARF5"	614
"ARF6"	740
"ARFGAP1"	577
"ARFGAP2"	1121
"ARFGAP3"	697
"ARFGEF1"	2443
"ARFGEF2"	3408
"ARFGEF3"	8059
"ARFIP1"	638
"ARFIP2"	435
"ARFRP1"	290
"ARG1"	4
"ARG2"	119
"ARGFX"	0
"ARGFXP2"	0
"ARGLU1"	2365
"ARHGAP1"	1429
"ARHGAP10"	311
"ARHGAP11A"	107
"ARHGAP11B"	29
"ARHGAP12"	1786
"ARHGAP15"	99
"ARHGAP17"	585
"ARHGAP18"	263
"ARHGAP19"	466
"ARHGAP19-SLIT1"	167
"ARHGAP20"	572
"ARHGAP21"	16922
"ARHGAP22"	573
"ARHGAP22-IT1"	13
"ARHGAP23"	4645
"ARHGAP24"	349
"ARHGAP25"	140
"ARHGAP26"	3694
"ARHGAP26-AS1"	1
"ARHGAP26-IT1"	51
"ARHGAP27"	185
"ARHGAP27P1"	133
"ARHGAP27P1-BPTFP1-KPNA2P3"	420
"ARHGAP27P2"	8
"ARHGAP28"	34
"ARHGAP29"	422
"ARHGAP30"	185
"ARHGAP31"	870
"ARHGAP31-AS1"	4
"ARHGAP32"	4685
"ARHGAP33"	511
"ARHGAP35"	5476
"ARHGAP36"	30
"ARHGAP39"	639
"ARHGAP4"	120
"ARHGAP40"	2
"ARHGAP42"	551
"ARHGAP44"	967
"ARHGAP45"	230
"ARHGAP5"	16052
"ARHGAP5-AS1"	132
"ARHGAP6"	90
"ARHGAP8"	12
"ARHGAP9"	53
"ARHGDIA"	1906
"ARHGDIB"	391
"ARHGDIG"	365
"ARHGEF1"	390
"ARHGEF10"	1410
"ARHGEF10L"	564
"ARHGEF11"	1974
"ARHGEF12"	8689
"ARHGEF15"	25
"ARHGEF16"	28
"ARHGEF17"	1627
"ARHGEF18"	1109
"ARHGEF19"	6
"ARHGEF2"	2612
"ARHGEF25"	840
"ARHGEF26"	1041
"ARHGEF26-AS1"	316
"ARHGEF28"	362
"ARHGEF3"	1271
"ARHGEF3-AS1"	0
"ARHGEF33"	124
"ARHGEF34P"	5
"ARHGEF35"	2
"ARHGEF37"	1627
"ARHGEF38"	0
"ARHGEF38-IT1"	0
"ARHGEF39"	3
"ARHGEF4"	1768
"ARHGEF40"	848
"ARHGEF5"	17
"ARHGEF6"	2024
"ARHGEF7"	3677
"ARHGEF7-AS1"	0
"ARHGEF7-AS2"	9
"ARHGEF9"	2833
"ARHGEF9-IT1"	21
"ARID1A"	2378
"ARID1B"	1924
"ARID2"	1488
"ARID3A"	43
"ARID3B"	74
"ARID3C"	11
"ARID4A"	1701
"ARID4B"	3018
"ARID5A"	150
"ARID5B"	2783
"ARIH1"	2396
"ARIH2"	1336
"ARIH2OS"	19
"ARL1"	1499
"ARL10"	315
"ARL11"	27
"ARL13A"	0
"ARL13B"	335
"ARL14"	0
"ARL14EP"	677
"ARL14EPL"	0
"ARL15"	230
"ARL16"	175
"ARL17A"	419
"ARL17B"	508
"ARL2"	494
"ARL2-SNX15"	461
"ARL2BP"	889
"ARL3"	824
"ARL4A"	303
"ARL4C"	996
"ARL4D"	37
"ARL5A"	1098
"ARL5B"	1013
"ARL5C"	0
"ARL6"	464
"ARL6IP1"	6095
"ARL6IP4"	876
"ARL6IP5"	2460
"ARL6IP6"	307
"ARL8A"	1596
"ARL8B"	3010
"ARL9"	14
"ARMC1"	1164
"ARMC10"	808
"ARMC12"	6
"ARMC2"	361
"ARMC2-AS1"	0
"ARMC3"	56
"ARMC4"	35
"ARMC4P1"	13
"ARMC5"	236
"ARMC6"	216
"ARMC7"	94
"ARMC8"	1243
"ARMC9"	471
"ARMCX1"	376
"ARMCX2"	633
"ARMCX3"	2135
"ARMCX4"	956
"ARMCX5"	239
"ARMCX5-GPRASP2"	1636
"ARMCX6"	225
"ARMS2"	0
"ARMT1"	388
"ARNT"	1046
"ARNT2"	7994
"ARNTL"	659
"ARNTL2"	433
"ARNTL2-AS1"	0
"ARPC1A"	789
"ARPC1B"	230
"ARPC2"	1368
"ARPC3"	1057
"ARPC4"	577
"ARPC4-TTLL3"	399
"ARPC5"	1361
"ARPC5L"	275
"ARPIN"	966
"ARPP19"	9318
"ARPP21"	1746
"ARR3"	1
"ARRB1"	3513
"ARRB2"	686
"ARRDC1"	83
"ARRDC1-AS1"	142
"ARRDC2"	1986
"ARRDC3"	2140
"ARRDC3-AS1"	23
"ARRDC4"	2923
"ARRDC5"	3
"ARSA"	446
"ARSB"	384
"ARSD"	255
"ARSD-AS1"	7
"ARSE"	30
"ARSF"	43
"ARSG"	243
"ARSH"	0
"ARSI"	43
"ARSJ"	97
"ARSK"	127
"ART1"	0
"ART3"	97
"ART4"	1
"ART5"	0
"ARTN"	3
"ARV1"	295
"ARVCF"	313
"ARX"	144
"AS-PTPRE"	0
"AS3MT"	96
"ASAH1"	3245
"ASAH2"	21
"ASAH2B"	155
"ASAP1"	2246
"ASAP1-IT1"	46
"ASAP1-IT2"	38
"ASAP2"	1223
"ASAP3"	605
"ASB1"	1406
"ASB10"	0
"ASB11"	0
"ASB12"	0
"ASB13"	300
"ASB14"	1
"ASB15"	0
"ASB16"	7
"ASB16-AS1"	33
"ASB17"	0
"ASB18"	3
"ASB2"	47
"ASB3"	434
"ASB4"	70
"ASB5"	3
"ASB6"	434
"ASB7"	452
"ASB8"	552
"ASB9"	7
"ASB9P1"	0
"ASCC1"	669
"ASCC2"	440
"ASCC3"	1848
"ASCL1"	259
"ASCL2"	14
"ASCL3"	0
