gene/TE	../../STAR_v252_mapping/CGND_12893/HRA-00388-b38_PE.bam
"ABL1"	1983
"ABL2"	2115
"ABLIM1"	7220
"ABLIM2"	415
"ABLIM3"	1293
"ABO"	8
"ABR"	6894
"ABRA"	0
"ABRACL"	48
"ABRAXAS1"	103
"ABRAXAS2"	363
"ABT1"	140
"ABTB1"	440
"ABTB2"	201
"ACAA1"	860
"ACAA2"	812
"ACACA"	4015
"ACACB"	1491
"ACAD10"	417
"ACAD11"	732
"ACAD8"	350
"ACAD9"	592
"ACADL"	57
"ACADM"	932
"ACADS"	193
"ACADSB"	904
"ACADVL"	2071
"ACAN"	184
"ACAP1"	16
"ACAP2"	2093
"ACAP3"	976
"ACAT1"	677
"ACAT2"	206
"ACBD3"	1077
"ACBD3-AS1"	0
"ACBD4"	169
"ACBD5"	2637
"ACBD6"	300
"ACBD7"	674
"ACBD7-DCLRE1CP1"	42
"ACCS"	103
"ACCSL"	0
"ACD"	150
"ACE"	32
"ACE2"	19
"ACER1"	1
"ACER2"	101
"ACER3"	1718
"ACHE"	150
"ACIN1"	2238
"ACKR1"	34
"ACKR2"	37
"ACKR3"	237
"ACKR4"	1
"ACLY"	1508
"ACMSD"	0
"ACO1"	836
"ACO2"	3758
"ACOD1"	0
"ACOT1"	44
"ACOT11"	321
"ACOT12"	9
"ACOT13"	380
"ACOT2"	167
"ACOT4"	19
"ACOT6"	0
"ACOT7"	429
"ACOT8"	259
"ACOT9"	307
"ACOX1"	2081
"ACOX2"	92
"ACOX3"	461
"ACOXL"	0
"ACOXL-AS1"	7
"ACP1"	754
"ACP2"	347
"ACP4"	0
"ACP5"	26
"ACP6"	185
"ACP7"	101
"ACPP"	83
"ACR"	1
"ACRBP"	22
"ACRV1"	7
"ACSBG1"	1899
"ACSBG2"	5
"ACSF2"	223
"ACSF3"	256
"ACSL1"	4239
"ACSL3"	3053
"ACSL4"	1633
"ACSL5"	163
"ACSL6"	1018
"ACSM1"	5
"ACSM2A"	0
"ACSM2B"	0
"ACSM3"	1
"ACSM4"	0
"ACSM5"	175
"ACSM6"	0
"ACSS1"	1253
"ACSS2"	811
"ACSS3"	1048
"ACTA1"	3
"ACTA2"	207
"ACTA2-AS1"	125
"ACTB"	40740
"ACTBL2"	0
"ACTC1"	8
"ACTG1"	13211
"ACTG1P17"	9
"ACTG1P20"	57
"ACTG1P4"	79
"ACTG2"	1
"ACTL10"	7
"ACTL6A"	311
"ACTL6B"	63
"ACTL7A"	0
"ACTL7B"	0
"ACTL8"	2
"ACTL9"	0
"ACTN1"	1134
"ACTN1-AS1"	0
"ACTN2"	1923
"ACTN3"	0
"ACTN4"	2767
"ACTR10"	710
"ACTR1A"	2017
"ACTR1B"	656
"ACTR2"	4943
"ACTR3"	2530
"ACTR3B"	406
"ACTR3BP2"	0
"ACTR3BP5"	0
"ACTR3C"	236
"ACTR5"	197
"ACTR6"	582
"ACTR8"	662
"ACTRT1"	1
"ACTRT2"	1
"ACTRT3"	19
"ACVR1"	417
"ACVR1B"	593
"ACVR1C"	404
"ACVR2A"	673
"ACVR2B"	1276
"ACVR2B-AS1"	16
"ACVRL1"	38
"ACY1"	59
"ACY3"	0
"ACYP1"	179
"ACYP2"	447
"ADA"	79
"ADA2"	837
"ADAD1"	0
"ADAD2"	1
"ADAL"	245
"ADAM10"	3316
"ADAM11"	268
"ADAM12"	123
"ADAM15"	471
"ADAM17"	1080
"ADAM18"	1
"ADAM19"	245
"ADAM1A"	132
"ADAM2"	0
"ADAM20"	150
"ADAM20P1"	119
"ADAM21"	6
"ADAM21P1"	0
"ADAM22"	2810
"ADAM23"	1125
"ADAM28"	967
"ADAM29"	3
"ADAM30"	0
"ADAM32"	277
"ADAM33"	36
"ADAM3A"	0
"ADAM3B"	8
"ADAM5"	5
"ADAM6"	0
"ADAM7"	0
"ADAM8"	49
"ADAM9"	2100
"ADAMDEC1"	1
"ADAMTS1"	1105
"ADAMTS10"	223
"ADAMTS12"	58
"ADAMTS13"	147
"ADAMTS14"	85
"ADAMTS15"	49
"ADAMTS16"	42
"ADAMTS17"	103
"ADAMTS18"	667
"ADAMTS19"	183
"ADAMTS19-AS1"	3
"ADAMTS2"	114
"ADAMTS20"	14
"ADAMTS3"	128
"ADAMTS4"	1363
"ADAMTS5"	61
"ADAMTS6"	75
"ADAMTS7"	36
"ADAMTS7P1"	11
"ADAMTS8"	92
"ADAMTS9"	718
"ADAMTS9-AS1"	2
"ADAMTS9-AS2"	154
"ADAMTSL1"	41
"ADAMTSL2"	224
"ADAMTSL3"	749
"ADAMTSL4"	61
"ADAMTSL4-AS1"	11
"ADAMTSL5"	8
"ADAP1"	1313
"ADAP2"	357
"ADAR"	6397
"ADARB1"	600
"ADARB2"	1278
"ADARB2-AS1"	18
"ADAT1"	658
"ADAT2"	137
"ADAT3"	72
"ADCK1"	117
"ADCK2"	310
"ADCK5"	50
"ADCY1"	3566
"ADCY10"	52
"ADCY10P1"	634
"ADCY2"	3945
"ADCY3"	1126
"ADCY4"	15
"ADCY5"	1991
"ADCY6"	434
"ADCY7"	959
"ADCY8"	683
"ADCY9"	490
"ADCYAP1"	34
"ADCYAP1R1"	4411
"ADD1"	6161
"ADD2"	1101
"ADD3"	11685
"ADD3-AS1"	58
"ADGB"	6
"ADGRA1"	218
"ADGRA1-AS1"	4
"ADGRA2"	67
"ADGRA3"	1555
"ADGRB1"	428
"ADGRB2"	1448
"ADGRB3"	3039
"ADGRD1"	66
"ADGRD1-AS1"	0
"ADGRE1"	52
"ADGRE2"	290
"ADGRE3"	0
"ADGRE4P"	94
"ADGRE5"	235
"ADGRF1"	0
"ADGRF2"	4
"ADGRF3"	28
"ADGRF4"	2
"ADGRF5"	233
"ADGRG1"	2362
"ADGRG2"	4
"ADGRG3"	2
"ADGRG4"	1
"ADGRG5"	21
"ADGRG6"	105
"ADGRG7"	0
"ADGRL1"	1922
"ADGRL2"	1118
"ADGRL3"	4137
"ADGRL3-AS1"	0
"ADGRL4"	115
"ADGRV1"	8246
"ADH1A"	0
"ADH1B"	19
"ADH1C"	1
"ADH4"	1
"ADH5"	1446
"ADH6"	0
"ADH7"	0
"ADHFE1"	376
"ADI1"	743
"ADIG"	4
"ADIPOQ"	1
"ADIPOQ-AS1"	0
"ADIPOR1"	1286
"ADIPOR2"	5047
"ADIRF"	718
"ADK"	399
"ADM"	163
"ADM2"	1
"ADM5"	9
"ADNP"	3307
"ADNP-AS1"	13
"ADNP2"	685
"ADO"	940
"ADORA1"	698
"ADORA2A"	28
"ADORA2A-AS1"	2
"ADORA2B"	39
"ADORA3"	361
"ADPGK"	693
"ADPGK-AS1"	9
"ADPRH"	149
"ADPRHL1"	75
"ADPRHL2"	227
"ADPRM"	156
"ADRA1A"	823
"ADRA1B"	76
"ADRA1D"	3
"ADRA2A"	189
"ADRA2B"	35
"ADRA2C"	80
"ADRB1"	132
"ADRB2"	210
"ADRB3"	3
"ADRM1"	372
"ADSL"	288
"ADSS"	1322
"ADSSL1"	151
"ADTRP"	33
"AEBP1"	1729
"AEBP2"	1292
"AEN"	159
"AES"	2619
"AFAP1"	620
"AFAP1-AS1"	34
"AFAP1L1"	45
"AFAP1L2"	436
"AFDN"	3750
"AFDN-DT"	48
"AFF1"	3015
"AFF1-AS1"	142
"AFF2"	627
"AFF3"	1146
"AFF4"	5982
"AFG1L"	317
"AFG3L1P"	289
"AFG3L2"	888
"AFM"	0
"AFMID"	632
"AFP"	1
"AFTPH"	1698
"AGA"	251
"AGAP1"	7423
"AGAP1-IT1"	47
"AGAP11"	90
"AGAP12P"	42
"AGAP2"	2166
"AGAP2-AS1"	40
"AGAP3"	1554
"AGAP4"	315
"AGAP5"	160
"AGAP6"	207
"AGAP7P"	10
"AGAP9"	150
"AGBL1"	12
"AGBL1-AS1"	0
"AGBL2"	16
"AGBL3"	92
"AGBL4"	124
"AGBL4-IT1"	32
"AGBL5"	287
"AGBL5-AS1"	1
"AGER"	28
"AGFG1"	2528
"AGFG2"	586
"AGGF1"	1464
"AGK"	460
"AGL"	1022
"AGMAT"	40
"AGMO"	15
"AGO1"	2227
"AGO2"	3791
"AGO3"	1362
"AGO4"	1369
"AGPAT1"	1212
"AGPAT2"	100
"AGPAT3"	2547
"AGPAT4"	1962
"AGPAT4-IT1"	299
"AGPAT5"	1536
"AGPS"	1826
"AGR2"	0
"AGR3"	0
"AGRN"	564
"AGRP"	1
"AGT"	3847
"AGTPBP1"	9244
"AGTR1"	3
"AGTR2"	1
"AGTRAP"	318
"AGXT"	0
"AGXT2"	0
"AHCTF1"	3366
"AHCTF1P1"	8
"AHCY"	854
"AHCYL1"	14489
"AHCYL2"	3034
"AHDC1"	870
"AHI1"	2254
"AHNAK"	37682
"AHNAK2"	1797
"AHR"	1011
"AHRR"	110
"AHSA1"	1788
"AHSA2P"	1543
"AHSG"	2
"AHSP"	0
"AICDA"	0
"AIDA"	2112
"AIF1"	687
"AIF1L"	4513
"AIFM1"	293
"AIFM2"	154
"AIFM3"	515
"AIG1"	864
"AIM2"	6
"AIMP1"	742
"AIMP2"	119
"AIP"	507
"AIPL1"	0
"AIRE"	15
"AIRN"	2
"AJAP1"	543
"AJM1"	449
"AJUBA"	35
"AK1"	704
"AK2"	1590
"AK3"	1500
"AK4"	2745
"AK5"	4487
"AK6"	208
"AK7"	48
"AK8"	31
"AK9"	690
"AKAIN1"	2
"AKAP1"	1057
"AKAP10"	1439
"AKAP11"	11456
"AKAP12"	5281
"AKAP13"	3143
"AKAP14"	2
"AKAP17A"	181
"AKAP2"	455
"AKAP3"	104
"AKAP4"	0
"AKAP5"	307
"AKAP6"	8620
"AKAP7"	603
"AKAP8"	379
"AKAP8L"	873
"AKAP9"	7194
"AKIP1"	209
"AKIRIN1"	1904
"AKIRIN2"	648
"AKNA"	742
"AKNAD1"	10
"AKR1A1"	543
"AKR1B1"	1090
"AKR1B10"	0
"AKR1B15"	0
"AKR1C1"	145
"AKR1C2"	95
"AKR1C3"	255
"AKR1C4"	0
"AKR1C6P"	0
"AKR1C8P"	0
"AKR1D1"	0
"AKR1E2"	116
"AKR7A2"	818
"AKR7A2P1"	0
"AKR7A3"	39
"AKR7L"	17
"AKT1"	1047
"AKT1S1"	562
"AKT2"	1042
"AKT3"	7116
"AKTIP"	1201
"ALAD"	3581
"ALAS1"	507
"ALAS2"	10
"ALB"	5
"ALCAM"	4844
"ALDH16A1"	197
"ALDH18A1"	542
"ALDH1A1"	1677
"ALDH1A2"	556
"ALDH1A3"	170
"ALDH1B1"	174
"ALDH1L1"	1479
"ALDH1L1-AS1"	0
"ALDH1L1-AS2"	60
"ALDH1L2"	430
"ALDH2"	3635
"ALDH3A1"	3
"ALDH3A2"	2606
"ALDH3B1"	111
"ALDH3B2"	0
"ALDH4A1"	1403
"ALDH5A1"	1748
"ALDH6A1"	5119
"ALDH7A1"	2161
"ALDH8A1"	76
"ALDH9A1"	1506
"ALDOA"	8846
"ALDOB"	6
"ALDOC"	3364
"ALG1"	199
"ALG10"	207
"ALG10B"	531
"ALG11"	435
"ALG12"	288
"ALG13"	1033
"ALG14"	132
"ALG1L"	7
"ALG1L2"	5
"ALG1L9P"	102
"ALG2"	421
"ALG3"	132
"ALG5"	231
"ALG6"	258
"ALG8"	337
"ALG9"	631
"ALK"	133
"ALKAL1"	0
"ALKAL2"	10
"ALKBH1"	197
"ALKBH2"	90
"ALKBH3"	236
"ALKBH3-AS1"	0
"ALKBH4"	129
"ALKBH5"	2031
"ALKBH6"	162
"ALKBH7"	297
"ALKBH8"	237
"ALLC"	1
"ALMS1"	5843
"ALMS1-IT1"	73
"ALMS1P1"	75
"ALOX12"	0
"ALOX12-AS1"	131
"ALOX12B"	3
"ALOX12P2"	47
"ALOX15"	4
"ALOX15B"	54
"ALOX15P1"	22
"ALOX5"	379
"ALOX5AP"	562
"ALOXE3"	4
"ALPI"	0
"ALPK1"	419
"ALPK2"	3
"ALPK3"	305
"ALPL"	110
"ALPP"	0
"ALPPL2"	0
"ALS2"	1679
"ALS2CL"	38
"ALS2CR12"	191
"ALX1"	0
"ALX3"	0
"ALX4"	1
"ALYREF"	162
"AMACR"	163
"AMBN"	0
"AMBP"	0
"AMBRA1"	873
"AMD1"	3338
"AMDHD1"	5
"AMDHD2"	207
"AMELX"	0
"AMELY"	0
"AMER1"	224
"AMER2"	14611
"AMER3"	247
"AMFR"	3067
"AMH"	2
"AMHR2"	0
"AMIGO1"	534
"AMIGO2"	77
"AMIGO3"	30
"AMMECR1"	116
"AMMECR1L"	486
"AMN"	1
"AMN1"	519
"AMOT"	2913
"AMOTL1"	1287
"AMOTL2"	1311
"AMPD1"	0
"AMPD2"	625
"AMPD3"	1675
"AMPH"	1332
"AMT"	81
"AMTN"	0
"AMY1A"	1
"AMY1B"	1
"AMY1C"	0
"AMY2A"	22
"AMY2B"	852
"AMZ1"	287
"AMZ2"	1447
"AMZ2P1"	439
"ANAPC1"	1399
"ANAPC10"	224
"ANAPC11"	366
"ANAPC13"	514
"ANAPC15"	139
"ANAPC16"	982
"ANAPC1P1"	3
"ANAPC2"	317
"ANAPC4"	770
"ANAPC5"	2440
"ANAPC7"	654
"ANG"	71
"ANGEL1"	1057
"ANGEL2"	1248
"ANGPT1"	366
"ANGPT2"	183
"ANGPT4"	13
"ANGPTL1"	63
"ANGPTL2"	356
"ANGPTL3"	0
"ANGPTL4"	669
"ANGPTL5"	7
"ANGPTL6"	28
"ANGPTL7"	7
"ANGPTL8"	0
"ANHX"	0
"ANK1"	153
"ANK2"	23179
"ANK3"	16321
"ANKAR"	688
"ANKDD1A"	218
"ANKDD1B"	42
"ANKEF1"	73
"ANKFN1"	209
"ANKFY1"	3206
"ANKH"	2917
"ANKHD1"	1987
"ANKHD1-EIF4EBP3"	1944
"ANKIB1"	6365
"ANKK1"	12
"ANKLE1"	14
"ANKLE2"	859
"ANKMY1"	244
"ANKMY2"	585
"ANKRA2"	293
"ANKRD1"	1
"ANKRD10"	1965
"ANKRD11"	3501
"ANKRD12"	7150
"ANKRD13A"	1163
"ANKRD13B"	500
"ANKRD13C"	1108
"ANKRD13D"	309
"ANKRD16"	226
"ANKRD17"	7158
"ANKRD18A"	1559
"ANKRD18B"	105
"ANKRD18CP"	119
"ANKRD18DP"	17
"ANKRD19P"	87
"ANKRD2"	16
"ANKRD20A1"	128
"ANKRD20A11P"	6
"ANKRD20A12P"	86
"ANKRD20A19P"	2
"ANKRD20A2"	121
"ANKRD20A3"	370
"ANKRD20A4"	116
"ANKRD20A4-ANKRD20A20P"	529
"ANKRD20A5P"	177
"ANKRD20A8P"	40
"ANKRD20A9P"	19
"ANKRD22"	147
"ANKRD23"	222
"ANKRD24"	183
"ANKRD26"	1754
"ANKRD26P1"	3
"ANKRD26P3"	177
"ANKRD27"	937
"ANKRD28"	2604
"ANKRD29"	101
"ANKRD30A"	3
"ANKRD30B"	167
"ANKRD30BL"	151
"ANKRD30BP2"	1
"ANKRD30BP3"	0
"ANKRD31"	103
"ANKRD33"	0
"ANKRD33B"	649
"ANKRD34A"	148
"ANKRD34B"	7
"ANKRD34C"	35
"ANKRD34C-AS1"	15
"ANKRD35"	161
"ANKRD36"	5155
"ANKRD36B"	2168
"ANKRD36BP1"	4
"ANKRD36BP2"	310
"ANKRD36C"	4799
"ANKRD37"	185
"ANKRD39"	97
"ANKRD40"	10101
"ANKRD42"	339
"ANKRD44"	1421
"ANKRD44-IT1"	146
"ANKRD45"	171
"ANKRD46"	1191
"ANKRD49"	249
"ANKRD50"	1013
"ANKRD52"	1260
"ANKRD53"	6
"ANKRD54"	240
"ANKRD55"	38
"ANKRD6"	649
"ANKRD60"	0
"ANKRD61"	2
"ANKRD62"	66
"ANKRD62P1-PARP4P3"	3
"ANKRD63"	44
"ANKRD65"	373
"ANKRD66"	0
"ANKRD7"	32
"ANKRD9"	468
"ANKS1A"	799
"ANKS1B"	3861
"ANKS3"	206
"ANKS4B"	0
"ANKS6"	624
"ANKUB1"	3
"ANKZF1"	500
"ANLN"	15500
"ANO1"	10
"ANO1-AS2"	0
"ANO10"	541
"ANO2"	61
"ANO3"	368
"ANO4"	1240
"ANO5"	869
"ANO6"	2204
"ANO7"	57
"ANO8"	405
"ANO9"	0
"ANOS1"	1213
"ANP32A"	2755
"ANP32A-IT1"	216
"ANP32AP1"	1
"ANP32B"	4749
"ANP32C"	43
"ANP32D"	2
"ANP32E"	2135
"ANPEP"	10
"ANTXR1"	2912
"ANTXR2"	248
"ANTXRL"	7
"ANTXRLP1"	0
"ANXA1"	1731
"ANXA10"	0
"ANXA11"	1081
"ANXA13"	23
"ANXA2"	1122
"ANXA2P1"	0
"ANXA2P2"	1
"ANXA2P3"	3
"ANXA2R"	12
"ANXA3"	34
"ANXA4"	777
"ANXA5"	2651
"ANXA6"	1597
"ANXA7"	1662
"ANXA8"	0
"ANXA8L1"	0
"ANXA9"	7
"AOAH"	476
"AOAH-IT1"	26
"AOC1"	0
"AOC2"	46
"AOC3"	6
"AOC4P"	0
"AOX1"	90
"AOX3P-AOX2P"	1
"AP1AR"	368
"AP1B1"	2017
"AP1B1P1"	0
"AP1G1"	2615
"AP1G2"	256
"AP1M1"	608
"AP1M2"	1
"AP1S1"	312
"AP1S2"	1160
"AP1S3"	48
"AP2A1"	1467
"AP2A2"	1263
"AP2B1"	7770
"AP2M1"	3053
"AP2S1"	480
"AP3B1"	1982
"AP3B2"	589
"AP3D1"	2340
"AP3M1"	1063
"AP3M2"	1130
"AP3S1"	728
"AP3S2"	810
"AP4B1"	511
"AP4B1-AS1"	3
"AP4E1"	689
"AP4M1"	143
"AP4S1"	415
"AP5B1"	465
"AP5M1"	1256
"AP5S1"	133
"AP5Z1"	345
"APAF1"	949
"APBA1"	2211
"APBA2"	1769
"APBA3"	216
"APBB1"	2827
"APBB1IP"	974
"APBB2"	2898
"APBB3"	277
"APC"	12916
"APC2"	4509
"APCDD1"	643
"APCDD1L"	1
"APCDD1L-AS1"	6
"APCS"	0
"APEH"	594
"APELA"	3
"APEX1"	540
"APEX2"	127
"APH1A"	756
"APH1B"	707
"API5"	2104
"APIP"	519
"APLF"	817
"APLN"	1394
"APLNR"	7710
"APLP1"	11714
"APLP2"	6254
"APMAP"	1200
"APOA1"	4
"APOA1-AS"	1
"APOA2"	0
"APOA4"	0
"APOA5"	0
"APOB"	148
"APOBEC1"	0
"APOBEC2"	0
"APOBEC3A"	0
"APOBEC3A_B"	0
"APOBEC3B"	1
"APOBEC3B-AS1"	0
"APOBEC3C"	78
"APOBEC3D"	11
"APOBEC3F"	57
"APOBEC3G"	84
"APOBEC3H"	0
"APOBEC4"	0
"APOBR"	90
"APOC1"	1285
"APOC1P1"	9
"APOC2"	363
"APOC3"	0
"APOC4"	1
"APOC4-APOC2"	365
"APOD"	4477
"APOE"	17860
"APOF"	0
"APOH"	0
"APOL1"	60
"APOL2"	609
"APOL3"	74
"APOL4"	50
"APOL5"	0
"APOL6"	900
"APOLD1"	613
"APOM"	7
"APOO"	194
"APOOL"	1107
"APOOP5"	0
"APOPT1"	354
"APP"	23101
"APPBP2"	2251
"APPL1"	2557
"APPL2"	1680
"APRT"	163
"APTR"	138
"APTX"	505
"AQP1"	8971
"AQP10"	0
"AQP11"	81
"AQP12A"	0
"AQP12B"	0
"AQP2"	0
"AQP3"	12
"AQP4"	39996
"AQP4-AS1"	228
"AQP5"	16
"AQP6"	19
"AQP7"	5
"AQP7P1"	26
"AQP7P3"	4
"AQP8"	2
"AQP9"	177
"AQR"	1542
"AR"	521
"ARAF"	388
"ARAP1"	1867
"ARAP1-AS2"	0
"ARAP2"	11808
"ARAP3"	120
"ARC"	75
"ARCN1"	2369
"AREG"	0
"AREL1"	993
"ARF1"	2401
"ARF3"	4428
"ARF4"	871
"ARF4-AS1"	58
"ARF5"	467
"ARF6"	661
"ARFGAP1"	571
"ARFGAP2"	1080
"ARFGAP3"	636
"ARFGEF1"	3187
"ARFGEF2"	2904
"ARFGEF3"	7375
"ARFIP1"	667
"ARFIP2"	449
"ARFRP1"	351
"ARG1"	9
"ARG2"	125
"ARGFX"	1
"ARGFXP2"	0
"ARGLU1"	2533
"ARHGAP1"	1482
"ARHGAP10"	318
"ARHGAP11A"	154
"ARHGAP11B"	30
"ARHGAP12"	2251
"ARHGAP15"	139
"ARHGAP17"	934
"ARHGAP18"	301
"ARHGAP19"	508
"ARHGAP19-SLIT1"	191
"ARHGAP20"	533
"ARHGAP21"	22921
"ARHGAP22"	1003
"ARHGAP22-IT1"	47
"ARHGAP23"	4059
"ARHGAP24"	584
"ARHGAP25"	276
"ARHGAP26"	3757
"ARHGAP26-AS1"	0
"ARHGAP26-IT1"	78
"ARHGAP27"	312
"ARHGAP27P1"	156
"ARHGAP27P1-BPTFP1-KPNA2P3"	577
"ARHGAP27P2"	7
"ARHGAP28"	77
"ARHGAP29"	332
"ARHGAP30"	445
"ARHGAP31"	1307
"ARHGAP31-AS1"	14
"ARHGAP32"	5041
"ARHGAP33"	435
"ARHGAP35"	6011
"ARHGAP36"	11
"ARHGAP39"	466
"ARHGAP4"	330
"ARHGAP40"	0
"ARHGAP42"	1045
"ARHGAP44"	651
"ARHGAP45"	520
"ARHGAP5"	18817
"ARHGAP5-AS1"	137
"ARHGAP6"	273
"ARHGAP8"	4
"ARHGAP9"	151
"ARHGDIA"	2164
"ARHGDIB"	928
"ARHGDIG"	277
"ARHGEF1"	602
"ARHGEF10"	2324
"ARHGEF10L"	638
"ARHGEF11"	1509
"ARHGEF12"	8121
"ARHGEF15"	17
"ARHGEF16"	26
"ARHGEF17"	1388
"ARHGEF18"	916
"ARHGEF19"	19
"ARHGEF2"	2817
"ARHGEF25"	583
"ARHGEF26"	976
"ARHGEF26-AS1"	198
"ARHGEF28"	424
"ARHGEF3"	1045
"ARHGEF3-AS1"	0
"ARHGEF33"	135
"ARHGEF34P"	21
"ARHGEF35"	13
"ARHGEF37"	2701
"ARHGEF38"	0
"ARHGEF38-IT1"	0
"ARHGEF39"	4
"ARHGEF4"	1637
"ARHGEF40"	861
"ARHGEF5"	85
"ARHGEF6"	3223
"ARHGEF7"	3843
"ARHGEF7-AS1"	0
"ARHGEF7-AS2"	10
"ARHGEF9"	2117
"ARHGEF9-IT1"	15
"ARID1A"	2856
"ARID1B"	2162
"ARID2"	1720
"ARID3A"	102
"ARID3B"	93
"ARID3C"	11
"ARID4A"	1861
"ARID4B"	3639
"ARID5A"	267
"ARID5B"	2489
"ARIH1"	2289
"ARIH2"	1533
"ARIH2OS"	25
"ARL1"	1236
"ARL10"	411
"ARL11"	70
"ARL13A"	0
"ARL13B"	299
"ARL14"	0
"ARL14EP"	676
"ARL14EPL"	1
"ARL15"	250
"ARL16"	189
"ARL17A"	823
"ARL17B"	156
"ARL2"	469
"ARL2-SNX15"	435
"ARL2BP"	882
"ARL3"	731
"ARL4A"	350
"ARL4C"	644
"ARL4D"	59
"ARL5A"	1322
"ARL5B"	999
"ARL5C"	2
"ARL6"	373
"ARL6IP1"	5762
"ARL6IP4"	877
"ARL6IP5"	2378
"ARL6IP6"	406
"ARL8A"	1377
"ARL8B"	2630
"ARL9"	18
"ARMC1"	1099
"ARMC10"	747
"ARMC12"	20
"ARMC2"	351
"ARMC2-AS1"	0
"ARMC3"	97
"ARMC4"	37
"ARMC4P1"	23
"ARMC5"	196
"ARMC6"	241
"ARMC7"	93
"ARMC8"	1381
"ARMC9"	404
"ARMCX1"	426
"ARMCX2"	799
"ARMCX3"	2378
"ARMCX4"	828
"ARMCX5"	243
"ARMCX5-GPRASP2"	1528
"ARMCX6"	276
"ARMS2"	0
"ARMT1"	327
"ARNT"	982
"ARNT2"	6119
"ARNTL"	605
"ARNTL2"	325
"ARNTL2-AS1"	0
"ARPC1A"	883
"ARPC1B"	569
"ARPC2"	1702
"ARPC3"	1422
"ARPC4"	723
"ARPC4-TTLL3"	487
"ARPC5"	1484
"ARPC5L"	284
"ARPIN"	1074
"ARPP19"	10830
"ARPP21"	1478
"ARR3"	0
"ARRB1"	3186
"ARRB2"	931
"ARRDC1"	128
"ARRDC1-AS1"	163
"ARRDC2"	3056
"ARRDC3"	3080
"ARRDC3-AS1"	12
"ARRDC4"	6791
"ARRDC5"	6
"ARSA"	381
"ARSB"	390
"ARSD"	235
"ARSD-AS1"	9
"ARSE"	23
"ARSF"	21
"ARSG"	140
"ARSH"	0
"ARSI"	51
"ARSJ"	92
"ARSK"	196
"ART1"	0
"ART3"	216
"ART4"	0
"ART5"	0
"ARTN"	2
"ARV1"	302
"ARVCF"	352
"ARX"	85
"AS-PTPRE"	0
"AS3MT"	118
"ASAH1"	3452
"ASAH2"	12
"ASAH2B"	88
"ASAP1"	2393
"ASAP1-IT1"	72
"ASAP1-IT2"	36
"ASAP2"	1011
"ASAP3"	737
"ASB1"	1465
"ASB10"	0
"ASB11"	1
"ASB12"	1
"ASB13"	287
"ASB14"	3
"ASB15"	0
"ASB16"	4
"ASB16-AS1"	63
"ASB17"	0
"ASB18"	2
"ASB2"	10
"ASB3"	503
"ASB4"	110
"ASB5"	1
"ASB6"	372
"ASB7"	483
"ASB8"	462
"ASB9"	4
"ASB9P1"	0
"ASCC1"	768
"ASCC2"	547
"ASCC3"	2195
"ASCL1"	197
