gene/TE	../../STAR_v252_mapping/CGND_12893/HRA-00335-b38_PE.bam
"ADCYAP1R1"	4001
"ADD1"	6245
"ADD2"	4101
"ADD3"	5644
"ADD3-AS1"	17
"ADGB"	6
"ADGRA1"	747
"ADGRA1-AS1"	21
"ADGRA2"	164
"ADGRA3"	1293
"ADGRB1"	2257
"ADGRB2"	3457
"ADGRB3"	5880
"ADGRD1"	57
"ADGRD1-AS1"	0
"ADGRE1"	15
"ADGRE2"	126
"ADGRE3"	0
"ADGRE4P"	1
"ADGRE5"	74
"ADGRF1"	0
"ADGRF2"	2
"ADGRF3"	13
"ADGRF4"	1
"ADGRF5"	521
"ADGRG1"	3052
"ADGRG2"	4
"ADGRG3"	19
"ADGRG4"	2
"ADGRG5"	7
"ADGRG6"	49
"ADGRG7"	0
"ADGRL1"	5374
"ADGRL2"	3327
"ADGRL3"	5637
"ADGRL3-AS1"	0
"ADGRL4"	105
"ADGRV1"	6767
"ADH1A"	0
"ADH1B"	17
"ADH1C"	0
"ADH4"	0
"ADH5"	1501
"ADH6"	0
"ADH7"	0
"ADHFE1"	354
"ADI1"	520
"ADIG"	0
"ADIPOQ"	1
"ADIPOQ-AS1"	0
"ADIPOR1"	949
"ADIPOR2"	1493
"ADIRF"	148
"ADK"	415
"ADM"	51
"ADM2"	2
"ADM5"	13
"ADNP"	2419
"ADNP-AS1"	11
"ADNP2"	821
"ADO"	794
"ADORA1"	783
"ADORA2A"	20
"ADORA2A-AS1"	2
"ADORA2B"	173
"ADORA3"	51
"ADPGK"	369
"ADPGK-AS1"	19
"ADPRH"	45
"ADPRHL1"	182
"ADPRHL2"	199
"ADPRM"	167
"ADRA1A"	708
"ADRA1B"	224
"ADRA1D"	62
"ADRA2A"	105
"ADRA2B"	12
"ADRA2C"	51
"ADRB1"	374
"ADRB2"	79
"ADRB3"	9
"ADRM1"	466
"ADSL"	239
"ADSS"	1063
"ADSSL1"	53
"ADTRP"	39
"AEBP1"	750
"AEBP2"	1032
"AEN"	172
"AES"	5386
"AFAP1"	827
"AFAP1-AS1"	27
"AFAP1L1"	50
"AFAP1L2"	448
"AFDN"	3038
"AFDN-DT"	16
"AFF1"	2187
"AFF1-AS1"	55
"AFF2"	991
"AFF3"	2302
"AFF4"	5260
"AFG1L"	287
"AFG3L1P"	184
"AFG3L2"	1213
"AFM"	0
"AFMID"	223
"AFP"	1
"AFTPH"	1450
"AGA"	115
"AGAP1"	6400
"AGAP1-IT1"	22
"AGAP11"	39
"AGAP12P"	98
"AGAP2"	7225
"AGAP2-AS1"	9
"AGAP3"	2985
"AGAP4"	302
"AGAP5"	87
"AGAP6"	284
"AGAP7P"	11
"AGAP9"	87
"AGBL1"	16
"AGBL1-AS1"	0
"AGBL2"	9
"AGBL3"	98
"AGBL4"	388
"AGBL4-IT1"	40
"AGBL5"	235
"AGBL5-AS1"	2
"AGER"	18
"AGFG1"	2511
"AGFG2"	529
"AGGF1"	1252
"AGK"	838
"AGL"	1562
"AGMAT"	50
"AGMO"	8
"AGO1"	1670
"AGO2"	2449
"AGO3"	786
"AGO4"	1239
"AGPAT1"	1113
"AGPAT2"	95
"AGPAT3"	2928
"AGPAT4"	1265
"AGPAT4-IT1"	88
"AGPAT5"	830
"AGPS"	1131
"AGR2"	0
"AGR3"	1
"AGRN"	1332
"AGRP"	2
"AGT"	2540
"AGTPBP1"	3396
"AGTR1"	2
"AGTR2"	1
"AGTRAP"	55
"AGXT"	0
"AGXT2"	0
"AHCTF1"	3276
"AHCTF1P1"	10
"AHCY"	559
"AHCYL1"	10222
"AHCYL2"	2651
"AHDC1"	1519
"AHI1"	4093
"AHNAK"	12620
"AHNAK2"	3431
"AHR"	599
"AHRR"	137
"AHSA1"	1251
"AHSA2P"	493
"AHSG"	2
"AHSP"	0
"AICDA"	0
"AIDA"	1288
"AIF1"	69
"AIF1L"	1049
"AIFM1"	375
"AIFM2"	143
"AIFM3"	1028
"AIG1"	653
"AIM2"	6
"AIMP1"	416
"AIMP2"	107
"AIP"	302
"AIPL1"	2
"AIRE"	20
"AIRN"	8
"AJAP1"	809
"AJM1"	941
"AJUBA"	6
"AK1"	551
"AK2"	762
"AK3"	1132
"AK4"	2397
"AK5"	6434
"AK6"	241
"AK7"	64
"AK8"	38
"AK9"	501
"AKAIN1"	25
"AKAP1"	1210
"AKAP10"	1381
"AKAP11"	12745
"AKAP12"	8755
"AKAP13"	2321
"AKAP14"	4
"AKAP17A"	142
"AKAP2"	840
"AKAP3"	25
"AKAP4"	0
"AKAP5"	1174
"AKAP6"	11274
"AKAP7"	516
"AKAP8"	532
"AKAP8L"	1262
"AKAP9"	5048
"AKIP1"	169
"AKIRIN1"	1313
"AKIRIN2"	783
"AKNA"	470
"AKNAD1"	6
"AKR1A1"	350
"AKR1B1"	969
"AKR1B10"	0
"AKR1B15"	0
"AKR1C1"	122
"AKR1C2"	52
"AKR1C3"	89
"AKR1C4"	0
"AKR1C6P"	0
"AKR1C8P"	0
"AKR1D1"	0
"AKR1E2"	167
"AKR7A2"	501
"AKR7A2P1"	8
"AKR7A3"	35
"AKR7L"	17
"AKT1"	977
"AKT1S1"	312
"AKT2"	814
"AKT3"	9471
"AKTIP"	1146
"ALAD"	1063
"ALAS1"	747
"ALAS2"	33
"ALB"	23
"ALCAM"	1951
"ALDH16A1"	86
"ALDH18A1"	523
"ALDH1A1"	669
"ALDH1A2"	26
"ALDH1A3"	236
"ALDH1B1"	178
"ALDH1L1"	1652
"ALDH1L1-AS1"	4
"ALDH1L1-AS2"	40
"ALDH1L2"	519
"ALDH2"	3877
"ALDH3A1"	1
"ALDH3A2"	1478
"ALDH3B1"	45
"ALDH3B2"	0
"ALDH4A1"	899
"ALDH5A1"	2559
"ALDH6A1"	4496
"ALDH7A1"	1868
"ALDH8A1"	177
"ALDH9A1"	995
"ALDOA"	13846
"ALDOB"	6
"ALDOC"	10871
"ALG1"	174
"ALG10"	161
"ALG10B"	456
"ALG11"	255
"ALG12"	176
"ALG13"	756
"ALG14"	97
"ALG1L"	38
"ALG1L2"	2
"ALG1L9P"	111
"ALG2"	328
"ALG3"	83
"ALG5"	161
"ALG6"	180
"ALG8"	239
"ALG9"	723
"ALK"	142
"ALKAL1"	2
"ALKAL2"	18
"ALKBH1"	215
"ALKBH2"	143
"ALKBH3"	301
"ALKBH3-AS1"	0
"ALKBH4"	155
"ALKBH5"	2166
"ALKBH6"	193
"ALKBH7"	175
"ALKBH8"	249
"ALLC"	4
"ALMS1"	3729
"ALMS1-IT1"	41
"ALMS1P1"	50
"ALOX12"	1
"ALOX12-AS1"	54
"ALOX12B"	27
"ALOX12P2"	123
"ALOX15"	5
"ALOX15B"	14
"ALOX15P1"	11
"ALOX5"	133
"ALOX5AP"	81
"ALOXE3"	37
"ALPI"	0
"ALPK1"	126
"ALPK2"	1
"ALPK3"	165
"ALPL"	149
"ALPP"	0
"ALPPL2"	0
"ALS2"	2513
"ALS2CL"	173
"ALS2CR12"	204
"ALX1"	1
"ALX3"	1
"ALX4"	1
"ALYREF"	210
"AMACR"	233
"AMBN"	0
"AMBP"	0
"AMBRA1"	1031
"AMD1"	2190
"AMDHD1"	9
"AMDHD2"	163
"AMELX"	1
"AMELY"	0
"AMER1"	315
"AMER2"	4248
"AMER3"	956
"AMFR"	2139
"AMH"	34
"AMHR2"	0
"AMIGO1"	1492
"AMIGO2"	69
"AMIGO3"	11
"AMMECR1"	224
"AMMECR1L"	289
"AMN"	6
"AMN1"	655
"AMOT"	2533
"AMOTL1"	865
"AMOTL2"	685
"AMPD1"	0
"AMPD2"	1332
"AMPD3"	425
"AMPH"	4184
"AMT"	141
"AMTN"	0
"AMY1A"	1
"AMY1B"	1
"AMY1C"	0
"AMY2A"	48
"AMY2B"	895
"AMZ1"	263
"AMZ2"	1089
"AMZ2P1"	449
"ANAPC1"	1707
"ANAPC10"	208
"ANAPC11"	253
"ANAPC13"	591
"ANAPC15"	160
"ANAPC16"	486
"ANAPC1P1"	2
"ANAPC2"	323
"ANAPC4"	624
"ANAPC5"	1332
"ANAPC7"	754
"ANG"	8
"ANGEL1"	756
"ANGEL2"	855
"ANGPT1"	50
"ANGPT2"	73
"ANGPT4"	2
"ANGPTL1"	20
"ANGPTL2"	91
"ANGPTL3"	0
"ANGPTL4"	729
"ANGPTL5"	0
"ANGPTL6"	5
"ANGPTL7"	1
"ANGPTL8"	3
"ANHX"	0
"ANK1"	1016
"ANK2"	36149
"ANK3"	15453
"ANKAR"	330
"ANKDD1A"	442
"ANKDD1B"	13
"ANKEF1"	55
"ANKFN1"	69
"ANKFY1"	1863
"ANKH"	3189
"ANKHD1"	1394
"ANKHD1-EIF4EBP3"	1377
"ANKIB1"	2614
"ANKK1"	21
"ANKLE1"	21
"ANKLE2"	910
"ANKMY1"	183
"ANKMY2"	1134
"ANKRA2"	206
"ANKRD1"	4
"ANKRD10"	1216
"ANKRD11"	3069
"ANKRD12"	5834
"ANKRD13A"	661
"ANKRD13B"	358
"ANKRD13C"	1198
"ANKRD13D"	398
"ANKRD16"	297
"ANKRD17"	6293
"ANKRD18A"	260
"ANKRD18B"	269
"ANKRD18CP"	456
"ANKRD18DP"	43
"ANKRD19P"	176
"ANKRD2"	34
"ANKRD20A1"	123
"ANKRD20A11P"	37
"ANKRD20A12P"	46
"ANKRD20A19P"	10
"ANKRD20A2"	183
"ANKRD20A3"	449
"ANKRD20A4"	107
"ANKRD20A4-ANKRD20A20P"	597
"ANKRD20A5P"	226
"ANKRD20A8P"	46
"ANKRD20A9P"	13
"ANKRD22"	20
"ANKRD23"	130
"ANKRD24"	603
"ANKRD26"	2168
"ANKRD26P1"	0
"ANKRD26P3"	152
"ANKRD27"	827
"ANKRD28"	1628
"ANKRD29"	353
"ANKRD30A"	4
"ANKRD30B"	327
"ANKRD30BL"	309
"ANKRD30BP2"	1
"ANKRD30BP3"	1
"ANKRD31"	51
"ANKRD33"	2
"ANKRD33B"	1391
"ANKRD34A"	435
"ANKRD34B"	22
"ANKRD34C"	175
"ANKRD34C-AS1"	52
"ANKRD35"	186
"ANKRD36"	4710
"ANKRD36B"	2075
"ANKRD36BP1"	1
"ANKRD36BP2"	466
"ANKRD36C"	3654
"ANKRD37"	56
"ANKRD39"	138
"ANKRD40"	2137
"ANKRD42"	1000
"ANKRD44"	354
"ANKRD44-IT1"	28
"ANKRD45"	175
"ANKRD46"	1398
"ANKRD49"	154
"ANKRD50"	961
"ANKRD52"	1445
"ANKRD53"	1
"ANKRD54"	248
"ANKRD55"	44
"ANKRD6"	404
"ANKRD60"	0
"ANKRD61"	0
"ANKRD62"	219
"ANKRD62P1-PARP4P3"	37
"ANKRD63"	59
"ANKRD65"	510
"ANKRD66"	4
"ANKRD7"	59
"ANKRD9"	851
"ANKS1A"	698
"ANKS1B"	4791
"ANKS3"	188
"ANKS4B"	2
"ANKS6"	467
"ANKUB1"	2
"ANKZF1"	403
"ANLN"	1347
"ANO1"	46
"ANO1-AS2"	0
"ANO10"	529
"ANO2"	93
"ANO3"	1222
"ANO4"	673
"ANO5"	2509
"ANO6"	708
"ANO7"	22
"ANO8"	717
"ANO9"	1
"ANOS1"	756
"ANP32A"	1304
"ANP32A-IT1"	47
"ANP32AP1"	0
"ANP32B"	865
"ANP32C"	22
"ANP32D"	4
"ANP32E"	1555
"ANPEP"	4
"ANTXR1"	1087
"ANTXR2"	137
"ANTXRL"	1
"ANTXRLP1"	0
"ANXA1"	172
"ANXA10"	0
"ANXA11"	1664
"ANXA13"	0
"ANXA2"	124
"ANXA2P1"	0
"ANXA2P2"	1
"ANXA2P3"	41
"ANXA2R"	9
"ANXA3"	121
"ANXA4"	254
"ANXA5"	871
"ANXA6"	4572
"ANXA7"	1923
"ANXA8"	1
"ANXA8L1"	1
"ANXA9"	0
"AOAH"	111
"AOAH-IT1"	4
"AOC1"	0
"AOC2"	91
"AOC3"	35
"AOC4P"	2
"AOX1"	59
"AOX3P-AOX2P"	0
"AP1AR"	357
"AP1B1"	1977
"AP1B1P1"	0
"AP1G1"	2599
"AP1G2"	502
"AP1M1"	1155
"AP1M2"	3
"AP1S1"	847
"AP1S2"	672
"AP1S3"	60
"AP2A1"	2935
"AP2A2"	2069
"AP2B1"	9388
"AP2M1"	4961
"AP2S1"	701
"AP3B1"	769
"AP3B2"	2124
"AP3D1"	2949
"AP3M1"	704
"AP3M2"	1861
"AP3S1"	755
"AP3S2"	707
"AP4B1"	431
"AP4B1-AS1"	1
"AP4E1"	450
"AP4M1"	96
"AP4S1"	640
"AP5B1"	614
"AP5M1"	1385
"AP5S1"	142
"AP5Z1"	248
"APAF1"	437
"APBA1"	4345
"APBA2"	3814
"APBA3"	97
"APBB1"	4246
"APBB1IP"	101
"APBB2"	1895
"APBB3"	374
"APC"	16190
"APC2"	5697
"APCDD1"	665
"APCDD1L"	0
"APCDD1L-AS1"	8
"APCS"	0
"APEH"	725
"APELA"	1
"APEX1"	664
"APEX2"	104
"APH1A"	501
"APH1B"	501
"API5"	2254
"APIP"	317
"APLF"	386
"APLN"	277
"APLNR"	886
"APLP1"	6681
"APLP2"	9359
"APMAP"	1372
"APOA1"	0
"APOA1-AS"	1
"APOA2"	1
"APOA4"	0
"APOA5"	0
"APOB"	30
"APOBEC1"	0
"APOBEC2"	0
"APOBEC3A"	2
"APOBEC3A_B"	0
"APOBEC3B"	2
"APOBEC3B-AS1"	0
"APOBEC3C"	11
"APOBEC3D"	2
"APOBEC3F"	24
"APOBEC3G"	21
"APOBEC3H"	0
"APOBEC4"	0
"APOBR"	24
"APOC1"	93
"APOC1P1"	1
"APOC2"	15
"APOC3"	0
"APOC4"	0
"APOC4-APOC2"	15
"APOD"	1535
"APOE"	5242
"APOF"	0
"APOH"	0
"APOL1"	64
"APOL2"	951
"APOL3"	40
"APOL4"	115
"APOL5"	0
"APOL6"	721
"APOLD1"	961
"APOM"	12
"APOO"	371
"APOOL"	1072
"APOOP5"	0
"APOPT1"	294
"APP"	24670
"APPBP2"	2015
"APPL1"	1956
"APPL2"	1010
"APRT"	98
"APTR"	103
"APTX"	497
"AQP1"	874
"AQP10"	0
"AQP11"	86
"AQP12A"	0
"AQP12B"	0
"AQP2"	0
"AQP3"	12
"AQP4"	17281
"AQP4-AS1"	98
"AQP5"	9
"AQP6"	13
"AQP7"	8
"AQP7P1"	40
"AQP7P3"	7
"AQP8"	8
"AQP9"	70
"AQR"	1424
"AR"	163
"ARAF"	257
"ARAP1"	690
"ARAP1-AS2"	0
"ARAP2"	5228
"ARAP3"	194
"ARC"	271
"ARCN1"	2214
"AREG"	0
"AREL1"	1040
"ARF1"	4031
"ARF3"	8285
"ARF4"	745
"ARF4-AS1"	19
"ARF5"	1045
"ARF6"	610
"ARFGAP1"	751
"ARFGAP2"	1183
"ARFGAP3"	563
"ARFGEF1"	2692
"ARFGEF2"	3782
"ARFGEF3"	6354
"ARFIP1"	390
"ARFIP2"	575
"ARFRP1"	282
"ARG1"	10
"ARG2"	151
"ARGFX"	1
"ARGFXP2"	0
"ARGLU1"	2011
"ARHGAP1"	1002
"ARHGAP10"	323
"ARHGAP11A"	65
"ARHGAP11B"	17
"ARHGAP12"	1675
"ARHGAP15"	45
"ARHGAP17"	384
"ARHGAP18"	253
"ARHGAP19"	234
"ARHGAP19-SLIT1"	165
"ARHGAP20"	951
"ARHGAP21"	11859
"ARHGAP22"	201
"ARHGAP22-IT1"	12
"ARHGAP23"	2463
"ARHGAP24"	280
"ARHGAP25"	84
"ARHGAP26"	6301
"ARHGAP26-AS1"	0
"ARHGAP26-IT1"	76
"ARHGAP27"	159
"ARHGAP27P1"	98
"ARHGAP27P1-BPTFP1-KPNA2P3"	400
"ARHGAP27P2"	14
"ARHGAP28"	80
"ARHGAP29"	1049
"ARHGAP30"	73
"ARHGAP31"	996
"ARHGAP31-AS1"	2
"ARHGAP32"	11439
"ARHGAP33"	644
"ARHGAP35"	6849
"ARHGAP36"	12
"ARHGAP39"	790
"ARHGAP4"	67
"ARHGAP40"	1
"ARHGAP42"	400
"ARHGAP44"	1732
"ARHGAP45"	84
"ARHGAP5"	10369
"ARHGAP5-AS1"	52
"ARHGAP6"	91
"ARHGAP8"	18
"ARHGAP9"	77
"ARHGDIA"	1992
"ARHGDIB"	119
"ARHGDIG"	834
"ARHGEF1"	192
"ARHGEF10"	813
"ARHGEF10L"	721
"ARHGEF11"	3088
"ARHGEF12"	11939
"ARHGEF15"	19
"ARHGEF16"	21
"ARHGEF17"	2589
"ARHGEF18"	840
"ARHGEF19"	5
"ARHGEF2"	1795
"ARHGEF25"	1513
"ARHGEF26"	1053
"ARHGEF26-AS1"	293
"ARHGEF28"	559
"ARHGEF3"	1740
"ARHGEF3-AS1"	0
"ARHGEF33"	177
"ARHGEF34P"	7
"ARHGEF35"	2
"ARHGEF37"	426
"ARHGEF38"	0
"ARHGEF38-IT1"	0
"ARHGEF39"	4
"ARHGEF4"	2701
"ARHGEF40"	532
"ARHGEF5"	15
"ARHGEF6"	1238
"ARHGEF7"	4631
"ARHGEF7-AS1"	0
"ARHGEF7-AS2"	27
"ARHGEF9"	5586
"ARHGEF9-IT1"	30
"ARID1A"	2420
"ARID1B"	2283
"ARID2"	1019
"ARID3A"	57
"ARID3B"	77
"ARID3C"	7
"ARID4A"	1606
"ARID4B"	1976
"ARID5A"	590
"ARID5B"	2776
"ARIH1"	2454
"ARIH2"	1149
"ARIH2OS"	20
"ARL1"	1672
"ARL10"	361
"ARL11"	13
"ARL13A"	0
"ARL13B"	240
"ARL14"	0
"ARL14EP"	716
"ARL14EPL"	2
"ARL15"	345
"ARL16"	229
"ARL17A"	392
"ARL17B"	194
"ARL2"	409
"ARL2-SNX15"	386
"ARL2BP"	943
"ARL3"	1026
"ARL4A"	862
"ARL4C"	1120
"ARL4D"	63
"ARL5A"	761
"ARL5B"	1088
"ARL5C"	2
"ARL6"	549
"ARL6IP1"	7704
"ARL6IP4"	981
"ARL6IP5"	2380
"ARL6IP6"	168
"ARL8A"	1110
"ARL8B"	2937
"ARL9"	18
"ARMC1"	980
"ARMC10"	626
"ARMC12"	7
"ARMC2"	570
"ARMC2-AS1"	0
"ARMC3"	25
"ARMC4"	22
"ARMC4P1"	9
"ARMC5"	241
"ARMC6"	271
"ARMC7"	107
"ARMC8"	1322
"ARMC9"	845
"ARMCX1"	526
"ARMCX2"	826
"ARMCX3"	2030
"ARMCX4"	1372
"ARMCX5"	382
"ARMCX5-GPRASP2"	2538
"ARMCX6"	173
"ARMS2"	0
"ARMT1"	392
"ARNT"	937
"ARNT2"	9249
"ARNTL"	989
"ARNTL2"	628
"ARNTL2-AS1"	0
"ARPC1A"	1022
"ARPC1B"	108
"ARPC2"	1623
"ARPC3"	774
"ARPC4"	602
"ARPC4-TTLL3"	387
"ARPC5"	684
"ARPC5L"	549
"ARPIN"	658
"ARPP19"	8357
"ARPP21"	3358
"ARR3"	0
"ARRB1"	4845
"ARRB2"	639
"ARRDC1"	125
"ARRDC1-AS1"	163
"ARRDC2"	418
"ARRDC3"	848
"ARRDC3-AS1"	19
"ARRDC4"	769
"ARRDC5"	0
"ARSA"	355
"ARSB"	260
"ARSD"	182
"ARSD-AS1"	2
"ARSE"	21
"ARSF"	21
"ARSG"	250
"ARSH"	1
"ARSI"	118
"ARSJ"	86
"ARSK"	205
"ART1"	0
"ART3"	236
"ART4"	0
"ART5"	0
"ARTN"	7
"ARV1"	283
"ARVCF"	385
"ARX"	193
"AS-PTPRE"	0
"AS3MT"	92
"ASAH1"	1837
"ASAH2"	47
"ASAH2B"	187
"ASAP1"	2337
"ASAP1-IT1"	38
"ASAP1-IT2"	22
"ASAP2"	1335
"ASAP3"	531
"ASB1"	1189
"ASB10"	0
"ASB11"	2
"ASB12"	4
"ASB13"	508
"ASB14"	2
"ASB15"	0
"ASB16"	4
"ASB16-AS1"	32
"ASB17"	0
"ASB18"	8
"ASB2"	43
"ASB3"	548
"ASB4"	38
"ASB5"	19
"ASB6"	608
"ASB7"	365
"ASB8"	665
"ASB9"	1
"ASB9P1"	0
"ASCC1"	434
"ASCC2"	259
"ASCC3"	1686
"ASCL1"	208
"ASCL2"	5
"ASCL3"	0
"ASCL4"	0
