gene/TE	../../STAR_v252_mapping/CGND_12893/HRA-00382-b38_PE.bam
"ABHD3"	177
"ABHD4"	621
"ABHD5"	1135
"ABHD6"	1181
"ABHD8"	1543
"ABI1"	1874
"ABI2"	6884
"ABI3"	236
"ABI3BP"	169
"ABL1"	2567
"ABL2"	2869
"ABLIM1"	6522
"ABLIM2"	1713
"ABLIM3"	1039
"ABO"	7
"ABR"	12332
"ABRA"	3
"ABRACL"	107
"ABRAXAS1"	82
"ABRAXAS2"	496
"ABT1"	214
"ABTB1"	699
"ABTB2"	450
"ACAA1"	1024
"ACAA2"	1035
"ACACA"	5440
"ACACB"	1002
"ACAD10"	309
"ACAD11"	450
"ACAD8"	422
"ACAD9"	712
"ACADL"	65
"ACADM"	1107
"ACADS"	344
"ACADSB"	1552
"ACADVL"	2244
"ACAN"	67
"ACAP1"	22
"ACAP2"	1822
"ACAP3"	1695
"ACAT1"	972
"ACAT2"	482
"ACBD3"	1337
"ACBD3-AS1"	0
"ACBD4"	252
"ACBD5"	3119
"ACBD6"	370
"ACBD7"	2147
"ACBD7-DCLRE1CP1"	151
"ACCS"	72
"ACCSL"	1
"ACD"	223
"ACE"	85
"ACE2"	5
"ACER1"	1
"ACER2"	103
"ACER3"	1971
"ACHE"	398
"ACIN1"	2255
"ACKR1"	103
"ACKR2"	26
"ACKR3"	148
"ACKR4"	2
"ACLY"	2261
"ACMSD"	0
"ACO1"	845
"ACO2"	8281
"ACOD1"	0
"ACOT1"	34
"ACOT11"	245
"ACOT12"	5
"ACOT13"	563
"ACOT2"	250
"ACOT4"	57
"ACOT6"	0
"ACOT7"	1879
"ACOT8"	451
"ACOT9"	386
"ACOX1"	2794
"ACOX2"	86
"ACOX3"	417
"ACOXL"	0
"ACOXL-AS1"	9
"ACP1"	1173
"ACP2"	483
"ACP4"	0
"ACP5"	35
"ACP6"	138
"ACP7"	126
"ACPP"	23
"ACR"	5
"ACRBP"	14
"ACRV1"	10
"ACSBG1"	1743
"ACSBG2"	0
"ACSF2"	231
"ACSF3"	278
"ACSL1"	3066
"ACSL3"	5138
"ACSL4"	2249
"ACSL5"	110
"ACSL6"	4307
"ACSM1"	4
"ACSM2A"	0
"ACSM2B"	0
"ACSM3"	1
"ACSM4"	0
"ACSM5"	110
"ACSM6"	0
"ACSS1"	1534
"ACSS2"	841
"ACSS3"	826
"ACTA1"	11
"ACTA2"	98
"ACTA2-AS1"	137
"ACTB"	47287
"ACTBL2"	0
"ACTC1"	12
"ACTG1"	21367
"ACTG1P17"	10
"ACTG1P20"	33
"ACTG1P4"	70
"ACTG2"	0
"ACTL10"	8
"ACTL6A"	272
"ACTL6B"	380
"ACTL7A"	0
"ACTL7B"	0
"ACTL8"	1
"ACTL9"	0
"ACTN1"	1954
"ACTN1-AS1"	2
"ACTN2"	1552
"ACTN3"	0
"ACTN4"	4344
"ACTR10"	1215
"ACTR1A"	3541
"ACTR1B"	1574
"ACTR2"	7289
"ACTR3"	3101
"ACTR3B"	901
"ACTR3BP2"	0
"ACTR3BP5"	0
"ACTR3C"	202
"ACTR5"	173
"ACTR6"	749
"ACTR8"	813
"ACTRT1"	0
"ACTRT2"	0
"ACTRT3"	42
"ACVR1"	410
"ACVR1B"	1196
"ACVR1C"	884
"ACVR2A"	710
"ACVR2B"	963
"ACVR2B-AS1"	25
"ACVRL1"	76
"ACY1"	70
"ACY3"	18
"ACYP1"	199
"ACYP2"	658
"ADA"	95
"ADA2"	542
"ADAD1"	0
"ADAD2"	33
"ADAL"	323
"ADAM10"	3097
"ADAM11"	1096
"ADAM12"	169
"ADAM15"	845
"ADAM17"	828
"ADAM18"	0
"ADAM19"	399
"ADAM1A"	163
"ADAM2"	0
"ADAM20"	141
"ADAM20P1"	91
"ADAM21"	19
"ADAM21P1"	0
"ADAM22"	5512
"ADAM23"	2557
"ADAM28"	220
"ADAM29"	1
"ADAM30"	0
"ADAM32"	231
"ADAM33"	17
"ADAM3A"	0
"ADAM3B"	0
"ADAM5"	4
"ADAM6"	0
"ADAM7"	0
"ADAM8"	15
"ADAM9"	2053
"ADAMDEC1"	2
"ADAMTS1"	1110
"ADAMTS10"	212
"ADAMTS12"	17
"ADAMTS13"	139
"ADAMTS14"	179
"ADAMTS15"	20
"ADAMTS16"	68
"ADAMTS17"	134
"ADAMTS18"	12
"ADAMTS19"	202
"ADAMTS19-AS1"	12
"ADAMTS2"	172
"ADAMTS20"	7
"ADAMTS3"	230
"ADAMTS4"	1890
"ADAMTS5"	74
"ADAMTS6"	84
"ADAMTS7"	20
"ADAMTS7P1"	15
"ADAMTS8"	248
"ADAMTS9"	290
"ADAMTS9-AS1"	21
"ADAMTS9-AS2"	121
"ADAMTSL1"	102
"ADAMTSL2"	417
"ADAMTSL3"	431
"ADAMTSL4"	47
"ADAMTSL4-AS1"	11
"ADAMTSL5"	20
"ADAP1"	3116
"ADAP2"	320
"ADAR"	9061
"ADARB1"	1413
"ADARB2"	2332
"ADARB2-AS1"	5
"ADAT1"	714
"ADAT2"	96
"ADAT3"	79
"ADCK1"	142
"ADCK2"	676
"ADCK5"	91
"ADCY1"	10168
"ADCY10"	35
"ADCY10P1"	366
"ADCY2"	4431
"ADCY3"	1545
"ADCY4"	9
"ADCY5"	3371
"ADCY6"	675
"ADCY7"	523
"ADCY8"	659
"ADCY9"	1030
"ADCYAP1"	720
"ADCYAP1R1"	4258
"ADD1"	11092
"ADD2"	3954
"ADD3"	10093
"ADD3-AS1"	31
"ADGB"	1
"ADGRA1"	703
"ADGRA1-AS1"	16
"ADGRA2"	133
"ADGRA3"	2132
"ADGRB1"	1896
"ADGRB2"	4907
"ADGRB3"	4699
"ADGRD1"	61
"ADGRD1-AS1"	0
"ADGRE1"	23
"ADGRE2"	162
"ADGRE3"	4
"ADGRE4P"	21
"ADGRE5"	205
"ADGRF1"	0
"ADGRF2"	2
"ADGRF3"	15
"ADGRF4"	4
"ADGRF5"	406
"ADGRG1"	4150
"ADGRG2"	3
"ADGRG3"	5
"ADGRG4"	3
"ADGRG5"	7
"ADGRG6"	72
"ADGRG7"	0
"ADGRL1"	5171
"ADGRL2"	2586
"ADGRL3"	5230
"ADGRL3-AS1"	1
"ADGRL4"	73
"ADGRV1"	5454
"ADH1A"	0
"ADH1B"	11
"ADH1C"	1
"ADH4"	0
"ADH5"	1821
"ADH6"	0
"ADH7"	0
"ADHFE1"	339
"ADI1"	903
"ADIG"	0
"ADIPOQ"	0
"ADIPOQ-AS1"	0
"ADIPOR1"	1765
"ADIPOR2"	5635
"ADIRF"	228
"ADK"	489
"ADM"	158
"ADM2"	3
"ADM5"	15
"ADNP"	3747
"ADNP-AS1"	11
"ADNP2"	949
"ADO"	1355
"ADORA1"	1767
"ADORA2A"	12
"ADORA2A-AS1"	1
"ADORA2B"	113
"ADORA3"	269
"ADPGK"	457
"ADPGK-AS1"	13
"ADPRH"	79
"ADPRHL1"	117
"ADPRHL2"	350
"ADPRM"	126
"ADRA1A"	942
"ADRA1B"	353
"ADRA1D"	55
"ADRA2A"	200
"ADRA2B"	40
"ADRA2C"	79
"ADRB1"	243
"ADRB2"	104
"ADRB3"	3
"ADRM1"	815
"ADSL"	306
"ADSS"	1598
"ADSSL1"	137
"ADTRP"	78
"AEBP1"	919
"AEBP2"	1170
"AEN"	206
"AES"	8759
"AFAP1"	1002
"AFAP1-AS1"	38
"AFAP1L1"	32
"AFAP1L2"	435
"AFDN"	3663
"AFDN-DT"	20
"AFF1"	2323
"AFF1-AS1"	155
"AFF2"	1356
"AFF3"	2307
"AFF4"	6825
"AFG1L"	376
"AFG3L1P"	174
"AFG3L2"	1627
"AFM"	0
"AFMID"	700
"AFP"	1
"AFTPH"	2280
"AGA"	304
"AGAP1"	12686
"AGAP1-IT1"	15
"AGAP11"	27
"AGAP12P"	43
"AGAP2"	10547
"AGAP2-AS1"	36
"AGAP3"	4291
"AGAP4"	159
"AGAP5"	97
"AGAP6"	175
"AGAP7P"	13
"AGAP9"	89
"AGBL1"	8
"AGBL1-AS1"	0
"AGBL2"	11
"AGBL3"	133
"AGBL4"	213
"AGBL4-IT1"	30
"AGBL5"	384
"AGBL5-AS1"	1
"AGER"	14
"AGFG1"	2705
"AGFG2"	885
"AGGF1"	2118
"AGK"	777
"AGL"	1539
"AGMAT"	128
"AGMO"	14
"AGO1"	2464
"AGO2"	2855
"AGO3"	1121
"AGO4"	1000
"AGPAT1"	1850
"AGPAT2"	133
"AGPAT3"	4086
"AGPAT4"	2292
"AGPAT4-IT1"	114
"AGPAT5"	1307
"AGPS"	2151
"AGR2"	0
"AGR3"	2
"AGRN"	1417
"AGRP"	0
"AGT"	4197
"AGTPBP1"	7693
"AGTR1"	0
"AGTR2"	0
"AGTRAP"	184
"AGXT"	0
"AGXT2"	0
"AHCTF1"	3942
"AHCTF1P1"	14
"AHCY"	1099
"AHCYL1"	13145
"AHCYL2"	3324
"AHDC1"	1628
"AHI1"	3074
"AHNAK"	19935
"AHNAK2"	3121
"AHR"	1398
"AHRR"	174
"AHSA1"	2472
"AHSA2P"	629
"AHSG"	0
"AHSP"	0
"AICDA"	0
"AIDA"	1640
"AIF1"	294
"AIF1L"	6315
"AIFM1"	384
"AIFM2"	144
"AIFM3"	1366
"AIG1"	881
"AIM2"	9
"AIMP1"	828
"AIMP2"	216
"AIP"	731
"AIPL1"	2
"AIRE"	15
"AIRN"	14
"AJAP1"	986
"AJM1"	1646
"AJUBA"	12
"AK1"	1041
"AK2"	1315
"AK3"	1709
"AK4"	3458
"AK5"	8183
"AK6"	276
"AK7"	97
"AK8"	36
"AK9"	758
"AKAIN1"	39
"AKAP1"	1305
"AKAP10"	1611
"AKAP11"	20987
"AKAP12"	10603
"AKAP13"	2456
"AKAP14"	5
"AKAP17A"	233
"AKAP2"	948
"AKAP3"	126
"AKAP4"	0
"AKAP5"	1526
"AKAP6"	16326
"AKAP7"	517
"AKAP8"	486
"AKAP8L"	1052
"AKAP9"	9063
"AKIP1"	234
"AKIRIN1"	2239
"AKIRIN2"	1122
"AKNA"	558
"AKNAD1"	13
"AKR1A1"	594
"AKR1B1"	1264
"AKR1B10"	0
"AKR1B15"	0
"AKR1C1"	141
"AKR1C2"	91
"AKR1C3"	145
"AKR1C4"	0
"AKR1C6P"	0
"AKR1C8P"	0
"AKR1D1"	0
"AKR1E2"	170
"AKR7A2"	1090
"AKR7A2P1"	1
"AKR7A3"	54
"AKR7L"	14
"AKT1"	1633
"AKT1S1"	804
"AKT2"	899
"AKT3"	12149
"AKTIP"	1712
"ALAD"	3516
"ALAS1"	986
"ALAS2"	25
"ALB"	8
"ALCAM"	5582
"ALDH16A1"	195
"ALDH18A1"	620
"ALDH1A1"	1557
"ALDH1A2"	93
"ALDH1A3"	159
"ALDH1B1"	338
"ALDH1L1"	1971
"ALDH1L1-AS1"	0
"ALDH1L1-AS2"	88
"ALDH1L2"	276
"ALDH2"	5381
"ALDH3A1"	4
"ALDH3A2"	2546
"ALDH3B1"	144
"ALDH3B2"	0
"ALDH4A1"	1896
"ALDH5A1"	2941
"ALDH6A1"	6211
"ALDH7A1"	2893
"ALDH8A1"	47
"ALDH9A1"	1704
"ALDOA"	18694
"ALDOB"	6
"ALDOC"	12618
"ALG1"	209
"ALG10"	115
"ALG10B"	390
"ALG11"	569
"ALG12"	310
"ALG13"	625
"ALG14"	165
"ALG1L"	4
"ALG1L2"	0
"ALG1L9P"	115
"ALG2"	423
"ALG3"	201
"ALG5"	230
"ALG6"	129
"ALG8"	315
"ALG9"	591
"ALK"	216
"ALKAL1"	0
"ALKAL2"	24
"ALKBH1"	211
"ALKBH2"	116
"ALKBH3"	263
"ALKBH3-AS1"	0
"ALKBH4"	270
"ALKBH5"	3462
"ALKBH6"	270
"ALKBH7"	410
"ALKBH8"	378
"ALLC"	3
"ALMS1"	5545
"ALMS1-IT1"	53
"ALMS1P1"	39
"ALOX12"	0
"ALOX12-AS1"	89
"ALOX12B"	11
"ALOX12P2"	40
"ALOX15"	5
"ALOX15B"	93
"ALOX15P1"	22
"ALOX5"	258
"ALOX5AP"	273
"ALOXE3"	16
"ALPI"	0
"ALPK1"	164
"ALPK2"	5
"ALPK3"	154
"ALPL"	96
"ALPP"	0
"ALPPL2"	0
"ALS2"	2038
"ALS2CL"	29
"ALS2CR12"	129
"ALX1"	2
"ALX3"	2
"ALX4"	4
"ALYREF"	310
"AMACR"	223
"AMBN"	0
"AMBP"	0
"AMBRA1"	1103
"AMD1"	3720
"AMDHD1"	17
"AMDHD2"	250
"AMELX"	0
"AMELY"	0
"AMER1"	290
"AMER2"	13485
"AMER3"	732
"AMFR"	3287
"AMH"	14
"AMHR2"	0
"AMIGO1"	1400
"AMIGO2"	191
"AMIGO3"	31
"AMMECR1"	143
"AMMECR1L"	422
"AMN"	2
"AMN1"	607
"AMOT"	3139
"AMOTL1"	1480
"AMOTL2"	2407
"AMPD1"	1
"AMPD2"	1559
"AMPD3"	674
"AMPH"	3114
"AMT"	115
"AMTN"	0
"AMY1A"	7
"AMY1B"	7
"AMY1C"	0
"AMY2A"	39
"AMY2B"	768
"AMZ1"	531
"AMZ2"	1926
"AMZ2P1"	548
"ANAPC1"	1648
"ANAPC10"	268
"ANAPC11"	557
"ANAPC13"	742
"ANAPC15"	259
"ANAPC16"	717
"ANAPC1P1"	2
"ANAPC2"	486
"ANAPC4"	501
"ANAPC5"	2609
"ANAPC7"	825
"ANG"	25
"ANGEL1"	896
"ANGEL2"	1116
"ANGPT1"	252
"ANGPT2"	112
"ANGPT4"	2
"ANGPTL1"	70
"ANGPTL2"	413
"ANGPTL3"	0
"ANGPTL4"	1141
"ANGPTL5"	2
"ANGPTL6"	11
"ANGPTL7"	4
"ANGPTL8"	2
"ANHX"	0
"ANK1"	1028
"ANK2"	44419
"ANK3"	25352
"ANKAR"	348
"ANKDD1A"	255
"ANKDD1B"	17
"ANKEF1"	68
"ANKFN1"	87
"ANKFY1"	3141
"ANKH"	4599
"ANKHD1"	1902
"ANKHD1-EIF4EBP3"	1923
"ANKIB1"	6017
"ANKK1"	5
"ANKLE1"	18
"ANKLE2"	1048
"ANKMY1"	175
"ANKMY2"	900
"ANKRA2"	319
"ANKRD1"	2
"ANKRD10"	1083
"ANKRD11"	4693
"ANKRD12"	8993
"ANKRD13A"	970
"ANKRD13B"	620
"ANKRD13C"	1477
"ANKRD13D"	655
"ANKRD16"	312
"ANKRD17"	8631
"ANKRD18A"	530
"ANKRD18B"	176
"ANKRD18CP"	457
"ANKRD18DP"	40
"ANKRD19P"	116
"ANKRD2"	39
"ANKRD20A1"	90
"ANKRD20A11P"	5
"ANKRD20A12P"	13
"ANKRD20A19P"	5
"ANKRD20A2"	122
"ANKRD20A3"	315
"ANKRD20A4"	141
"ANKRD20A4-ANKRD20A20P"	401
"ANKRD20A5P"	119
"ANKRD20A8P"	42
"ANKRD20A9P"	6
"ANKRD22"	26
"ANKRD23"	135
"ANKRD24"	644
"ANKRD26"	1989
"ANKRD26P1"	0
"ANKRD26P3"	55
"ANKRD27"	1128
"ANKRD28"	2530
"ANKRD29"	288
"ANKRD30A"	11
"ANKRD30B"	259
"ANKRD30BL"	219
"ANKRD30BP2"	1
"ANKRD30BP3"	1
"ANKRD31"	65
"ANKRD33"	0
"ANKRD33B"	1746
"ANKRD34A"	708
"ANKRD34B"	20
"ANKRD34C"	221
"ANKRD34C-AS1"	50
"ANKRD35"	266
"ANKRD36"	4642
"ANKRD36B"	1337
"ANKRD36BP1"	0
"ANKRD36BP2"	472
"ANKRD36C"	3867
"ANKRD37"	115
"ANKRD39"	173
"ANKRD40"	8057
"ANKRD42"	710
"ANKRD44"	660
"ANKRD44-IT1"	43
"ANKRD45"	230
"ANKRD46"	1656
"ANKRD49"	221
"ANKRD50"	1360
"ANKRD52"	1785
"ANKRD53"	2
"ANKRD54"	374
"ANKRD55"	53
"ANKRD6"	677
"ANKRD60"	0
"ANKRD61"	2
"ANKRD62"	74
"ANKRD62P1-PARP4P3"	13
"ANKRD63"	85
"ANKRD65"	634
"ANKRD66"	3
"ANKRD7"	50
"ANKRD9"	1181
"ANKS1A"	1017
"ANKS1B"	5621
"ANKS3"	240
"ANKS4B"	2
"ANKS6"	566
"ANKUB1"	1
"ANKZF1"	330
"ANLN"	17519
"ANO1"	20
"ANO1-AS2"	0
"ANO10"	581
"ANO2"	42
"ANO3"	1036
"ANO4"	1501
"ANO5"	2071
"ANO6"	1027
"ANO7"	75
"ANO8"	829
"ANO9"	0
"ANOS1"	1431
"ANP32A"	2781
"ANP32A-IT1"	55
"ANP32AP1"	0
"ANP32B"	2848
"ANP32C"	17
"ANP32D"	1
"ANP32E"	2127
"ANPEP"	3
"ANTXR1"	2483
"ANTXR2"	128
"ANTXRL"	4
"ANTXRLP1"	1
"ANXA1"	386
"ANXA10"	0
"ANXA11"	1695
"ANXA13"	15
"ANXA2"	430
"ANXA2P1"	1
"ANXA2P2"	1
"ANXA2P3"	6
"ANXA2R"	10
"ANXA3"	69
"ANXA4"	701
"ANXA5"	1784
"ANXA6"	3745
"ANXA7"	2195
"ANXA8"	0
"ANXA8L1"	0
"ANXA9"	3
"AOAH"	155
"AOAH-IT1"	3
"AOC1"	0
"AOC2"	58
"AOC3"	9
"AOC4P"	0
"AOX1"	67
"AOX3P-AOX2P"	7
"AP1AR"	600
"AP1B1"	2636
"AP1B1P1"	0
"AP1G1"	2959
"AP1G2"	153
"AP1M1"	1256
"AP1M2"	5
"AP1S1"	1164
"AP1S2"	1095
"AP1S3"	52
"AP2A1"	3255
"AP2A2"	2723
"AP2B1"	11772
"AP2M1"	7371
"AP2S1"	1236
"AP3B1"	1806
"AP3B2"	1684
"AP3D1"	3721
"AP3M1"	1169
"AP3M2"	2025
"AP3S1"	739
"AP3S2"	1017
"AP4B1"	404
"AP4B1-AS1"	2
"AP4E1"	490
"AP4M1"	163
"AP4S1"	683
"AP5B1"	560
"AP5M1"	1596
"AP5S1"	160
"AP5Z1"	338
"APAF1"	634
"APBA1"	5066
"APBA2"	3754
"APBA3"	192
"APBB1"	7469
"APBB1IP"	478
"APBB2"	3894
"APBB3"	434
"APC"	22128
"APC2"	6497
"APCDD1"	904
"APCDD1L"	0
"APCDD1L-AS1"	13
"APCS"	0
"APEH"	895
"APELA"	0
"APEX1"	940
"APEX2"	162
"APH1A"	852
"APH1B"	657
"API5"	2808
"APIP"	505
"APLF"	871
"APLN"	801
"APLNR"	3668
"APLP1"	23866
"APLP2"	10355
"APMAP"	1709
"APOA1"	3
"APOA1-AS"	0
"APOA2"	0
"APOA4"	0
"APOA5"	0
"APOB"	46
"APOBEC1"	0
"APOBEC2"	0
"APOBEC3A"	1
"APOBEC3A_B"	0
"APOBEC3B"	1
"APOBEC3B-AS1"	0
"APOBEC3C"	65
"APOBEC3D"	10
"APOBEC3F"	45
"APOBEC3G"	44
"APOBEC3H"	1
"APOBEC4"	0
"APOBR"	73
"APOC1"	647
"APOC1P1"	8
"APOC2"	53
"APOC3"	0
"APOC4"	0
"APOC4-APOC2"	53
"APOD"	6101
"APOE"	12937
"APOF"	0
"APOH"	0
"APOL1"	114
"APOL2"	1218
"APOL3"	87
"APOL4"	81
"APOL5"	1
"APOL6"	796
"APOLD1"	418
"APOM"	22
"APOO"	428
"APOOL"	1400
"APOOP5"	0
"APOPT1"	362
"APP"	32871
"APPBP2"	2733
"APPL1"	2911
"APPL2"	1316
"APRT"	256
"APTR"	136
"APTX"	579
"AQP1"	3696
"AQP10"	0
"AQP11"	130
"AQP12A"	0
"AQP12B"	0
"AQP2"	0
"AQP3"	7
"AQP4"	35298
"AQP4-AS1"	87
"AQP5"	8
"AQP6"	49
"AQP7"	2
"AQP7P1"	21
"AQP7P3"	12
"AQP8"	1
"AQP9"	87
"AQR"	1711
"AR"	278
"ARAF"	492
"ARAP1"	1403
"ARAP1-AS2"	0
"ARAP2"	10813
"ARAP3"	60
"ARC"	308
"ARCN1"	3433
"AREG"	0
"AREL1"	1206
"ARF1"	4515
"ARF3"	11155
"ARF4"	972
"ARF4-AS1"	16
"ARF5"	1241
"ARF6"	849
"ARFGAP1"	913
"ARFGAP2"	1778
"ARFGAP3"	788
"ARFGEF1"	3557
"ARFGEF2"	4173
"ARFGEF3"	11014
"ARFIP1"	512
"ARFIP2"	773
"ARFRP1"	449
"ARG1"	16
"ARG2"	205
"ARGFX"	0
"ARGFXP2"	0
"ARGLU1"	2443
"ARHGAP1"	2258
"ARHGAP10"	433
"ARHGAP11A"	143
"ARHGAP11B"	30
"ARHGAP12"	2234
"ARHGAP15"	72
"ARHGAP17"	587
"ARHGAP18"	322
"ARHGAP19"	463
"ARHGAP19-SLIT1"	253
"ARHGAP20"	1085
"ARHGAP21"	21224
"ARHGAP22"	820
"ARHGAP22-IT1"	12
"ARHGAP23"	7549
"ARHGAP24"	320
"ARHGAP25"	184
"ARHGAP26"	5964
"ARHGAP26-AS1"	0
"ARHGAP26-IT1"	21
"ARHGAP27"	246
"ARHGAP27P1"	71
"ARHGAP27P1-BPTFP1-KPNA2P3"	292
"ARHGAP27P2"	7
"ARHGAP28"	49
"ARHGAP29"	506
"ARHGAP30"	250
"ARHGAP31"	1162
"ARHGAP31-AS1"	3
"ARHGAP32"	6992
"ARHGAP33"	1129
"ARHGAP35"	9865
"ARHGAP36"	34
"ARHGAP39"	922
"ARHGAP4"	243
"ARHGAP40"	0
"ARHGAP42"	389
"ARHGAP44"	2171
"ARHGAP45"	306
"ARHGAP5"	18121
"ARHGAP5-AS1"	128
"ARHGAP6"	122
"ARHGAP8"	13
"ARHGAP9"	111
"ARHGDIA"	4050
"ARHGDIB"	646
"ARHGDIG"	1184
"ARHGEF1"	455
"ARHGEF10"	1753
"ARHGEF10L"	832
"ARHGEF11"	3323
"ARHGEF12"	12669
"ARHGEF15"	16
"ARHGEF16"	30
"ARHGEF17"	2490
"ARHGEF18"	1726
"ARHGEF19"	9
"ARHGEF2"	3938
"ARHGEF25"	2127
"ARHGEF26"	957
"ARHGEF26-AS1"	301
"ARHGEF28"	668
"ARHGEF3"	2173
"ARHGEF3-AS1"	0
"ARHGEF33"	156
"ARHGEF34P"	1
"ARHGEF35"	3
"ARHGEF37"	2329
"ARHGEF38"	2
"ARHGEF38-IT1"	0
"ARHGEF39"	3
"ARHGEF4"	3228
"ARHGEF40"	993
"ARHGEF5"	12
"ARHGEF6"	2016
"ARHGEF7"	4313
"ARHGEF7-AS1"	0
"ARHGEF7-AS2"	21
"ARHGEF9"	6644
"ARHGEF9-IT1"	11
"ARID1A"	3461
"ARID1B"	2787
"ARID2"	1640
"ARID3A"	51
"ARID3B"	70
"ARID3C"	18
"ARID4A"	2556
"ARID4B"	4122
"ARID5A"	317
"ARID5B"	3819
"ARIH1"	2749
"ARIH2"	1629
"ARIH2OS"	25
"ARL1"	2134
"ARL10"	366
"ARL11"	18
"ARL13A"	0
"ARL13B"	350
"ARL14"	0
"ARL14EP"	863
"ARL14EPL"	0
"ARL15"	260
"ARL16"	305
"ARL17A"	430
"ARL17B"	389
"ARL2"	940
"ARL2-SNX15"	765
"ARL2BP"	1182
"ARL3"	1322
"ARL4A"	461
"ARL4C"	1424
"ARL4D"	127
"ARL5A"	1101
"ARL5B"	990
"ARL5C"	2
"ARL6"	554
"ARL6IP1"	8934
"ARL6IP4"	1975
"ARL6IP5"	3155
"ARL6IP6"	275
"ARL8A"	2614
"ARL8B"	3444
"ARL9"	28
"ARMC1"	1231
"ARMC10"	1006
"ARMC12"	18
"ARMC2"	395
"ARMC2-AS1"	0
"ARMC3"	39
"ARMC4"	33
"ARMC4P1"	11
"ARMC5"	355
"ARMC6"	446
"ARMC7"	163
"ARMC8"	1542
"ARMC9"	503
"ARMCX1"	638
"ARMCX2"	961
"ARMCX3"	2871
"ARMCX4"	1131
"ARMCX5"	291
"ARMCX5-GPRASP2"	2753
"ARMCX6"	283
"ARMS2"	0
"ARMT1"	560
"ARNT"	1097
"ARNT2"	13410
"ARNTL"	781
"ARNTL2"	753
"ARNTL2-AS1"	0
"ARPC1A"	1451
"ARPC1B"	311
"ARPC2"	2322
"ARPC3"	1450
"ARPC4"	1042
"ARPC4-TTLL3"	572
"ARPC5"	1495
"ARPC5L"	706
"ARPIN"	1295
"ARPP19"	10014
"ARPP21"	2596
"ARR3"	0
"ARRB1"	7468
"ARRB2"	1140
"ARRDC1"	117
"ARRDC1-AS1"	233
"ARRDC2"	3125
"ARRDC3"	1904
"ARRDC3-AS1"	32
"ARRDC4"	2501
"ARRDC5"	0
"ARSA"	653
"ARSB"	438
"ARSD"	273
"ARSD-AS1"	8
"ARSE"	22
"ARSF"	80
"ARSG"	230
"ARSH"	0
"ARSI"	39
"ARSJ"	130
"ARSK"	194
"ART1"	1
"ART3"	87
"ART4"	0
"ART5"	1
"ARTN"	4
"ARV1"	323
"ARVCF"	437
"ARX"	257
"AS-PTPRE"	0
"AS3MT"	109
"ASAH1"	2383
"ASAH2"	21
"ASAH2B"	228
"ASAP1"	2570
"ASAP1-IT1"	22
"ASAP1-IT2"	17
"ASAP2"	1509
"ASAP3"	817
"ASB1"	2260
"ASB10"	0
"ASB11"	1
"ASB12"	1
"ASB13"	482
"ASB14"	4
"ASB15"	0
"ASB16"	5
"ASB16-AS1"	56
"ASB17"	0
"ASB18"	5
"ASB2"	149
"ASB3"	441
"ASB4"	75
"ASB5"	10
"ASB6"	650
"ASB7"	494
"ASB8"	822
"ASB9"	1
