gene/TE	../../STAR_v252_mapping/CGND_12856/HRA-00084-2_PE.bam
"ADAMTS12"	17
"ADAMTS13"	129
"ADAMTS14"	70
"ADAMTS15"	7
"ADAMTS16"	167
"ADAMTS17"	129
"ADAMTS18"	124
"ADAMTS19"	234
"ADAMTS19-AS1"	9
"ADAMTS2"	187
"ADAMTS20"	14
"ADAMTS3"	159
"ADAMTS4"	621
"ADAMTS5"	91
"ADAMTS6"	137
"ADAMTS7"	16
"ADAMTS7P1"	44
"ADAMTS8"	154
"ADAMTS9"	418
"ADAMTS9-AS1"	8
"ADAMTS9-AS2"	156
"ADAMTSL1"	79
"ADAMTSL2"	214
"ADAMTSL3"	264
"ADAMTSL4"	16
"ADAMTSL4-AS1"	15
"ADAMTSL5"	11
"ADAP1"	1193
"ADAP2"	116
"ADAR"	5685
"ADARB1"	1294
"ADARB2"	1156
"ADARB2-AS1"	19
"ADAT1"	595
"ADAT2"	125
"ADAT3"	40
"ADCK1"	98
"ADCK2"	268
"ADCK5"	56
"ADCY1"	9502
"ADCY10"	79
"ADCY10P1"	296
"ADCY2"	3121
"ADCY3"	1058
"ADCY4"	51
"ADCY5"	1872
"ADCY6"	605
"ADCY7"	324
"ADCY8"	467
"ADCY9"	975
"ADCYAP1"	237
"ADCYAP1R1"	3601
"ADD1"	5518
"ADD2"	3049
"ADD3"	7113
"ADD3-AS1"	35
"ADGB"	4
"ADGRA1"	661
"ADGRA1-AS1"	14
"ADGRA2"	283
"ADGRA3"	1068
"ADGRB1"	1598
"ADGRB2"	2976
"ADGRB3"	4690
"ADGRD1"	47
"ADGRD1-AS1"	0
"ADGRE1"	11
"ADGRE2"	54
"ADGRE3"	0
"ADGRE4P"	47
"ADGRE5"	95
"ADGRF1"	0
"ADGRF2"	20
"ADGRF3"	18
"ADGRF4"	9
"ADGRF5"	895
"ADGRG1"	1929
"ADGRG2"	13
"ADGRG3"	8
"ADGRG4"	3
"ADGRG5"	5
"ADGRG6"	152
"ADGRG7"	0
"ADGRL1"	5269
"ADGRL2"	3023
"ADGRL3"	5465
"ADGRL3-AS1"	0
"ADGRL4"	264
"ADGRV1"	6161
"ADH1A"	0
"ADH1B"	70
"ADH1C"	0
"ADH4"	0
"ADH5"	967
"ADH6"	0
"ADH7"	0
"ADHFE1"	248
"ADI1"	494
"ADIG"	0
"ADIPOQ"	0
"ADIPOQ-AS1"	0
"ADIPOR1"	884
"ADIPOR2"	2742
"ADIRF"	91
"ADK"	423
"ADM"	70
"ADM2"	0
"ADM5"	12
"ADNP"	2506
"ADNP-AS1"	14
"ADNP2"	706
"ADO"	946
"ADORA1"	687
"ADORA2A"	30
"ADORA2A-AS1"	0
"ADORA2B"	76
"ADORA3"	83
"ADPGK"	302
"ADPGK-AS1"	8
"ADPRH"	38
"ADPRHL1"	96
"ADPRHL2"	146
"ADPRM"	85
"ADRA1A"	804
"ADRA1B"	196
"ADRA1D"	48
"ADRA2A"	175
"ADRA2B"	19
"ADRA2C"	45
"ADRB1"	317
"ADRB2"	67
"ADRB3"	13
"ADRM1"	325
"ADSL"	188
"ADSS"	1068
"ADSSL1"	51
"ADTRP"	33
"AEBP1"	793
"AEBP2"	1366
"AEN"	138
"AES"	4189
"AFAP1"	786
"AFAP1-AS1"	54
"AFAP1L1"	87
"AFAP1L2"	539
"AFDN"	3356
"AFDN-DT"	11
"AFF1"	2156
"AFF1-AS1"	85
"AFF2"	883
"AFF3"	2305
"AFF4"	5362
"AFG1L"	316
"AFG3L1P"	190
"AFG3L2"	901
"AFM"	0
"AFMID"	326
"AFP"	2
"AFTPH"	1569
"AGA"	143
"AGAP1"	6566
"AGAP1-IT1"	31
"AGAP11"	37
"AGAP12P"	58
"AGAP2"	5828
"AGAP2-AS1"	9
"AGAP3"	2283
"AGAP4"	377
"AGAP5"	116
"AGAP6"	229
"AGAP7P"	8
"AGAP9"	120
"AGBL1"	12
"AGBL1-AS1"	0
"AGBL2"	10
"AGBL3"	131
"AGBL4"	285
"AGBL4-IT1"	86
"AGBL5"	210
"AGBL5-AS1"	0
"AGER"	21
"AGFG1"	3072
"AGFG2"	428
"AGGF1"	1191
"AGK"	562
"AGL"	1299
"AGMAT"	49
"AGMO"	20
"AGO1"	1639
"AGO2"	2747
"AGO3"	976
"AGO4"	1078
"AGPAT1"	950
"AGPAT2"	65
"AGPAT3"	2828
"AGPAT4"	1625
"AGPAT4-IT1"	100
"AGPAT5"	1065
"AGPS"	1497
"AGR2"	2
"AGR3"	0
"AGRN"	1011
"AGRP"	0
"AGT"	1620
"AGTPBP1"	3662
"AGTR1"	5
"AGTR2"	0
"AGTRAP"	40
"AGXT"	0
"AGXT2"	0
"AHCTF1"	3007
"AHCTF1P1"	15
"AHCY"	478
"AHCYL1"	6940
"AHCYL2"	2125
"AHDC1"	1489
"AHI1"	3343
"AHNAK"	15839
"AHNAK2"	2161
"AHR"	915
"AHRR"	113
"AHSA1"	1346
"AHSA2P"	936
"AHSG"	2
"AHSP"	0
"AICDA"	0
"AIDA"	1157
"AIF1"	53
"AIF1L"	1906
"AIFM1"	250
"AIFM2"	120
"AIFM3"	756
"AIG1"	715
"AIM2"	5
"AIMP1"	419
"AIMP2"	95
"AIP"	282
"AIPL1"	1
"AIRE"	10
"AIRN"	12
"AJAP1"	946
"AJM1"	939
"AJUBA"	25
"AK1"	369
"AK2"	920
"AK3"	1083
"AK4"	2003
"AK5"	5198
"AK6"	173
"AK7"	48
"AK8"	17
"AK9"	604
"AKAIN1"	18
"AKAP1"	898
"AKAP10"	1222
"AKAP11"	13195
"AKAP12"	6406
"AKAP13"	1762
"AKAP14"	6
"AKAP17A"	158
"AKAP2"	782
"AKAP3"	65
"AKAP4"	0
"AKAP5"	1033
"AKAP6"	8633
"AKAP7"	539
"AKAP8"	306
"AKAP8L"	784
"AKAP9"	6065
"AKIP1"	130
"AKIRIN1"	1415
"AKIRIN2"	627
"AKNA"	418
"AKNAD1"	12
"AKR1A1"	222
"AKR1B1"	628
"AKR1B10"	0
"AKR1B15"	0
"AKR1C1"	88
"AKR1C2"	99
"AKR1C3"	89
"AKR1C4"	0
"AKR1C6P"	0
"AKR1C8P"	0
"AKR1D1"	0
"AKR1E2"	162
"AKR7A2"	446
"AKR7A2P1"	6
"AKR7A3"	31
"AKR7L"	22
"AKT1"	824
"AKT1S1"	378
"AKT2"	720
"AKT3"	6897
"AKTIP"	1037
"ALAD"	1227
"ALAS1"	523
"ALAS2"	21
"ALB"	5
"ALCAM"	3564
"ALDH16A1"	68
"ALDH18A1"	440
"ALDH1A1"	909
"ALDH1A2"	78
"ALDH1A3"	161
"ALDH1B1"	177
"ALDH1L1"	702
"ALDH1L1-AS1"	2
"ALDH1L1-AS2"	35
"ALDH1L2"	448
"ALDH2"	2201
"ALDH3A1"	3
"ALDH3A2"	1536
"ALDH3B1"	18
"ALDH3B2"	0
"ALDH4A1"	724
"ALDH5A1"	1874
"ALDH6A1"	3500
"ALDH7A1"	1375
"ALDH8A1"	132
"ALDH9A1"	850
"ALDOA"	6959
"ALDOB"	4
"ALDOC"	4730
"ALG1"	171
"ALG10"	208
"ALG10B"	591
"ALG11"	329
"ALG12"	213
"ALG13"	1074
"ALG14"	67
"ALG1L"	17
"ALG1L2"	0
"ALG1L9P"	71
"ALG2"	329
"ALG3"	96
"ALG5"	144
"ALG6"	193
"ALG8"	238
"ALG9"	601
"ALK"	184
"ALKAL1"	2
"ALKAL2"	18
"ALKBH1"	160
"ALKBH2"	64
"ALKBH3"	181
"ALKBH3-AS1"	0
"ALKBH4"	149
"ALKBH5"	1893
"ALKBH6"	108
"ALKBH7"	112
"ALKBH8"	249
"ALLC"	4
"ALMS1"	3905
"ALMS1-IT1"	56
"ALMS1P1"	62
"ALOX12"	5
"ALOX12-AS1"	64
"ALOX12B"	2
"ALOX12P2"	74
"ALOX15"	5
"ALOX15B"	15
"ALOX15P1"	12
"ALOX5"	91
"ALOX5AP"	60
"ALOXE3"	22
"ALPI"	0
"ALPK1"	126
"ALPK2"	12
"ALPK3"	157
"ALPL"	360
"ALPP"	1
"ALPPL2"	0
"ALS2"	2053
"ALS2CL"	125
"ALS2CR12"	252
"ALX1"	1
"ALX3"	2
"ALX4"	7
"ALYREF"	148
"AMACR"	146
"AMBN"	1
"AMBP"	0
"AMBRA1"	850
"AMD1"	2599
"AMDHD1"	14
"AMDHD2"	138
"AMELX"	0
"AMELY"	0
"AMER1"	264
"AMER2"	10420
"AMER3"	801
"AMFR"	1721
"AMH"	18
"AMHR2"	0
"AMIGO1"	1090
"AMIGO2"	106
"AMIGO3"	23
"AMMECR1"	219
"AMMECR1L"	381
"AMN"	0
"AMN1"	658
"AMOT"	2350
"AMOTL1"	1164
"AMOTL2"	1354
"AMPD1"	0
"AMPD2"	822
"AMPD3"	701
"AMPH"	2502
"AMT"	63
"AMTN"	0
"AMY1A"	4
"AMY1B"	4
"AMY1C"	0
"AMY2A"	32
"AMY2B"	871
"AMZ1"	274
"AMZ2"	1045
"AMZ2P1"	336
"ANAPC1"	1422
"ANAPC10"	214
"ANAPC11"	166
"ANAPC13"	372
"ANAPC15"	129
"ANAPC16"	571
"ANAPC1P1"	3
"ANAPC2"	310
"ANAPC4"	701
"ANAPC5"	1414
"ANAPC7"	669
"ANG"	10
"ANGEL1"	717
"ANGEL2"	1169
"ANGPT1"	192
"ANGPT2"	386
"ANGPT4"	9
"ANGPTL1"	47
"ANGPTL2"	191
"ANGPTL3"	0
"ANGPTL4"	339
"ANGPTL5"	5
"ANGPTL6"	9
"ANGPTL7"	1
"ANGPTL8"	1
"ANHX"	0
"ANK1"	853
"ANK2"	27015
"ANK3"	14415
"ANKAR"	409
"ANKDD1A"	328
"ANKDD1B"	30
"ANKEF1"	57
"ANKFN1"	65
"ANKFY1"	2208
"ANKH"	3288
"ANKHD1"	1394
"ANKHD1-EIF4EBP3"	1336
"ANKIB1"	3328
"ANKK1"	12
"ANKLE1"	23
"ANKLE2"	721
"ANKMY1"	139
"ANKMY2"	660
"ANKRA2"	177
"ANKRD1"	0
"ANKRD10"	1416
"ANKRD11"	3839
"ANKRD12"	6546
"ANKRD13A"	737
"ANKRD13B"	508
"ANKRD13C"	1123
"ANKRD13D"	403
"ANKRD16"	273
"ANKRD17"	6032
"ANKRD18A"	878
"ANKRD18B"	341
"ANKRD18CP"	368
"ANKRD18DP"	56
"ANKRD19P"	223
"ANKRD2"	28
"ANKRD20A1"	145
"ANKRD20A11P"	6
"ANKRD20A12P"	21
"ANKRD20A19P"	4
"ANKRD20A2"	118
"ANKRD20A3"	405
"ANKRD20A4"	335
"ANKRD20A4-ANKRD20A20P"	1129
"ANKRD20A5P"	315
"ANKRD20A8P"	46
"ANKRD20A9P"	5
"ANKRD22"	4
"ANKRD23"	158
"ANKRD24"	664
"ANKRD26"	2188
"ANKRD26P1"	8
"ANKRD26P3"	35
"ANKRD27"	696
"ANKRD28"	2068
"ANKRD29"	308
"ANKRD30A"	20
"ANKRD30B"	260
"ANKRD30BL"	378
"ANKRD30BP2"	0
"ANKRD30BP3"	0
"ANKRD31"	59
"ANKRD33"	1
"ANKRD33B"	1698
"ANKRD34A"	458
"ANKRD34B"	30
"ANKRD34C"	182
"ANKRD34C-AS1"	49
"ANKRD35"	116
"ANKRD36"	4976
"ANKRD36B"	2310
"ANKRD36BP1"	0
"ANKRD36BP2"	381
"ANKRD36C"	3756
"ANKRD37"	237
"ANKRD39"	83
"ANKRD40"	3941
"ANKRD42"	632
"ANKRD44"	723
"ANKRD44-IT1"	65
"ANKRD45"	167
"ANKRD46"	1103
"ANKRD49"	236
"ANKRD50"	1058
"ANKRD52"	1581
"ANKRD53"	2
"ANKRD54"	242
"ANKRD55"	31
"ANKRD6"	510
"ANKRD60"	0
"ANKRD61"	8
"ANKRD62"	163
"ANKRD62P1-PARP4P3"	36
"ANKRD63"	58
"ANKRD65"	228
"ANKRD66"	1
"ANKRD7"	66
"ANKRD9"	731
"ANKS1A"	904
"ANKS1B"	4847
"ANKS3"	190
"ANKS4B"	2
"ANKS6"	497
"ANKUB1"	3
"ANKZF1"	314
"ANLN"	6118
"ANO1"	66
"ANO1-AS2"	0
"ANO10"	376
"ANO2"	83
"ANO3"	1074
"ANO4"	1108
"ANO5"	2251
"ANO6"	857
"ANO7"	23
"ANO8"	485
"ANO9"	0
"ANOS1"	579
"ANP32A"	1221
"ANP32A-IT1"	72
"ANP32AP1"	0
"ANP32B"	1159
"ANP32C"	27
"ANP32D"	4
"ANP32E"	1418
"ANPEP"	17
"ANTXR1"	1490
"ANTXR2"	200
"ANTXRL"	1
"ANTXRLP1"	0
"ANXA1"	322
"ANXA10"	0
"ANXA11"	1080
"ANXA13"	5
"ANXA2"	503
"ANXA2P1"	1
"ANXA2P2"	3
"ANXA2P3"	12
"ANXA2R"	10
"ANXA3"	350
"ANXA4"	322
"ANXA5"	1067
"ANXA6"	2486
"ANXA7"	1259
"ANXA8"	0
"ANXA8L1"	0
"ANXA9"	0
"AOAH"	112
"AOAH-IT1"	5
"AOC1"	0
"AOC2"	65
"AOC3"	31
"AOC4P"	1
"AOX1"	35
"AOX3P-AOX2P"	1
"AP1AR"	495
"AP1B1"	1403
"AP1B1P1"	0
"AP1G1"	2427
"AP1G2"	375
"AP1M1"	790
"AP1M2"	1
"AP1S1"	418
"AP1S2"	707
"AP1S3"	110
"AP2A1"	1757
"AP2A2"	1594
"AP2B1"	6683
"AP2M1"	2993
"AP2S1"	343
"AP3B1"	986
"AP3B2"	1344
"AP3D1"	2200
"AP3M1"	754
"AP3M2"	1190
"AP3S1"	726
"AP3S2"	585
"AP4B1"	423
"AP4B1-AS1"	3
"AP4E1"	609
"AP4M1"	101
"AP4S1"	550
"AP5B1"	533
"AP5M1"	1374
"AP5S1"	103
"AP5Z1"	246
"APAF1"	520
"APBA1"	3745
"APBA2"	2717
"APBA3"	132
"APBB1"	3145
"APBB1IP"	216
"APBB2"	2789
"APBB3"	259
"APC"	14448
"APC2"	6087
"APCDD1"	555
"APCDD1L"	0
"APCDD1L-AS1"	4
"APCS"	0
"APEH"	513
"APELA"	0
"APEX1"	420
"APEX2"	81
"APH1A"	440
"APH1B"	575
"API5"	1933
"APIP"	308
"APLF"	356
"APLN"	248
"APLNR"	992
"APLP1"	6874
"APLP2"	6325
"APMAP"	825
"APOA1"	7
"APOA1-AS"	2
"APOA2"	0
"APOA4"	0
"APOA5"	0
"APOB"	18
"APOBEC1"	0
"APOBEC2"	0
"APOBEC3A"	1
"APOBEC3A_B"	1
"APOBEC3B"	0
"APOBEC3B-AS1"	0
"APOBEC3C"	20
"APOBEC3D"	2
"APOBEC3F"	18
"APOBEC3G"	15
"APOBEC3H"	2
"APOBEC4"	0
"APOBR"	32
"APOC1"	68
"APOC1P1"	1
"APOC2"	35
"APOC3"	0
"APOC4"	0
"APOC4-APOC2"	35
"APOD"	2831
"APOE"	3014
"APOF"	0
"APOH"	2
"APOL1"	158
"APOL2"	789
"APOL3"	94
"APOL4"	52
"APOL5"	1
"APOL6"	486
"APOLD1"	1266
"APOM"	7
"APOO"	186
"APOOL"	1077
"APOOP5"	0
"APOPT1"	194
"APP"	19557
"APPBP2"	2128
"APPL1"	2286
"APPL2"	1023
"APRT"	83
"APTR"	105
"APTX"	365
"AQP1"	1299
"AQP10"	0
"AQP11"	81
"AQP12A"	0
"AQP12B"	0
"AQP2"	0
"AQP3"	6
"AQP4"	14990
"AQP4-AS1"	174
"AQP5"	10
"AQP6"	14
"AQP7"	6
"AQP7P1"	15
"AQP7P3"	2
"AQP8"	1
"AQP9"	77
"AQR"	1326
"AR"	143
"ARAF"	282
"ARAP1"	691
"ARAP1-AS2"	0
"ARAP2"	7077
"ARAP3"	123
"ARC"	207
"ARCN1"	1792
"AREG"	0
"AREL1"	904
"ARF1"	2762
"ARF3"	5071
"ARF4"	745
"ARF4-AS1"	12
"ARF5"	556
"ARF6"	736
"ARFGAP1"	608
"ARFGAP2"	734
"ARFGAP3"	557
"ARFGEF1"	2595
"ARFGEF2"	3293
"ARFGEF3"	7083
"ARFIP1"	568
"ARFIP2"	360
"ARFRP1"	230
"ARG1"	18
"ARG2"	179
"ARGFX"	1
"ARGFXP2"	0
"ARGLU1"	2581
"ARHGAP1"	955
"ARHGAP10"	366
"ARHGAP11A"	58
"ARHGAP11B"	15
"ARHGAP12"	1569
"ARHGAP15"	41
"ARHGAP17"	456
"ARHGAP18"	242
"ARHGAP19"	249
"ARHGAP19-SLIT1"	178
"ARHGAP20"	946
"ARHGAP21"	13359
"ARHGAP22"	339
"ARHGAP22-IT1"	17
"ARHGAP23"	3235
"ARHGAP24"	192
"ARHGAP25"	130
"ARHGAP26"	5256
"ARHGAP26-AS1"	0
"ARHGAP26-IT1"	87
"ARHGAP27"	218
"ARHGAP27P1"	131
"ARHGAP27P1-BPTFP1-KPNA2P3"	457
"ARHGAP27P2"	7
"ARHGAP28"	66
"ARHGAP29"	1198
"ARHGAP30"	81
"ARHGAP31"	987
"ARHGAP31-AS1"	3
"ARHGAP32"	8015
"ARHGAP33"	657
"ARHGAP35"	6169
"ARHGAP36"	17
"ARHGAP39"	808
"ARHGAP4"	88
"ARHGAP40"	0
"ARHGAP42"	494
"ARHGAP44"	1523
"ARHGAP45"	143
"ARHGAP5"	13223
"ARHGAP5-AS1"	66
"ARHGAP6"	97
"ARHGAP8"	7
"ARHGAP9"	60
"ARHGDIA"	1502
"ARHGDIB"	151
"ARHGDIG"	357
"ARHGEF1"	271
"ARHGEF10"	1426
"ARHGEF10L"	577
"ARHGEF11"	2485
"ARHGEF12"	9294
"ARHGEF15"	57
"ARHGEF16"	15
"ARHGEF17"	1933
"ARHGEF18"	846
"ARHGEF19"	14
"ARHGEF2"	1922
"ARHGEF25"	1080
"ARHGEF26"	796
"ARHGEF26-AS1"	237
"ARHGEF28"	514
"ARHGEF3"	1481
"ARHGEF3-AS1"	0
"ARHGEF33"	166
"ARHGEF34P"	7
"ARHGEF35"	1
"ARHGEF37"	774
"ARHGEF38"	1
"ARHGEF38-IT1"	0
"ARHGEF39"	2
"ARHGEF4"	2227
"ARHGEF40"	555
"ARHGEF5"	5
"ARHGEF6"	1169
"ARHGEF7"	4616
"ARHGEF7-AS1"	0
"ARHGEF7-AS2"	24
"ARHGEF9"	3499
"ARHGEF9-IT1"	36
"ARID1A"	2544
"ARID1B"	2331
"ARID2"	1285
"ARID3A"	74
"ARID3B"	82
"ARID3C"	8
"ARID4A"	1616
"ARID4B"	2259
"ARID5A"	178
"ARID5B"	2834
"ARIH1"	2120
"ARIH2"	1123
"ARIH2OS"	10
"ARL1"	1416
"ARL10"	354
"ARL11"	7
"ARL13A"	0
"ARL13B"	312
"ARL14"	0
"ARL14EP"	670
"ARL14EPL"	0
"ARL15"	433
"ARL16"	142
"ARL17A"	422
"ARL17B"	571
"ARL2"	310
"ARL2-SNX15"	282
"ARL2BP"	757
"ARL3"	830
"ARL4A"	619
"ARL4C"	1059
"ARL4D"	76
"ARL5A"	1183
"ARL5B"	1184
"ARL5C"	0
"ARL6"	648
"ARL6IP1"	5497
"ARL6IP4"	652
"ARL6IP5"	2047
"ARL6IP6"	276
"ARL8A"	1100
"ARL8B"	2743
"ARL9"	16
"ARMC1"	1125
"ARMC10"	540
"ARMC12"	5
"ARMC2"	467
"ARMC2-AS1"	0
"ARMC3"	55
"ARMC4"	18
"ARMC4P1"	22
"ARMC5"	198
"ARMC6"	216
"ARMC7"	92
"ARMC8"	1235
"ARMC9"	771
"ARMCX1"	387
"ARMCX2"	748
"ARMCX3"	1800
"ARMCX4"	1016
"ARMCX5"	232
"ARMCX5-GPRASP2"	2053
"ARMCX6"	160
"ARMS2"	0
"ARMT1"	443
"ARNT"	880
"ARNT2"	7949
"ARNTL"	878
"ARNTL2"	779
"ARNTL2-AS1"	0
"ARPC1A"	773
"ARPC1B"	174
"ARPC2"	1216
"ARPC3"	852
"ARPC4"	471
"ARPC4-TTLL3"	301
"ARPC5"	929
"ARPC5L"	334
"ARPIN"	585
"ARPP19"	8658
"ARPP21"	3104
"ARR3"	0
"ARRB1"	4691
"ARRB2"	468
"ARRDC1"	102
"ARRDC1-AS1"	110
"ARRDC2"	750
"ARRDC3"	1342
"ARRDC3-AS1"	22
"ARRDC4"	1621
"ARRDC5"	4
"ARSA"	307
"ARSB"	355
"ARSD"	134
"ARSD-AS1"	7
"ARSE"	28
"ARSF"	45
"ARSG"	169
"ARSH"	0
"ARSI"	31
"ARSJ"	159
"ARSK"	247
"ART1"	0
"ART3"	204
"ART4"	3
"ART5"	0
"ARTN"	8
"ARV1"	255
"ARVCF"	289
"ARX"	184
"AS-PTPRE"	0
"AS3MT"	57
"ASAH1"	1581
"ASAH2"	38
"ASAH2B"	139
"ASAP1"	2506
"ASAP1-IT1"	60
"ASAP1-IT2"	52
"ASAP2"	1199
"ASAP3"	388
"ASB1"	1175
"ASB10"	0
"ASB11"	1
"ASB12"	2
"ASB13"	303
"ASB14"	1
"ASB15"	0
"ASB16"	2
"ASB16-AS1"	46
"ASB17"	0
"ASB18"	5
"ASB2"	77
"ASB3"	455
"ASB4"	40
"ASB5"	31
"ASB6"	451
"ASB7"	433
"ASB8"	473
"ASB9"	3
"ASB9P1"	0
"ASCC1"	520
"ASCC2"	299
"ASCC3"	1620
"ASCL1"	268
"ASCL2"	10
"ASCL3"	0
"ASCL4"	0
"ASCL5"	1
