gene/TE	../../STAR_v252_mapping/CGND_12856/HRA-00014-2_PE.bam
"ACVRL1"	131
"ACY1"	23
"ACY3"	5
"ACYP1"	176
"ACYP2"	444
"ADA"	52
"ADA2"	83
"ADAD1"	0
"ADAD2"	3
"ADAL"	194
"ADAM10"	2430
"ADAM11"	988
"ADAM12"	124
"ADAM15"	379
"ADAM17"	628
"ADAM18"	1
"ADAM19"	304
"ADAM1A"	126
"ADAM2"	0
"ADAM20"	243
"ADAM20P1"	223
"ADAM21"	21
"ADAM21P1"	1
"ADAM22"	6294
"ADAM23"	3240
"ADAM28"	125
"ADAM29"	5
"ADAM30"	0
"ADAM32"	283
"ADAM33"	23
"ADAM3A"	0
"ADAM3B"	5
"ADAM5"	3
"ADAM6"	0
"ADAM7"	0
"ADAM8"	29
"ADAM9"	1406
"ADAMDEC1"	0
"ADAMTS1"	716
"ADAMTS10"	208
"ADAMTS12"	9
"ADAMTS13"	110
"ADAMTS14"	101
"ADAMTS15"	8
"ADAMTS16"	101
"ADAMTS17"	111
"ADAMTS18"	180
"ADAMTS19"	255
"ADAMTS19-AS1"	9
"ADAMTS2"	122
"ADAMTS20"	10
"ADAMTS3"	203
"ADAMTS4"	519
"ADAMTS5"	45
"ADAMTS6"	75
"ADAMTS7"	15
"ADAMTS7P1"	39
"ADAMTS8"	235
"ADAMTS9"	351
"ADAMTS9-AS1"	6
"ADAMTS9-AS2"	76
"ADAMTSL1"	77
"ADAMTSL2"	192
"ADAMTSL3"	315
"ADAMTSL4"	13
"ADAMTSL4-AS1"	14
"ADAMTSL5"	8
"ADAP1"	975
"ADAP2"	36
"ADAR"	6886
"ADARB1"	1304
"ADARB2"	1054
"ADARB2-AS1"	13
"ADAT1"	646
"ADAT2"	119
"ADAT3"	49
"ADCK1"	105
"ADCK2"	252
"ADCK5"	52
"ADCY1"	9365
"ADCY10"	63
"ADCY10P1"	322
"ADCY2"	3175
"ADCY3"	1132
"ADCY4"	24
"ADCY5"	1659
"ADCY6"	645
"ADCY7"	245
"ADCY8"	401
"ADCY9"	849
"ADCYAP1"	206
"ADCYAP1R1"	3019
"ADD1"	5624
"ADD2"	3882
"ADD3"	6234
"ADD3-AS1"	35
"ADGB"	3
"ADGRA1"	569
"ADGRA1-AS1"	17
"ADGRA2"	149
"ADGRA3"	833
"ADGRB1"	1364
"ADGRB2"	2576
"ADGRB3"	5561
"ADGRD1"	46
"ADGRD1-AS1"	0
"ADGRE1"	7
"ADGRE2"	47
"ADGRE3"	1
"ADGRE4P"	7
"ADGRE5"	62
"ADGRF1"	0
"ADGRF2"	8
"ADGRF3"	16
"ADGRF4"	7
"ADGRF5"	752
"ADGRG1"	1635
"ADGRG2"	3
"ADGRG3"	1
"ADGRG4"	3
"ADGRG5"	4
"ADGRG6"	86
"ADGRG7"	2
"ADGRL1"	4629
"ADGRL2"	2796
"ADGRL3"	6006
"ADGRL3-AS1"	0
"ADGRL4"	110
"ADGRV1"	5957
"ADH1A"	0
"ADH1B"	36
"ADH1C"	1
"ADH4"	1
"ADH5"	1192
"ADH6"	0
"ADH7"	0
"ADHFE1"	252
"ADI1"	482
"ADIG"	3
"ADIPOQ"	1
"ADIPOQ-AS1"	0
"ADIPOR1"	895
"ADIPOR2"	2461
"ADIRF"	73
"ADK"	417
"ADM"	39
"ADM2"	0
"ADM5"	1
"ADNP"	2715
"ADNP-AS1"	8
"ADNP2"	725
"ADO"	982
"ADORA1"	758
"ADORA2A"	24
"ADORA2A-AS1"	0
"ADORA2B"	102
"ADORA3"	31
"ADPGK"	350
"ADPGK-AS1"	16
"ADPRH"	26
"ADPRHL1"	120
"ADPRHL2"	150
"ADPRM"	95
"ADRA1A"	629
"ADRA1B"	147
"ADRA1D"	22
"ADRA2A"	172
"ADRA2B"	10
"ADRA2C"	38
"ADRB1"	363
"ADRB2"	73
"ADRB3"	7
"ADRM1"	334
"ADSL"	222
"ADSS"	1226
"ADSSL1"	47
"ADTRP"	78
"AEBP1"	496
"AEBP2"	1491
"AEN"	126
"AES"	3494
"AFAP1"	694
"AFAP1-AS1"	39
"AFAP1L1"	62
"AFAP1L2"	446
"AFDN"	3179
"AFDN-DT"	15
"AFF1"	1814
"AFF1-AS1"	81
"AFF2"	1088
"AFF3"	2383
"AFF4"	6054
"AFG1L"	334
"AFG3L1P"	170
"AFG3L2"	1057
"AFM"	2
"AFMID"	309
"AFP"	8
"AFTPH"	2075
"AGA"	122
"AGAP1"	6573
"AGAP1-IT1"	34
"AGAP11"	31
"AGAP12P"	63
"AGAP2"	4893
"AGAP2-AS1"	12
"AGAP3"	2224
"AGAP4"	338
"AGAP5"	101
"AGAP6"	249
"AGAP7P"	7
"AGAP9"	112
"AGBL1"	2
"AGBL1-AS1"	1
"AGBL2"	3
"AGBL3"	136
"AGBL4"	343
"AGBL4-IT1"	84
"AGBL5"	200
"AGBL5-AS1"	0
"AGER"	11
"AGFG1"	3126
"AGFG2"	462
"AGGF1"	1425
"AGK"	713
"AGL"	1310
"AGMAT"	51
"AGMO"	21
"AGO1"	1717
"AGO2"	2785
"AGO3"	994
"AGO4"	999
"AGPAT1"	938
"AGPAT2"	65
"AGPAT3"	2547
"AGPAT4"	1969
"AGPAT4-IT1"	96
"AGPAT5"	1192
"AGPS"	1584
"AGR2"	1
"AGR3"	0
"AGRN"	919
"AGRP"	2
"AGT"	1558
"AGTPBP1"	4296
"AGTR1"	0
"AGTR2"	0
"AGTRAP"	66
"AGXT"	2
"AGXT2"	0
"AHCTF1"	3327
"AHCTF1P1"	9
"AHCY"	497
"AHCYL1"	6717
"AHCYL2"	2229
"AHDC1"	1265
"AHI1"	3164
"AHNAK"	12919
"AHNAK2"	2253
"AHR"	991
"AHRR"	105
"AHSA1"	1536
"AHSA2P"	952
"AHSG"	8
"AHSP"	1
"AICDA"	0
"AIDA"	1241
"AIF1"	33
"AIF1L"	1368
"AIFM1"	270
"AIFM2"	88
"AIFM3"	520
"AIG1"	715
"AIM2"	3
"AIMP1"	408
"AIMP2"	81
"AIP"	289
"AIPL1"	0
"AIRE"	6
"AIRN"	13
"AJAP1"	979
"AJM1"	759
"AJUBA"	14
"AK1"	378
"AK2"	846
"AK3"	1110
"AK4"	2311
"AK5"	7306
"AK6"	215
"AK7"	62
"AK8"	19
"AK9"	667
"AKAIN1"	25
"AKAP1"	858
"AKAP10"	1428
"AKAP11"	16513
"AKAP12"	6707
"AKAP13"	1812
"AKAP14"	7
"AKAP17A"	148
"AKAP2"	736
"AKAP3"	61
"AKAP4"	0
"AKAP5"	1494
"AKAP6"	10956
"AKAP7"	517
"AKAP8"	417
"AKAP8L"	868
"AKAP9"	6537
"AKIP1"	142
"AKIRIN1"	1337
"AKIRIN2"	692
"AKNA"	306
"AKNAD1"	10
"AKR1A1"	260
"AKR1B1"	704
"AKR1B10"	0
"AKR1B15"	0
"AKR1C1"	80
"AKR1C2"	79
"AKR1C3"	72
"AKR1C4"	0
"AKR1C6P"	0
"AKR1C8P"	0
"AKR1D1"	0
"AKR1E2"	150
"AKR7A2"	405
"AKR7A2P1"	4
"AKR7A3"	34
"AKR7L"	15
"AKT1"	722
"AKT1S1"	284
"AKT2"	653
"AKT3"	8774
"AKTIP"	1168
"ALAD"	1161
"ALAS1"	588
"ALAS2"	11
"ALB"	173
"ALCAM"	3391
"ALDH16A1"	78
"ALDH18A1"	434
"ALDH1A1"	755
"ALDH1A2"	48
"ALDH1A3"	242
"ALDH1B1"	175
"ALDH1L1"	638
"ALDH1L1-AS1"	1
"ALDH1L1-AS2"	27
"ALDH1L2"	400
"ALDH2"	2222
"ALDH3A1"	1
"ALDH3A2"	1864
"ALDH3B1"	14
"ALDH3B2"	0
"ALDH4A1"	560
"ALDH5A1"	1999
"ALDH6A1"	3464
"ALDH7A1"	1334
"ALDH8A1"	119
"ALDH9A1"	876
"ALDOA"	8813
"ALDOB"	20
"ALDOC"	5551
"ALG1"	192
"ALG10"	262
"ALG10B"	730
"ALG11"	366
"ALG12"	175
"ALG13"	1029
"ALG14"	84
"ALG1L"	15
"ALG1L2"	0
"ALG1L9P"	64
"ALG2"	360
"ALG3"	108
"ALG5"	161
"ALG6"	238
"ALG8"	251
"ALG9"	737
"ALK"	151
"ALKAL1"	0
"ALKAL2"	13
"ALKBH1"	167
"ALKBH2"	88
"ALKBH3"	210
"ALKBH3-AS1"	0
"ALKBH4"	130
"ALKBH5"	1907
"ALKBH6"	117
"ALKBH7"	113
"ALKBH8"	276
"ALLC"	1
"ALMS1"	3370
"ALMS1-IT1"	38
"ALMS1P1"	65
"ALOX12"	0
"ALOX12-AS1"	80
"ALOX12B"	10
"ALOX12P2"	81
"ALOX15"	11
"ALOX15B"	17
"ALOX15P1"	19
"ALOX5"	62
"ALOX5AP"	25
"ALOXE3"	21
"ALPI"	0
"ALPK1"	112
"ALPK2"	3
"ALPK3"	118
"ALPL"	167
"ALPP"	0
"ALPPL2"	0
"ALS2"	2478
"ALS2CL"	102
"ALS2CR12"	183
"ALX1"	0
"ALX3"	0
"ALX4"	0
"ALYREF"	135
"AMACR"	173
"AMBN"	0
"AMBP"	6
"AMBRA1"	952
"AMD1"	3295
"AMDHD1"	10
"AMDHD2"	150
"AMELX"	0
"AMELY"	0
"AMER1"	310
"AMER2"	11228
"AMER3"	862
"AMFR"	1820
"AMH"	13
"AMHR2"	0
"AMIGO1"	1487
"AMIGO2"	119
"AMIGO3"	13
"AMMECR1"	182
"AMMECR1L"	369
"AMN"	3
"AMN1"	738
"AMOT"	1906
"AMOTL1"	912
"AMOTL2"	1269
"AMPD1"	0
"AMPD2"	808
"AMPD3"	636
"AMPH"	3162
"AMT"	62
"AMTN"	0
"AMY1A"	3
"AMY1B"	3
"AMY1C"	0
"AMY2A"	26
"AMY2B"	766
"AMZ1"	185
"AMZ2"	1090
"AMZ2P1"	392
"ANAPC1"	1701
"ANAPC10"	221
"ANAPC11"	208
"ANAPC13"	512
"ANAPC15"	117
"ANAPC16"	565
"ANAPC1P1"	2
"ANAPC2"	265
"ANAPC4"	777
"ANAPC5"	1625
"ANAPC7"	728
"ANG"	6
"ANGEL1"	742
"ANGEL2"	1282
"ANGPT1"	126
"ANGPT2"	242
"ANGPT4"	5
"ANGPTL1"	43
"ANGPTL2"	125
"ANGPTL3"	1
"ANGPTL4"	427
"ANGPTL5"	6
"ANGPTL6"	12
"ANGPTL7"	2
"ANGPTL8"	1
"ANHX"	0
"ANK1"	519
"ANK2"	35772
"ANK3"	16600
"ANKAR"	415
"ANKDD1A"	318
"ANKDD1B"	40
"ANKEF1"	55
"ANKFN1"	64
"ANKFY1"	2051
"ANKH"	3347
"ANKHD1"	1409
"ANKHD1-EIF4EBP3"	1348
"ANKIB1"	3377
"ANKK1"	12
"ANKLE1"	14
"ANKLE2"	774
"ANKMY1"	156
"ANKMY2"	861
"ANKRA2"	218
"ANKRD1"	1
"ANKRD10"	1461
"ANKRD11"	3201
"ANKRD12"	6834
"ANKRD13A"	652
"ANKRD13B"	403
"ANKRD13C"	1188
"ANKRD13D"	298
"ANKRD16"	295
"ANKRD17"	6547
"ANKRD18A"	818
"ANKRD18B"	284
"ANKRD18CP"	326
"ANKRD18DP"	51
"ANKRD19P"	179
"ANKRD2"	29
"ANKRD20A1"	107
"ANKRD20A11P"	9
"ANKRD20A12P"	13
"ANKRD20A19P"	2
"ANKRD20A2"	109
"ANKRD20A3"	331
"ANKRD20A4"	250
"ANKRD20A4-ANKRD20A20P"	884
"ANKRD20A5P"	156
"ANKRD20A8P"	32
"ANKRD20A9P"	5
"ANKRD22"	1
"ANKRD23"	116
"ANKRD24"	642
"ANKRD26"	1834
"ANKRD26P1"	2
"ANKRD26P3"	9
"ANKRD27"	715
"ANKRD28"	2175
"ANKRD29"	263
"ANKRD30A"	7
"ANKRD30B"	255
"ANKRD30BL"	340
"ANKRD30BP2"	0
"ANKRD30BP3"	0
"ANKRD31"	52
"ANKRD33"	0
"ANKRD33B"	1863
"ANKRD34A"	502
"ANKRD34B"	19
"ANKRD34C"	294
"ANKRD34C-AS1"	44
"ANKRD35"	121
"ANKRD36"	4883
"ANKRD36B"	2207
"ANKRD36BP1"	0
"ANKRD36BP2"	440
"ANKRD36C"	3683
"ANKRD37"	179
"ANKRD39"	100
"ANKRD40"	3502
"ANKRD42"	642
"ANKRD44"	639
"ANKRD44-IT1"	62
"ANKRD45"	160
"ANKRD46"	1390
"ANKRD49"	219
"ANKRD50"	1279
"ANKRD52"	1583
"ANKRD53"	2
"ANKRD54"	236
"ANKRD55"	27
"ANKRD6"	528
"ANKRD60"	0
"ANKRD61"	3
"ANKRD62"	92
"ANKRD62P1-PARP4P3"	16
"ANKRD63"	72
"ANKRD65"	233
"ANKRD66"	1
"ANKRD7"	53
"ANKRD9"	631
"ANKS1A"	712
"ANKS1B"	5158
"ANKS3"	153
"ANKS4B"	4
"ANKS6"	498
"ANKUB1"	3
"ANKZF1"	306
"ANLN"	5003
"ANO1"	35
"ANO1-AS2"	0
"ANO10"	443
"ANO2"	59
"ANO3"	1776
"ANO4"	1127
"ANO5"	2414
"ANO6"	585
"ANO7"	23
"ANO8"	426
"ANO9"	0
"ANOS1"	676
"ANP32A"	1189
"ANP32A-IT1"	73
"ANP32AP1"	0
"ANP32B"	915
"ANP32C"	47
"ANP32D"	2
"ANP32E"	1427
"ANPEP"	7
"ANTXR1"	1069
"ANTXR2"	165
"ANTXRL"	1
"ANTXRLP1"	0
"ANXA1"	180
"ANXA10"	0
"ANXA11"	1175
"ANXA13"	2
"ANXA2"	160
"ANXA2P1"	1
"ANXA2P2"	1
"ANXA2P3"	12
"ANXA2R"	13
"ANXA3"	163
"ANXA4"	264
"ANXA5"	795
"ANXA6"	3462
"ANXA7"	1440
"ANXA8"	1
"ANXA8L1"	1
"ANXA9"	2
"AOAH"	79
"AOAH-IT1"	3
"AOC1"	0
"AOC2"	67
"AOC3"	9
"AOC4P"	0
"AOX1"	36
"AOX3P-AOX2P"	3
"AP1AR"	585
"AP1B1"	1348
"AP1B1P1"	0
"AP1G1"	3025
"AP1G2"	268
"AP1M1"	879
"AP1M2"	4
"AP1S1"	584
"AP1S2"	889
"AP1S3"	94
"AP2A1"	1976
"AP2A2"	1872
"AP2B1"	9086
"AP2M1"	4101
"AP2S1"	545
"AP3B1"	917
"AP3B2"	1512
"AP3D1"	2058
"AP3M1"	779
"AP3M2"	1845
"AP3S1"	857
"AP3S2"	639
"AP4B1"	439
"AP4B1-AS1"	6
"AP4E1"	624
"AP4M1"	97
"AP4S1"	750
"AP5B1"	453
"AP5M1"	1520
"AP5S1"	123
"AP5Z1"	203
"APAF1"	554
"APBA1"	4170
"APBA2"	3024
"APBA3"	104
"APBB1"	3856
"APBB1IP"	133
"APBB2"	2553
"APBB3"	359
"APC"	15042
"APC2"	4763
"APCDD1"	410
"APCDD1L"	0
"APCDD1L-AS1"	6
"APCS"	1
"APEH"	585
"APELA"	1
"APEX1"	457
"APEX2"	94
"APH1A"	385
"APH1B"	525
"API5"	2452
"APIP"	304
"APLF"	354
"APLN"	188
"APLNR"	655
"APLP1"	6738
"APLP2"	7710
"APMAP"	1059
"APOA1"	8
"APOA1-AS"	1
"APOA2"	3
"APOA4"	0
"APOA5"	0
"APOB"	113
"APOBEC1"	0
"APOBEC2"	0
"APOBEC3A"	0
"APOBEC3A_B"	0
"APOBEC3B"	0
"APOBEC3B-AS1"	0
"APOBEC3C"	7
"APOBEC3D"	4
"APOBEC3F"	15
"APOBEC3G"	5
"APOBEC3H"	0
"APOBEC4"	0
"APOBR"	12
"APOC1"	39
"APOC1P1"	1
"APOC2"	8
"APOC3"	6
"APOC4"	0
"APOC4-APOC2"	8
"APOD"	2062
"APOE"	2253
"APOF"	0
"APOH"	20
"APOL1"	91
"APOL2"	1032
"APOL3"	56
"APOL4"	65
"APOL5"	0
"APOL6"	446
"APOLD1"	697
"APOM"	7
"APOO"	280
"APOOL"	1203
"APOOP5"	0
"APOPT1"	211
"APP"	24312
"APPBP2"	2656
"APPL1"	2567
"APPL2"	926
"APRT"	79
"APTR"	101
"APTX"	406
"AQP1"	1419
"AQP10"	0
"AQP11"	120
"AQP12A"	0
"AQP12B"	0
"AQP2"	0
"AQP3"	0
"AQP4"	16370
"AQP4-AS1"	152
"AQP5"	3
"AQP6"	10
"AQP7"	5
"AQP7P1"	10
"AQP7P3"	2
"AQP8"	1
"AQP9"	62
"AQR"	1514
"AR"	87
"ARAF"	225
"ARAP1"	563
"ARAP1-AS2"	0
"ARAP2"	7743
"ARAP3"	54
"ARC"	148
"ARCN1"	2075
"AREG"	0
"AREL1"	1058
"ARF1"	2735
"ARF3"	6679
"ARF4"	859
"ARF4-AS1"	16
"ARF5"	686
"ARF6"	655
"ARFGAP1"	633
"ARFGAP2"	921
"ARFGAP3"	572
"ARFGEF1"	2872
"ARFGEF2"	3929
"ARFGEF3"	7830
"ARFIP1"	540
"ARFIP2"	471
"ARFRP1"	243
"ARG1"	7
"ARG2"	203
"ARGFX"	0
"ARGFXP2"	0
"ARGLU1"	2320
"ARHGAP1"	975
"ARHGAP10"	217
"ARHGAP11A"	54
"ARHGAP11B"	15
"ARHGAP12"	1493
"ARHGAP15"	25
"ARHGAP17"	457
"ARHGAP18"	159
"ARHGAP19"	231
"ARHGAP19-SLIT1"	161
"ARHGAP20"	1179
"ARHGAP21"	14111
"ARHGAP22"	274
"ARHGAP22-IT1"	19
"ARHGAP23"	2610
"ARHGAP24"	149
"ARHGAP25"	91
"ARHGAP26"	6324
"ARHGAP26-AS1"	1
"ARHGAP26-IT1"	88
"ARHGAP27"	121
"ARHGAP27P1"	119
"ARHGAP27P1-BPTFP1-KPNA2P3"	369
"ARHGAP27P2"	7
"ARHGAP28"	92
"ARHGAP29"	981
"ARHGAP30"	39
"ARHGAP31"	641
"ARHGAP31-AS1"	1
"ARHGAP32"	9889
"ARHGAP33"	552
"ARHGAP35"	5984
"ARHGAP36"	11
"ARHGAP39"	671
"ARHGAP4"	53
"ARHGAP40"	2
"ARHGAP42"	376
"ARHGAP44"	1546
"ARHGAP45"	71
"ARHGAP5"	13247
"ARHGAP5-AS1"	74
"ARHGAP6"	67
"ARHGAP8"	7
"ARHGAP9"	56
"ARHGDIA"	1319
"ARHGDIB"	69
"ARHGDIG"	534
"ARHGEF1"	226
"ARHGEF10"	1341
"ARHGEF10L"	431
"ARHGEF11"	2489
"ARHGEF12"	11038
"ARHGEF15"	29
"ARHGEF16"	15
"ARHGEF17"	1759
"ARHGEF18"	774
"ARHGEF19"	5
"ARHGEF2"	1915
"ARHGEF25"	1330
"ARHGEF26"	746
"ARHGEF26-AS1"	230
"ARHGEF28"	531
"ARHGEF3"	1846
"ARHGEF3-AS1"	2
"ARHGEF33"	165
"ARHGEF34P"	0
"ARHGEF35"	1
"ARHGEF37"	698
"ARHGEF38"	0
"ARHGEF38-IT1"	0
"ARHGEF39"	2
"ARHGEF4"	1773
"ARHGEF40"	436
"ARHGEF5"	2
"ARHGEF6"	1017
"ARHGEF7"	5044
"ARHGEF7-AS1"	0
"ARHGEF7-AS2"	15
"ARHGEF9"	5132
"ARHGEF9-IT1"	33
"ARID1A"	2270
"ARID1B"	2382
"ARID2"	1272
"ARID3A"	57
"ARID3B"	66
"ARID3C"	8
"ARID4A"	1762
"ARID4B"	2291
"ARID5A"	175
"ARID5B"	3254
"ARIH1"	2406
"ARIH2"	1284
"ARIH2OS"	12
"ARL1"	1694
"ARL10"	452
"ARL11"	2
"ARL13A"	0
"ARL13B"	269
"ARL14"	0
"ARL14EP"	890
"ARL14EPL"	0
"ARL15"	430
"ARL16"	128
"ARL17A"	424
"ARL17B"	489
"ARL2"	306
"ARL2-SNX15"	293
"ARL2BP"	882
"ARL3"	883
"ARL4A"	710
"ARL4C"	1100
"ARL4D"	81
"ARL5A"	1200
"ARL5B"	1430
"ARL5C"	2
"ARL6"	755
"ARL6IP1"	7688
"ARL6IP4"	662
"ARL6IP5"	2706
"ARL6IP6"	251
"ARL8A"	1070
"ARL8B"	3604
"ARL9"	12
"ARMC1"	1322
"ARMC10"	710
"ARMC12"	8
"ARMC2"	439
"ARMC2-AS1"	0
"ARMC3"	33
"ARMC4"	10
"ARMC4P1"	14
"ARMC5"	166
"ARMC6"	261
"ARMC7"	96
"ARMC8"	1403
"ARMC9"	783
"ARMCX1"	518
"ARMCX2"	941
"ARMCX3"	2464
"ARMCX4"	1222
"ARMCX5"	251
"ARMCX5-GPRASP2"	2650
"ARMCX6"	141
"ARMS2"	0
"ARMT1"	528
"ARNT"	824
"ARNT2"	8286
"ARNTL"	910
"ARNTL2"	812
"ARNTL2-AS1"	0
"ARPC1A"	871
"ARPC1B"	81
"ARPC2"	1337
"ARPC3"	850
"ARPC4"	539
"ARPC4-TTLL3"	316
"ARPC5"	864
"ARPC5L"	426
"ARPIN"	524
"ARPP19"	10757
"ARPP21"	3882
"ARR3"	1
"ARRB1"	4304
"ARRB2"	462
"ARRDC1"	95
"ARRDC1-AS1"	128
"ARRDC2"	668
"ARRDC3"	1225
"ARRDC3-AS1"	9
"ARRDC4"	1295
"ARRDC5"	2
"ARSA"	291
"ARSB"	410
"ARSD"	83
"ARSD-AS1"	4
"ARSE"	33
"ARSF"	33
"ARSG"	181
"ARSH"	0
"ARSI"	27
"ARSJ"	190
"ARSK"	285
"ART1"	0
"ART3"	268
"ART4"	0
"ART5"	0
"ARTN"	7
"ARV1"	297
"ARVCF"	269
"ARX"	134
"AS-PTPRE"	0
"AS3MT"	61
"ASAH1"	1580
"ASAH2"	52
"ASAH2B"	191
"ASAP1"	2378
"ASAP1-IT1"	60
"ASAP1-IT2"	38
"ASAP2"	1191
"ASAP3"	365
"ASB1"	1161
"ASB10"	1
"ASB11"	0
"ASB12"	3
"ASB13"	312
"ASB14"	0
"ASB15"	0
"ASB16"	2
"ASB16-AS1"	40
"ASB17"	0
"ASB18"	3
"ASB2"	95
"ASB3"	458
"ASB4"	38
"ASB5"	22
"ASB6"	471
"ASB7"	488
"ASB8"	619
"ASB9"	2
"ASB9P1"	0
"ASCC1"	567
"ASCC2"	226
"ASCC3"	1658
"ASCL1"	183
"ASCL2"	6
"ASCL3"	0
"ASCL4"	0
"ASCL5"	2
