gene/TE	../../STAR_v252_mapping/CGND_12893/HRA-00387-b38_PE.bam
"ADORA2B"	49
"ADORA3"	98
"ADPGK"	284
"ADPGK-AS1"	9
"ADPRH"	57
"ADPRHL1"	34
"ADPRHL2"	116
"ADPRM"	104
"ADRA1A"	655
"ADRA1B"	47
"ADRA1D"	3
"ADRA2A"	83
"ADRA2B"	24
"ADRA2C"	22
"ADRB1"	85
"ADRB2"	70
"ADRB3"	2
"ADRM1"	236
"ADSL"	189
"ADSS"	863
"ADSSL1"	51
"ADTRP"	18
"AEBP1"	2002
"AEBP2"	719
"AEN"	76
"AES"	1612
"AFAP1"	247
"AFAP1-AS1"	9
"AFAP1L1"	30
"AFAP1L2"	141
"AFDN"	2581
"AFDN-DT"	25
"AFF1"	2134
"AFF1-AS1"	77
"AFF2"	202
"AFF3"	443
"AFF4"	3961
"AFG1L"	189
"AFG3L1P"	124
"AFG3L2"	390
"AFM"	0
"AFMID"	385
"AFP"	0
"AFTPH"	869
"AGA"	145
"AGAP1"	4915
"AGAP1-IT1"	23
"AGAP11"	105
"AGAP12P"	25
"AGAP2"	1081
"AGAP2-AS1"	33
"AGAP3"	790
"AGAP4"	184
"AGAP5"	109
"AGAP6"	104
"AGAP7P"	3
"AGAP9"	64
"AGBL1"	9
"AGBL1-AS1"	0
"AGBL2"	15
"AGBL3"	97
"AGBL4"	42
"AGBL4-IT1"	18
"AGBL5"	222
"AGBL5-AS1"	1
"AGER"	11
"AGFG1"	1566
"AGFG2"	355
"AGGF1"	824
"AGK"	257
"AGL"	658
"AGMAT"	8
"AGMO"	5
"AGO1"	1334
"AGO2"	2607
"AGO3"	834
"AGO4"	907
"AGPAT1"	909
"AGPAT2"	53
"AGPAT3"	1926
"AGPAT4"	769
"AGPAT4-IT1"	99
"AGPAT5"	925
"AGPS"	1026
"AGR2"	0
"AGR3"	0
"AGRN"	264
"AGRP"	3
"AGT"	2373
"AGTPBP1"	7466
"AGTR1"	2
"AGTR2"	0
"AGTRAP"	211
"AGXT"	0
"AGXT2"	0
"AHCTF1"	2214
"AHCTF1P1"	4
"AHCY"	535
"AHCYL1"	11369
"AHCYL2"	2167
"AHDC1"	538
"AHI1"	1482
"AHNAK"	35316
"AHNAK2"	1020
"AHR"	692
"AHRR"	59
"AHSA1"	939
"AHSA2P"	919
"AHSG"	1
"AHSP"	0
"AICDA"	1
"AIDA"	1052
"AIF1"	84
"AIF1L"	2836
"AIFM1"	158
"AIFM2"	129
"AIFM3"	623
"AIG1"	458
"AIM2"	3
"AIMP1"	416
"AIMP2"	58
"AIP"	305
"AIPL1"	0
"AIRE"	4
"AIRN"	2
"AJAP1"	314
"AJM1"	294
"AJUBA"	30
"AK1"	620
"AK2"	876
"AK3"	869
"AK4"	1277
"AK5"	2157
"AK6"	79
"AK7"	35
"AK8"	23
"AK9"	529
"AKAIN1"	1
"AKAP1"	595
"AKAP10"	901
"AKAP11"	6131
"AKAP12"	2099
"AKAP13"	1413
"AKAP14"	2
"AKAP17A"	97
"AKAP2"	380
"AKAP3"	94
"AKAP4"	0
"AKAP5"	127
"AKAP6"	4387
"AKAP7"	443
"AKAP8"	203
"AKAP8L"	451
"AKAP9"	4958
"AKIP1"	102
"AKIRIN1"	1280
"AKIRIN2"	308
"AKNA"	292
"AKNAD1"	8
"AKR1A1"	199
"AKR1B1"	470
"AKR1B10"	3
"AKR1B15"	1
"AKR1C1"	59
"AKR1C2"	66
"AKR1C3"	177
"AKR1C4"	0
"AKR1C6P"	0
"AKR1C8P"	0
"AKR1D1"	0
"AKR1E2"	71
"AKR7A2"	518
"AKR7A2P1"	1
"AKR7A3"	22
"AKR7L"	18
"AKT1"	641
"AKT1S1"	411
"AKT2"	688
"AKT3"	4293
"AKTIP"	725
"ALAD"	2090
"ALAS1"	187
"ALAS2"	10
"ALB"	4
"ALCAM"	2977
"ALDH16A1"	91
"ALDH18A1"	219
"ALDH1A1"	1225
"ALDH1A2"	66
"ALDH1A3"	54
"ALDH1B1"	44
"ALDH1L1"	1076
"ALDH1L1-AS1"	0
"ALDH1L1-AS2"	35
"ALDH1L2"	215
"ALDH2"	1573
"ALDH3A1"	0
"ALDH3A2"	1804
"ALDH3B1"	44
"ALDH3B2"	0
"ALDH4A1"	885
"ALDH5A1"	798
"ALDH6A1"	3436
"ALDH7A1"	1325
"ALDH8A1"	65
"ALDH9A1"	732
"ALDOA"	3551
"ALDOB"	2
"ALDOC"	1358
"ALG1"	86
"ALG10"	108
"ALG10B"	424
"ALG11"	262
"ALG12"	187
"ALG13"	544
"ALG14"	67
"ALG1L"	6
"ALG1L2"	0
"ALG1L9P"	62
"ALG2"	196
"ALG3"	59
"ALG5"	117
"ALG6"	120
"ALG8"	186
"ALG9"	386
"ALK"	59
"ALKAL1"	0
"ALKAL2"	5
"ALKBH1"	116
"ALKBH2"	41
"ALKBH3"	115
"ALKBH3-AS1"	0
"ALKBH4"	67
"ALKBH5"	1189
"ALKBH6"	96
"ALKBH7"	194
"ALKBH8"	150
"ALLC"	1
"ALMS1"	4770
"ALMS1-IT1"	45
"ALMS1P1"	47
"ALOX12"	1
"ALOX12-AS1"	77
"ALOX12B"	0
"ALOX12P2"	21
"ALOX15"	4
"ALOX15B"	32
"ALOX15P1"	8
"ALOX5"	104
"ALOX5AP"	83
"ALOXE3"	1
"ALPI"	0
"ALPK1"	141
"ALPK2"	0
"ALPK3"	119
"ALPL"	154
"ALPP"	0
"ALPPL2"	0
"ALS2"	1055
"ALS2CL"	30
"ALS2CR12"	117
"ALX1"	0
"ALX3"	2
"ALX4"	0
"ALYREF"	93
"AMACR"	77
"AMBN"	0
"AMBP"	0
"AMBRA1"	517
"AMD1"	2557
"AMDHD1"	3
"AMDHD2"	137
"AMELX"	0
"AMELY"	0
"AMER1"	140
"AMER2"	12510
"AMER3"	90
"AMFR"	1945
"AMH"	3
"AMHR2"	0
"AMIGO1"	259
"AMIGO2"	66
"AMIGO3"	22
"AMMECR1"	74
"AMMECR1L"	321
"AMN"	0
"AMN1"	281
"AMOT"	3143
"AMOTL1"	1017
"AMOTL2"	933
"AMPD1"	0
"AMPD2"	268
"AMPD3"	872
"AMPH"	336
"AMT"	43
"AMTN"	0
"AMY1A"	4
"AMY1B"	4
"AMY1C"	0
"AMY2A"	24
"AMY2B"	589
"AMZ1"	108
"AMZ2"	976
"AMZ2P1"	250
"ANAPC1"	816
"ANAPC10"	127
"ANAPC11"	192
"ANAPC13"	203
"ANAPC15"	92
"ANAPC16"	670
"ANAPC1P1"	0
"ANAPC2"	159
"ANAPC4"	454
"ANAPC5"	1344
"ANAPC7"	333
"ANG"	30
"ANGEL1"	513
"ANGEL2"	839
"ANGPT1"	332
"ANGPT2"	181
"ANGPT4"	6
"ANGPTL1"	69
"ANGPTL2"	138
"ANGPTL3"	0
"ANGPTL4"	210
"ANGPTL5"	4
"ANGPTL6"	8
"ANGPTL7"	3
"ANGPTL8"	1
"ANHX"	0
"ANK1"	124
"ANK2"	11587
"ANK3"	9813
"ANKAR"	556
"ANKDD1A"	110
"ANKDD1B"	22
"ANKEF1"	47
"ANKFN1"	173
"ANKFY1"	2303
"ANKH"	1680
"ANKHD1"	1332
"ANKHD1-EIF4EBP3"	1313
"ANKIB1"	4606
"ANKK1"	5
"ANKLE1"	11
"ANKLE2"	498
"ANKMY1"	110
"ANKMY2"	286
"ANKRA2"	166
"ANKRD1"	0
"ANKRD10"	1045
"ANKRD11"	2275
"ANKRD12"	5024
"ANKRD13A"	785
"ANKRD13B"	260
"ANKRD13C"	686
"ANKRD13D"	154
"ANKRD16"	103
"ANKRD17"	4142
"ANKRD18A"	1366
"ANKRD18B"	64
"ANKRD18CP"	111
"ANKRD18DP"	4
"ANKRD19P"	50
"ANKRD2"	5
"ANKRD20A1"	73
"ANKRD20A11P"	6
"ANKRD20A12P"	62
"ANKRD20A19P"	1
"ANKRD20A2"	47
"ANKRD20A3"	186
"ANKRD20A4"	57
"ANKRD20A4-ANKRD20A20P"	285
"ANKRD20A5P"	83
"ANKRD20A8P"	28
"ANKRD20A9P"	5
"ANKRD22"	28
"ANKRD23"	104
"ANKRD24"	114
"ANKRD26"	1401
"ANKRD26P1"	3
"ANKRD26P3"	64
"ANKRD27"	708
"ANKRD28"	1840
"ANKRD29"	50
"ANKRD30A"	0
"ANKRD30B"	76
"ANKRD30BL"	60
"ANKRD30BP2"	0
"ANKRD30BP3"	0
"ANKRD31"	68
"ANKRD33"	0
"ANKRD33B"	330
"ANKRD34A"	56
"ANKRD34B"	1
"ANKRD34C"	16
"ANKRD34C-AS1"	9
"ANKRD35"	111
"ANKRD36"	3761
"ANKRD36B"	1475
"ANKRD36BP1"	2
"ANKRD36BP2"	189
"ANKRD36C"	3748
"ANKRD37"	148
"ANKRD39"	52
"ANKRD40"	8503
"ANKRD42"	149
"ANKRD44"	725
"ANKRD44-IT1"	83
"ANKRD45"	148
"ANKRD46"	635
"ANKRD49"	166
"ANKRD50"	624
"ANKRD52"	627
"ANKRD53"	6
"ANKRD54"	209
"ANKRD55"	14
"ANKRD6"	376
"ANKRD60"	0
"ANKRD61"	1
"ANKRD62"	32
"ANKRD62P1-PARP4P3"	7
"ANKRD63"	14
"ANKRD65"	241
"ANKRD66"	0
"ANKRD7"	21
"ANKRD9"	388
"ANKS1A"	477
"ANKS1B"	2156
"ANKS3"	111
"ANKS4B"	0
"ANKS6"	355
"ANKUB1"	4
"ANKZF1"	332
"ANLN"	13014
"ANO1"	6
"ANO1-AS2"	0
"ANO10"	304
"ANO2"	35
"ANO3"	62
"ANO4"	997
"ANO5"	429
"ANO6"	1035
"ANO7"	34
"ANO8"	223
"ANO9"	2
"ANOS1"	433
"ANP32A"	1830
"ANP32A-IT1"	100
"ANP32AP1"	0
"ANP32B"	3868
"ANP32C"	27
"ANP32D"	2
"ANP32E"	1619
"ANPEP"	11
"ANTXR1"	2387
"ANTXR2"	191
"ANTXRL"	1
"ANTXRLP1"	0
"ANXA1"	952
"ANXA10"	0
"ANXA11"	505
"ANXA13"	11
"ANXA2"	608
"ANXA2P1"	0
"ANXA2P2"	1
"ANXA2P3"	0
"ANXA2R"	7
"ANXA3"	69
"ANXA4"	507
"ANXA5"	1042
"ANXA6"	570
"ANXA7"	864
"ANXA8"	0
"ANXA8L1"	0
"ANXA9"	3
"AOAH"	117
"AOAH-IT1"	7
"AOC1"	0
"AOC2"	16
"AOC3"	12
"AOC4P"	0
"AOX1"	49
"AOX3P-AOX2P"	4
"AP1AR"	184
"AP1B1"	789
"AP1B1P1"	0
"AP1G1"	1490
"AP1G2"	106
"AP1M1"	344
"AP1M2"	0
"AP1S1"	153
"AP1S2"	486
"AP1S3"	33
"AP2A1"	625
"AP2A2"	554
"AP2B1"	4304
"AP2M1"	1299
"AP2S1"	199
"AP3B1"	1357
"AP3B2"	250
"AP3D1"	1265
"AP3M1"	632
"AP3M2"	535
"AP3S1"	325
"AP3S2"	434
"AP4B1"	307
"AP4B1-AS1"	2
"AP4E1"	491
"AP4M1"	80
"AP4S1"	240
"AP5B1"	263
"AP5M1"	689
"AP5S1"	76
"AP5Z1"	186
"APAF1"	463
"APBA1"	1118
"APBA2"	878
"APBA3"	134
"APBB1"	1663
"APBB1IP"	123
"APBB2"	1644
"APBB3"	106
"APC"	7630
"APC2"	2273
"APCDD1"	565
"APCDD1L"	0
"APCDD1L-AS1"	2
"APCS"	0
"APEH"	315
"APELA"	1
"APEX1"	203
"APEX2"	60
"APH1A"	462
"APH1B"	451
"API5"	996
"APIP"	309
"APLF"	571
"APLN"	548
"APLNR"	6725
"APLP1"	5463
"APLP2"	2744
"APMAP"	361
"APOA1"	5
"APOA1-AS"	0
"APOA2"	0
"APOA4"	0
"APOA5"	0
"APOB"	56
"APOBEC1"	0
"APOBEC2"	0
"APOBEC3A"	0
"APOBEC3A_B"	1
"APOBEC3B"	1
"APOBEC3B-AS1"	0
"APOBEC3C"	18
"APOBEC3D"	9
"APOBEC3F"	25
"APOBEC3G"	27
"APOBEC3H"	0
"APOBEC4"	0
"APOBR"	15
"APOC1"	163
"APOC1P1"	2
"APOC2"	50
"APOC3"	0
"APOC4"	2
"APOC4-APOC2"	52
"APOD"	2495
"APOE"	5115
"APOF"	0
"APOH"	0
"APOL1"	54
"APOL2"	338
"APOL3"	72
"APOL4"	32
"APOL5"	0
"APOL6"	556
"APOLD1"	732
"APOM"	16
"APOO"	83
"APOOL"	527
"APOOP5"	0
"APOPT1"	218
"APP"	10611
"APPBP2"	1458
"APPL1"	1591
"APPL2"	959
"APRT"	90
"APTR"	74
"APTX"	326
"AQP1"	3695
"AQP10"	1
"AQP11"	38
"AQP12A"	0
"AQP12B"	0
"AQP2"	0
"AQP3"	8
"AQP4"	18146
"AQP4-AS1"	241
"AQP5"	16
"AQP6"	4
"AQP7"	4
"AQP7P1"	15
"AQP7P3"	0
"AQP8"	1
"AQP9"	77
"AQR"	1009
"AR"	302
"ARAF"	275
"ARAP1"	825
"ARAP1-AS2"	0
"ARAP2"	10613
"ARAP3"	48
"ARC"	33
"ARCN1"	1213
"AREG"	0
"AREL1"	554
"ARF1"	1088
"ARF3"	2267
"ARF4"	341
"ARF4-AS1"	21
"ARF5"	262
"ARF6"	420
"ARFGAP1"	314
"ARFGAP2"	612
"ARFGAP3"	427
"ARFGEF1"	1903
"ARFGEF2"	1410
"ARFGEF3"	5164
"ARFIP1"	424
"ARFIP2"	202
"ARFRP1"	240
"ARG1"	5
"ARG2"	36
"ARGFX"	0
"ARGFXP2"	0
"ARGLU1"	1621
"ARHGAP1"	809
"ARHGAP10"	162
"ARHGAP11A"	129
"ARHGAP11B"	21
"ARHGAP12"	1229
"ARHGAP15"	35
"ARHGAP17"	532
"ARHGAP18"	151
"ARHGAP19"	380
"ARHGAP19-SLIT1"	131
"ARHGAP20"	165
"ARHGAP21"	15418
"ARHGAP22"	416
"ARHGAP22-IT1"	20
"ARHGAP23"	2642
"ARHGAP24"	189
"ARHGAP25"	65
"ARHGAP26"	1555
"ARHGAP26-AS1"	0
"ARHGAP26-IT1"	33
"ARHGAP27"	115
"ARHGAP27P1"	87
"ARHGAP27P1-BPTFP1-KPNA2P3"	340
"ARHGAP27P2"	3
"ARHGAP28"	33
"ARHGAP29"	556
"ARHGAP30"	112
"ARHGAP31"	934
"ARHGAP31-AS1"	14
"ARHGAP32"	2151
"ARHGAP33"	227
"ARHGAP35"	4159
"ARHGAP36"	4
"ARHGAP39"	269
"ARHGAP4"	69
"ARHGAP40"	1
"ARHGAP42"	802
"ARHGAP44"	292
"ARHGAP45"	129
"ARHGAP5"	15169
"ARHGAP5-AS1"	123
"ARHGAP6"	110
"ARHGAP8"	1
"ARHGAP9"	34
"ARHGDIA"	1055
"ARHGDIB"	146
"ARHGDIG"	119
"ARHGEF1"	238
"ARHGEF10"	1684
"ARHGEF10L"	426
"ARHGEF11"	803
"ARHGEF12"	5061
"ARHGEF15"	15
"ARHGEF16"	8
"ARHGEF17"	838
"ARHGEF18"	608
"ARHGEF19"	16
"ARHGEF2"	1389
"ARHGEF25"	295
"ARHGEF26"	862
"ARHGEF26-AS1"	125
"ARHGEF28"	172
"ARHGEF3"	387
"ARHGEF3-AS1"	0
"ARHGEF33"	95
"ARHGEF34P"	16
"ARHGEF35"	3
"ARHGEF37"	1827
"ARHGEF38"	0
"ARHGEF38-IT1"	0
"ARHGEF39"	1
"ARHGEF4"	1029
"ARHGEF40"	491
"ARHGEF5"	58
"ARHGEF6"	1273
"ARHGEF7"	2222
"ARHGEF7-AS1"	1
"ARHGEF7-AS2"	5
"ARHGEF9"	777
"ARHGEF9-IT1"	7
"ARID1A"	1809
"ARID1B"	1229
"ARID2"	1333
"ARID3A"	34
"ARID3B"	38
"ARID3C"	1
"ARID4A"	1194
"ARID4B"	2589
"ARID5A"	77
"ARID5B"	1449
"ARIH1"	1393
"ARIH2"	951
"ARIH2OS"	11
"ARL1"	633
"ARL10"	170
"ARL11"	16
"ARL13A"	0
"ARL13B"	252
"ARL14"	0
"ARL14EP"	347
"ARL14EPL"	0
"ARL15"	123
"ARL16"	115
"ARL17A"	509
"ARL17B"	114
"ARL2"	276
"ARL2-SNX15"	288
"ARL2BP"	466
"ARL3"	395
"ARL4A"	144
"ARL4C"	279
"ARL4D"	19
"ARL5A"	683
"ARL5B"	542
"ARL5C"	0
"ARL6"	150
"ARL6IP1"	2450
"ARL6IP4"	478
"ARL6IP5"	957
"ARL6IP6"	295
"ARL8A"	750
"ARL8B"	1126
"ARL9"	6
"ARMC1"	621
"ARMC10"	404
"ARMC12"	25
"ARMC2"	287
"ARMC2-AS1"	0
"ARMC3"	151
"ARMC4"	48
"ARMC4P1"	6
"ARMC5"	93
"ARMC6"	167
"ARMC7"	55
"ARMC8"	856
"ARMC9"	267
"ARMCX1"	190
"ARMCX2"	329
"ARMCX3"	1178
"ARMCX4"	522
"ARMCX5"	117
"ARMCX5-GPRASP2"	809
"ARMCX6"	129
"ARMS2"	0
"ARMT1"	160
"ARNT"	586
"ARNT2"	5075
"ARNTL"	300
"ARNTL2"	89
"ARNTL2-AS1"	0
"ARPC1A"	467
"ARPC1B"	180
"ARPC2"	638
"ARPC3"	502
"ARPC4"	348
"ARPC4-TTLL3"	243
"ARPC5"	725
"ARPC5L"	138
"ARPIN"	830
"ARPP19"	5806
"ARPP21"	568
"ARR3"	0
"ARRB1"	1940
"ARRB2"	366
"ARRDC1"	66
"ARRDC1-AS1"	95
"ARRDC2"	2014
"ARRDC3"	2335
"ARRDC3-AS1"	7
"ARRDC4"	7409
"ARRDC5"	2
"ARSA"	208
"ARSB"	265
"ARSD"	138
"ARSD-AS1"	7
"ARSE"	13
"ARSF"	14
"ARSG"	73
"ARSH"	0
"ARSI"	36
"ARSJ"	60
"ARSK"	114
"ART1"	1
"ART3"	198
"ART4"	0
"ART5"	1
"ARTN"	1
"ARV1"	156
"ARVCF"	311
"ARX"	69
"AS-PTPRE"	0
"AS3MT"	64
"ASAH1"	1485
"ASAH2"	8
"ASAH2B"	18
"ASAP1"	1176
"ASAP1-IT1"	39
"ASAP1-IT2"	34
"ASAP2"	735
"ASAP3"	441
"ASB1"	946
"ASB10"	0
"ASB11"	0
"ASB12"	0
"ASB13"	160
"ASB14"	4
"ASB15"	0
"ASB16"	2
"ASB16-AS1"	35
"ASB17"	0
"ASB18"	1
"ASB2"	5
"ASB3"	354
"ASB4"	163
"ASB5"	1
"ASB6"	211
"ASB7"	240
"ASB8"	275
"ASB9"	2
"ASB9P1"	0
"ASCC1"	458
"ASCC2"	295
"ASCC3"	1203
"ASCL1"	108
"ASCL2"	12
"ASCL3"	0
"ASCL4"	0
"ASCL5"	0
"ASDURF"	88
"ASF1A"	245
"ASF1B"	10
"ASGR1"	19
"ASGR2"	5
"ASH1L"	5723
"ASH1L-AS1"	30
"ASH2L"	401
