gene/TE	../../STAR_v252_mapping/CGND_12893/HRA-00338-b38_PE.bam
"ADRA1A"	588
"ADRA1B"	158
"ADRA1D"	57
"ADRA2A"	113
"ADRA2B"	6
"ADRA2C"	32
"ADRB1"	315
"ADRB2"	53
"ADRB3"	8
"ADRM1"	391
"ADSL"	201
"ADSS"	1145
"ADSSL1"	57
"ADTRP"	32
"AEBP1"	471
"AEBP2"	1214
"AEN"	150
"AES"	5030
"AFAP1"	806
"AFAP1-AS1"	26
"AFAP1L1"	47
"AFAP1L2"	444
"AFDN"	3560
"AFDN-DT"	16
"AFF1"	2086
"AFF1-AS1"	54
"AFF2"	958
"AFF3"	1994
"AFF4"	5131
"AFG1L"	308
"AFG3L1P"	190
"AFG3L2"	1055
"AFM"	0
"AFMID"	196
"AFP"	7
"AFTPH"	1585
"AGA"	94
"AGAP1"	6765
"AGAP1-IT1"	22
"AGAP11"	38
"AGAP12P"	76
"AGAP2"	6189
"AGAP2-AS1"	9
"AGAP3"	2720
"AGAP4"	327
"AGAP5"	105
"AGAP6"	274
"AGAP7P"	9
"AGAP9"	65
"AGBL1"	10
"AGBL1-AS1"	0
"AGBL2"	4
"AGBL3"	116
"AGBL4"	292
"AGBL4-IT1"	57
"AGBL5"	219
"AGBL5-AS1"	0
"AGER"	15
"AGFG1"	2462
"AGFG2"	416
"AGGF1"	1381
"AGK"	706
"AGL"	1548
"AGMAT"	55
"AGMO"	10
"AGO1"	1585
"AGO2"	2370
"AGO3"	779
"AGO4"	1111
"AGPAT1"	925
"AGPAT2"	64
"AGPAT3"	2895
"AGPAT4"	1304
"AGPAT4-IT1"	116
"AGPAT5"	810
"AGPS"	1167
"AGR2"	0
"AGR3"	1
"AGRN"	1192
"AGRP"	2
"AGT"	2123
"AGTPBP1"	4385
"AGTR1"	1
"AGTR2"	1
"AGTRAP"	42
"AGXT"	0
"AGXT2"	0
"AHCTF1"	3440
"AHCTF1P1"	9
"AHCY"	472
"AHCYL1"	8105
"AHCYL2"	2493
"AHDC1"	1380
"AHI1"	4592
"AHNAK"	9924
"AHNAK2"	2543
"AHR"	652
"AHRR"	97
"AHSA1"	1153
"AHSA2P"	584
"AHSG"	3
"AHSP"	0
"AICDA"	0
"AIDA"	1260
"AIF1"	63
"AIF1L"	1765
"AIFM1"	323
"AIFM2"	115
"AIFM3"	1020
"AIG1"	612
"AIM2"	8
"AIMP1"	421
"AIMP2"	96
"AIP"	301
"AIPL1"	0
"AIRE"	7
"AIRN"	17
"AJAP1"	618
"AJM1"	733
"AJUBA"	14
"AK1"	461
"AK2"	723
"AK3"	1040
"AK4"	1783
"AK5"	4969
"AK6"	256
"AK7"	56
"AK8"	29
"AK9"	665
"AKAIN1"	39
"AKAP1"	1145
"AKAP10"	1243
"AKAP11"	13051
"AKAP12"	8128
"AKAP13"	2022
"AKAP14"	5
"AKAP17A"	137
"AKAP2"	695
"AKAP3"	24
"AKAP4"	0
"AKAP5"	993
"AKAP6"	11561
"AKAP7"	588
"AKAP8"	449
"AKAP8L"	1088
"AKAP9"	6099
"AKIP1"	143
"AKIRIN1"	1187
"AKIRIN2"	671
"AKNA"	422
"AKNAD1"	3
"AKR1A1"	262
"AKR1B1"	712
"AKR1B10"	0
"AKR1B15"	0
"AKR1C1"	92
"AKR1C2"	40
"AKR1C3"	63
"AKR1C4"	0
"AKR1C6P"	2
"AKR1C8P"	0
"AKR1D1"	0
"AKR1E2"	167
"AKR7A2"	435
"AKR7A2P1"	9
"AKR7A3"	37
"AKR7L"	10
"AKT1"	886
"AKT1S1"	316
"AKT2"	738
"AKT3"	10370
"AKTIP"	1071
"ALAD"	1206
"ALAS1"	617
"ALAS2"	24
"ALB"	19
"ALCAM"	2294
"ALDH16A1"	77
"ALDH18A1"	490
"ALDH1A1"	903
"ALDH1A2"	32
"ALDH1A3"	342
"ALDH1B1"	146
"ALDH1L1"	1304
"ALDH1L1-AS1"	0
"ALDH1L1-AS2"	50
"ALDH1L2"	450
"ALDH2"	2926
"ALDH3A1"	2
"ALDH3A2"	1199
"ALDH3B1"	38
"ALDH3B2"	0
"ALDH4A1"	719
"ALDH5A1"	2127
"ALDH6A1"	3788
"ALDH7A1"	1785
"ALDH8A1"	179
"ALDH9A1"	772
"ALDOA"	10617
"ALDOB"	0
"ALDOC"	8442
"ALG1"	144
"ALG10"	170
"ALG10B"	449
"ALG11"	302
"ALG12"	172
"ALG13"	870
"ALG14"	86
"ALG1L"	24
"ALG1L2"	1
"ALG1L9P"	105
"ALG2"	302
"ALG3"	75
"ALG5"	161
"ALG6"	163
"ALG8"	204
"ALG9"	614
"ALK"	148
"ALKAL1"	2
"ALKAL2"	21
"ALKBH1"	176
"ALKBH2"	109
"ALKBH3"	280
"ALKBH3-AS1"	0
"ALKBH4"	147
"ALKBH5"	2160
"ALKBH6"	147
"ALKBH7"	146
"ALKBH8"	268
"ALLC"	1
"ALMS1"	4108
"ALMS1-IT1"	62
"ALMS1P1"	45
"ALOX12"	6
"ALOX12-AS1"	46
"ALOX12B"	29
"ALOX12P2"	88
"ALOX15"	3
"ALOX15B"	12
"ALOX15P1"	18
"ALOX5"	114
"ALOX5AP"	72
"ALOXE3"	28
"ALPI"	0
"ALPK1"	134
"ALPK2"	0
"ALPK3"	172
"ALPL"	95
"ALPP"	0
"ALPPL2"	0
"ALS2"	2398
"ALS2CL"	107
"ALS2CR12"	185
"ALX1"	1
"ALX3"	4
"ALX4"	1
"ALYREF"	137
"AMACR"	208
"AMBN"	0
"AMBP"	0
"AMBRA1"	921
"AMD1"	2645
"AMDHD1"	3
"AMDHD2"	99
"AMELX"	1
"AMELY"	0
"AMER1"	301
"AMER2"	5719
"AMER3"	806
"AMFR"	1571
"AMH"	30
"AMHR2"	1
"AMIGO1"	1270
"AMIGO2"	22
"AMIGO3"	25
"AMMECR1"	254
"AMMECR1L"	307
"AMN"	2
"AMN1"	711
"AMOT"	2121
"AMOTL1"	813
"AMOTL2"	745
"AMPD1"	0
"AMPD2"	1166
"AMPD3"	528
"AMPH"	3289
"AMT"	125
"AMTN"	0
"AMY1A"	2
"AMY1B"	2
"AMY1C"	0
"AMY2A"	31
"AMY2B"	885
"AMZ1"	293
"AMZ2"	1035
"AMZ2P1"	426
"ANAPC1"	1637
"ANAPC10"	186
"ANAPC11"	208
"ANAPC13"	605
"ANAPC15"	162
"ANAPC16"	446
"ANAPC1P1"	2
"ANAPC2"	280
"ANAPC4"	726
"ANAPC5"	1291
"ANAPC7"	668
"ANG"	8
"ANGEL1"	643
"ANGEL2"	840
"ANGPT1"	53
"ANGPT2"	138
"ANGPT4"	1
"ANGPTL1"	26
"ANGPTL2"	145
"ANGPTL3"	0
"ANGPTL4"	555
"ANGPTL5"	4
"ANGPTL6"	12
"ANGPTL7"	1
"ANGPTL8"	5
"ANHX"	0
"ANK1"	1251
"ANK2"	31776
"ANK3"	17836
"ANKAR"	373
"ANKDD1A"	444
"ANKDD1B"	9
"ANKEF1"	56
"ANKFN1"	39
"ANKFY1"	1721
"ANKH"	3166
"ANKHD1"	1491
"ANKHD1-EIF4EBP3"	1466
"ANKIB1"	3120
"ANKK1"	10
"ANKLE1"	19
"ANKLE2"	784
"ANKMY1"	150
"ANKMY2"	1039
"ANKRA2"	218
"ANKRD1"	6
"ANKRD10"	1280
"ANKRD11"	2966
"ANKRD12"	6953
"ANKRD13A"	708
"ANKRD13B"	351
"ANKRD13C"	1251
"ANKRD13D"	434
"ANKRD16"	305
"ANKRD17"	6269
"ANKRD18A"	484
"ANKRD18B"	296
"ANKRD18CP"	581
"ANKRD18DP"	28
"ANKRD19P"	122
"ANKRD2"	22
"ANKRD20A1"	140
"ANKRD20A11P"	58
"ANKRD20A12P"	51
"ANKRD20A19P"	4
"ANKRD20A2"	157
"ANKRD20A3"	486
"ANKRD20A4"	113
"ANKRD20A4-ANKRD20A20P"	541
"ANKRD20A5P"	206
"ANKRD20A8P"	46
"ANKRD20A9P"	16
"ANKRD22"	26
"ANKRD23"	140
"ANKRD24"	520
"ANKRD26"	2490
"ANKRD26P1"	2
"ANKRD26P3"	218
"ANKRD27"	705
"ANKRD28"	1714
"ANKRD29"	383
"ANKRD30A"	2
"ANKRD30B"	264
"ANKRD30BL"	312
"ANKRD30BP2"	1
"ANKRD30BP3"	0
"ANKRD31"	49
"ANKRD33"	1
"ANKRD33B"	1290
"ANKRD34A"	436
"ANKRD34B"	20
"ANKRD34C"	249
"ANKRD34C-AS1"	44
"ANKRD35"	153
"ANKRD36"	5410
"ANKRD36B"	2498
"ANKRD36BP1"	1
"ANKRD36BP2"	506
"ANKRD36C"	4063
"ANKRD37"	53
"ANKRD39"	115
"ANKRD40"	3527
"ANKRD42"	903
"ANKRD44"	477
"ANKRD44-IT1"	39
"ANKRD45"	184
"ANKRD46"	1361
"ANKRD49"	198
"ANKRD50"	912
"ANKRD52"	1258
"ANKRD53"	2
"ANKRD54"	206
"ANKRD55"	16
"ANKRD6"	288
"ANKRD60"	0
"ANKRD61"	2
"ANKRD62"	249
"ANKRD62P1-PARP4P3"	19
"ANKRD63"	19
"ANKRD65"	424
"ANKRD66"	1
"ANKRD7"	66
"ANKRD9"	800
"ANKS1A"	704
"ANKS1B"	4678
"ANKS3"	178
"ANKS4B"	0
"ANKS6"	527
"ANKUB1"	0
"ANKZF1"	360
"ANLN"	2644
"ANO1"	46
"ANO1-AS2"	0
"ANO10"	414
"ANO2"	83
"ANO3"	731
"ANO4"	763
"ANO5"	2369
"ANO6"	633
"ANO7"	21
"ANO8"	660
"ANO9"	0
"ANOS1"	632
"ANP32A"	1610
"ANP32A-IT1"	46
"ANP32AP1"	0
"ANP32B"	1497
"ANP32C"	18
"ANP32D"	5
"ANP32E"	1747
"ANPEP"	18
"ANTXR1"	1189
"ANTXR2"	142
"ANTXRL"	0
"ANTXRLP1"	0
"ANXA1"	124
"ANXA10"	0
"ANXA11"	1388
"ANXA13"	7
"ANXA2"	84
"ANXA2P1"	0
"ANXA2P2"	0
"ANXA2P3"	29
"ANXA2R"	10
"ANXA3"	94
"ANXA4"	298
"ANXA5"	820
"ANXA6"	3731
"ANXA7"	1776
"ANXA8"	0
"ANXA8L1"	2
"ANXA9"	2
"AOAH"	109
"AOAH-IT1"	6
"AOC1"	0
"AOC2"	100
"AOC3"	33
"AOC4P"	0
"AOX1"	43
"AOX3P-AOX2P"	1
"AP1AR"	471
"AP1B1"	1575
"AP1B1P1"	0
"AP1G1"	2285
"AP1G2"	381
"AP1M1"	845
"AP1M2"	3
"AP1S1"	574
"AP1S2"	726
"AP1S3"	50
"AP2A1"	2528
"AP2A2"	1723
"AP2B1"	7651
"AP2M1"	3987
"AP2S1"	629
"AP3B1"	1009
"AP3B2"	1604
"AP3D1"	2469
"AP3M1"	607
"AP3M2"	1560
"AP3S1"	789
"AP3S2"	577
"AP4B1"	379
"AP4B1-AS1"	5
"AP4E1"	487
"AP4M1"	96
"AP4S1"	577
"AP5B1"	545
"AP5M1"	1408
"AP5S1"	97
"AP5Z1"	230
"APAF1"	377
"APBA1"	3657
"APBA2"	3143
"APBA3"	86
"APBB1"	3696
"APBB1IP"	108
"APBB2"	2287
"APBB3"	339
"APC"	17020
"APC2"	5520
"APCDD1"	488
"APCDD1L"	0
"APCDD1L-AS1"	6
"APCS"	0
"APEH"	513
"APELA"	0
"APEX1"	517
"APEX2"	75
"APH1A"	462
"APH1B"	456
"API5"	2290
"APIP"	351
"APLF"	436
"APLN"	309
"APLNR"	707
"APLP1"	6373
"APLP2"	7965
"APMAP"	995
"APOA1"	3
"APOA1-AS"	0
"APOA2"	0
"APOA4"	0
"APOA5"	0
"APOB"	19
"APOBEC1"	0
"APOBEC2"	0
"APOBEC3A"	1
"APOBEC3A_B"	1
"APOBEC3B"	0
"APOBEC3B-AS1"	0
"APOBEC3C"	8
"APOBEC3D"	0
"APOBEC3F"	15
"APOBEC3G"	10
"APOBEC3H"	0
"APOBEC4"	0
"APOBR"	11
"APOC1"	62
"APOC1P1"	1
"APOC2"	12
"APOC3"	0
"APOC4"	0
"APOC4-APOC2"	11
"APOD"	1739
"APOE"	4440
"APOF"	0
"APOH"	0
"APOL1"	43
"APOL2"	802
"APOL3"	37
"APOL4"	75
"APOL5"	1
"APOL6"	500
"APOLD1"	855
"APOM"	5
"APOO"	291
"APOOL"	1033
"APOOP5"	0
"APOPT1"	246
"APP"	22618
"APPBP2"	2075
"APPL1"	2040
"APPL2"	947
"APRT"	102
"APTR"	95
"APTX"	384
"AQP1"	1393
"AQP10"	0
"AQP11"	91
"AQP12A"	0
"AQP12B"	0
"AQP2"	0
"AQP3"	8
"AQP4"	14607
"AQP4-AS1"	70
"AQP5"	7
"AQP6"	10
"AQP7"	7
"AQP7P1"	32
"AQP7P3"	4
"AQP8"	2
"AQP9"	24
"AQR"	1373
"AR"	201
"ARAF"	203
"ARAP1"	791
"ARAP1-AS2"	0
"ARAP2"	6043
"ARAP3"	155
"ARC"	304
"ARCN1"	2022
"AREG"	0
"AREL1"	921
"ARF1"	3290
"ARF3"	6804
"ARF4"	736
"ARF4-AS1"	25
"ARF5"	845
"ARF6"	616
"ARFGAP1"	704
"ARFGAP2"	938
"ARFGAP3"	535
"ARFGEF1"	2723
"ARFGEF2"	3499
"ARFGEF3"	6001
"ARFIP1"	406
"ARFIP2"	512
"ARFRP1"	323
"ARG1"	3
"ARG2"	165
"ARGFX"	1
"ARGFXP2"	0
"ARGLU1"	2344
"ARHGAP1"	788
"ARHGAP10"	467
"ARHGAP11A"	78
"ARHGAP11B"	25
"ARHGAP12"	1715
"ARHGAP15"	39
"ARHGAP17"	455
"ARHGAP18"	207
"ARHGAP19"	257
"ARHGAP19-SLIT1"	104
"ARHGAP20"	827
"ARHGAP21"	13620
"ARHGAP22"	237
"ARHGAP22-IT1"	15
"ARHGAP23"	2506
"ARHGAP24"	230
"ARHGAP25"	64
"ARHGAP26"	5663
"ARHGAP26-AS1"	0
"ARHGAP26-IT1"	75
"ARHGAP27"	214
"ARHGAP27P1"	86
"ARHGAP27P1-BPTFP1-KPNA2P3"	393
"ARHGAP27P2"	22
"ARHGAP28"	46
"ARHGAP29"	961
"ARHGAP30"	60
"ARHGAP31"	820
"ARHGAP31-AS1"	6
"ARHGAP32"	11226
"ARHGAP33"	604
"ARHGAP35"	6097
"ARHGAP36"	10
"ARHGAP39"	859
"ARHGAP4"	72
"ARHGAP40"	3
"ARHGAP42"	351
"ARHGAP44"	1512
"ARHGAP45"	77
"ARHGAP5"	12037
"ARHGAP5-AS1"	60
"ARHGAP6"	98
"ARHGAP8"	12
"ARHGAP9"	97
"ARHGDIA"	1513
"ARHGDIB"	78
"ARHGDIG"	662
"ARHGEF1"	220
"ARHGEF10"	1040
"ARHGEF10L"	737
"ARHGEF11"	2933
"ARHGEF12"	10786
"ARHGEF15"	17
"ARHGEF16"	24
"ARHGEF17"	2142
"ARHGEF18"	922
"ARHGEF19"	5
"ARHGEF2"	1721
"ARHGEF25"	1302
"ARHGEF26"	890
"ARHGEF26-AS1"	230
"ARHGEF28"	358
"ARHGEF3"	1577
"ARHGEF3-AS1"	0
"ARHGEF33"	170
"ARHGEF34P"	17
"ARHGEF35"	3
"ARHGEF37"	626
"ARHGEF38"	0
"ARHGEF38-IT1"	0
"ARHGEF39"	7
"ARHGEF4"	2462
"ARHGEF40"	448
"ARHGEF5"	21
"ARHGEF6"	1170
"ARHGEF7"	4550
"ARHGEF7-AS1"	0
"ARHGEF7-AS2"	15
"ARHGEF9"	5003
"ARHGEF9-IT1"	25
"ARID1A"	2325
"ARID1B"	2224
"ARID2"	1299
"ARID3A"	72
"ARID3B"	73
"ARID3C"	5
"ARID4A"	1739
"ARID4B"	2558
"ARID5A"	404
"ARID5B"	2921
"ARIH1"	2489
"ARIH2"	1144
"ARIH2OS"	19
"ARL1"	1547
"ARL10"	294
"ARL11"	11
"ARL13A"	0
"ARL13B"	283
"ARL14"	0
"ARL14EP"	682
"ARL14EPL"	0
"ARL15"	325
"ARL16"	172
"ARL17A"	370
"ARL17B"	202
"ARL2"	370
"ARL2-SNX15"	323
"ARL2BP"	961
"ARL3"	1026
"ARL4A"	687
"ARL4C"	1291
"ARL4D"	72
"ARL5A"	818
"ARL5B"	1052
"ARL5C"	1
"ARL6"	595
"ARL6IP1"	6858
"ARL6IP4"	969
"ARL6IP5"	2235
"ARL6IP6"	178
"ARL8A"	1066
"ARL8B"	2832
"ARL9"	21
"ARMC1"	1004
"ARMC10"	597
"ARMC12"	2
"ARMC2"	465
"ARMC2-AS1"	0
"ARMC3"	36
"ARMC4"	31
"ARMC4P1"	8
"ARMC5"	226
"ARMC6"	194
"ARMC7"	85
"ARMC8"	1335
"ARMC9"	698
"ARMCX1"	457
"ARMCX2"	649
"ARMCX3"	2149
"ARMCX4"	1454
"ARMCX5"	357
"ARMCX5-GPRASP2"	2346
"ARMCX6"	175
"ARMS2"	1
"ARMT1"	377
"ARNT"	863
"ARNT2"	7244
"ARNTL"	1041
"ARNTL2"	640
"ARNTL2-AS1"	0
"ARPC1A"	900
"ARPC1B"	85
"ARPC2"	1431
"ARPC3"	697
"ARPC4"	503
"ARPC4-TTLL3"	314
"ARPC5"	701
"ARPC5L"	502
"ARPIN"	600
"ARPP19"	8281
"ARPP21"	3433
"ARR3"	0
"ARRB1"	3929
"ARRB2"	472
"ARRDC1"	95
"ARRDC1-AS1"	133
"ARRDC2"	668
"ARRDC3"	929
"ARRDC3-AS1"	15
"ARRDC4"	799
"ARRDC5"	4
"ARSA"	312
"ARSB"	284
"ARSD"	155
"ARSD-AS1"	0
"ARSE"	17
"ARSF"	22
"ARSG"	214
"ARSH"	0
"ARSI"	72
"ARSJ"	80
"ARSK"	177
"ART1"	0
"ART3"	260
"ART4"	0
"ART5"	0
"ARTN"	6
"ARV1"	299
"ARVCF"	322
"ARX"	181
"AS-PTPRE"	1
"AS3MT"	130
"ASAH1"	1711
"ASAH2"	44
"ASAH2B"	218
"ASAP1"	2276
"ASAP1-IT1"	43
"ASAP1-IT2"	43
"ASAP2"	1277
"ASAP3"	420
"ASB1"	1150
"ASB10"	0
"ASB11"	0
"ASB12"	1
"ASB13"	420
"ASB14"	3
"ASB15"	0
"ASB16"	2
"ASB16-AS1"	31
"ASB17"	0
"ASB18"	4
"ASB2"	24
"ASB3"	476
"ASB4"	41
"ASB5"	6
"ASB6"	460
"ASB7"	368
"ASB8"	533
"ASB9"	0
"ASB9P1"	0
"ASCC1"	458
"ASCC2"	235
"ASCC3"	1799
"ASCL1"	267
"ASCL2"	1
"ASCL3"	0
"ASCL4"	0
"ASCL5"	3
"ASDURF"	159
